t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,p_network_abs_pu,q_network_abs_pu,delta_p_load_pu,delta_q_load_pu,asset_type
1.84,-0.3695501920882066,0.08619821790125037,-0.3695501920882066,0.08619821790125037,-0.2695501920882064,-1.541445690139849,0.0,0.0,GFM
1.85,-0.3707423004015791,0.08649171080229334,-0.3707423004015791,0.08649171080229334,-0.2707423004015789,-1.541152197238806,0.0,0.0,GFM
1.86,-0.37187850790240895,0.0867924490875831,-0.37187850790240895,0.0867924490875831,-0.27187850790240875,-1.5408514589535163,0.0,0.0,GFM
1.87,-0.3729569750555994,0.08709977868241858,-0.3729569750555994,0.08709977868241858,-0.2729569750555992,-1.5405441293586808,0.0,0.0,GFM
1.88,-0.3739764717988231,0.08741309090147231,-0.3739764717988231,0.08741309090147231,-0.2739764717988229,-1.540230817139627,0.0,0.0,GFM
1.89,-0.37493635970552874,0.087731820764819,-0.37493635970552874,0.087731820764819,-0.27493635970552854,-1.5399120872762804,0.0,0.0,GFM
1.9,-0.3758365692430601,0.08805544486784811,-0.3758365692430601,0.08805544486784811,-0.2758365692430599,-1.5395884631732513,0.0,0.0,GFM
1.91,-0.37667757258850443,0.08838347884812836,-0.37667757258850443,0.08838347884812836,-0.27667757258850423,-1.539260429192971,0.0,0.0,GFM
1.92,-0.37746035250462545,0.08871547452143469,-0.37746035250462545,0.08871547452143469,-0.27746035250462525,-1.5389284335196647,0.0,0.0,GFM
1.93,-0.3781863677091897,0.08905101673194249,-0.3781863677091897,0.08905101673194249,-0.2781863677091895,-1.5385928913091569,0.0,0.0,GFM
1.94,-0.3788575153172105,0.08938971999357448,-0.3788575153172105,0.08938971999357448,-0.2788575153172103,-1.538254188047525,0.0,0.0,GFM
1.95,-0.379476090781174,0.08973122495967689,-0.379476090781174,0.08973122495967689,-0.2794760907811738,-1.5379126830814225,0.0,0.0,GFM
1.96,-0.3800447459099762,0.0900751948048566,-0.3800447459099762,0.0900751948048566,-0.280044745909976,-1.5375687132362428,0.0,0.0,GFM
1.97,-0.38056644539940476,0.09042131154407396,-0.38056644539940476,0.09042131154407396,-0.28056644539940456,-1.5372225964970254,0.0,0.0,GFM
1.98,-0.38104442242342523,0.09076927237689048,-0.38104442242342523,0.09076927237689048,-0.28104442242342503,-1.536874635664209,0.0,0.0,GFM
1.99,-0.3814821337112854,0.09111878606838175,-0.3814821337112854,0.09111878606838175,-0.2814821337112852,-1.5365251219727176,0.0,0.0,GFM
2.0,-0.381883214610381,0.09146956945633078,-0.381883214610381,0.09146956945633078,-0.2818832146103808,-1.5361743385847686,0.0,0.0,GFM
2.01,-0.3822514345376845,0.09182134408226372,-0.3822514345376845,0.09182134408226372,-0.2822514345376843,-1.5358225639588357,0.0,0.0,GFM
2.02,-0.3825906532544571,0.09217383302613658,-0.3825906532544571,0.09217383302613658,-0.2825906532544569,-1.5354700750149628,0.0,0.0,GFM
2.03,-0.38290477833462994,0.0925267579564244,-0.38290477833462994,0.0925267579564244,-0.28290477833462974,-1.535117150084675,0.0,0.0,GFM
2.04,-0.38319772418510933,0.09287983642236486,-0.38319772418510933,0.09287983642236486,-0.28319772418510913,-1.5347640716187345,0.0,0.0,GFM
2.05,-0.38347337293771017,0.0932327794382144,-0.38347337293771017,0.0932327794382144,-0.28347337293770997,-1.534411128602885,0.0,0.0,GFM
2.06,-0.3837355375062495,0.09358528934686672,-0.3837355375062495,0.09358528934686672,-0.2837355375062493,-1.5340586186942327,0.0,0.0,GFM
2.07,-0.38398792705044305,0.09393705801519814,-0.38398792705044305,0.09393705801519814,-0.28398792705044285,-1.5337068500259012,0.0,0.0,GFM
2.08,-0.3842341150832369,0.09428776533624861,-0.3842341150832369,0.09428776533624861,-0.2842341150832367,-1.5333561427048508,0.0,0.0,GFM
2.09,-0.38447751037907346,0.09463707808298327,-0.38447751037907346,0.09463707808298327,-0.28447751037907326,-1.533006829958116,0.0,0.0,GFM
2.1,-0.3847213308600579,0.09498464907928938,-0.3847213308600579,0.09498464907928938,-0.2847213308600577,-1.53265925896181,0.0,0.0,GFM
2.11,-0.38496858053537475,0.09533011672475222,-0.38496858053537475,0.09533011672475222,-0.28496858053537455,-1.5323137913163472,0.0,0.0,GFM
2.12,-0.38522202960895,0.09567310483269598,-0.38522202960895,0.09567310483269598,-0.2852220296089498,-1.5319708032084034,0.0,0.0,GFM
2.13,-0.38548419776353077,0.09601322280519708,-0.38548419776353077,0.09601322280519708,-0.28548419776353057,-1.5316306852359023,0.0,0.0,GFM
2.14,-0.3857573406467937,0.09635006611033692,-0.3857573406467937,0.09635006611033692,-0.2857573406467935,-1.5312938419307625,0.0,0.0,GFM
2.15,-0.3860434395494646,0.09668321706060556,-0.3860434395494646,0.09668321706060556,-0.2860434395494644,-1.5309606909804938,0.0,0.0,GFM
2.16,-0.3863441941905552,0.09701224587010993,-0.3863441941905552,0.09701224587010993,-0.286344194190555,-1.5306316621709894,0.0,0.0,GFM
2.17,-0.3866610185775011,0.09733671197397076,-0.3866610185775011,0.09733671197397076,-0.2866610185775009,-1.5303071960671286,0.0,0.0,GFM
2.18,-0.38699503978817684,0.0976561655869026,-0.38699503978817684,0.0976561655869026,-0.28699503978817664,-1.5299877424541968,0.0,0.0,GFM
2.19,-0.38734709959518365,0.09797014947840377,-0.38734709959518365,0.09797014947840377,-0.28734709959518345,-1.5296737585626956,0.0,0.0,GFM
2.2,-0.38771775874845266,0.09827820094449469,-0.38771775874845266,0.09827820094449469,-0.28771775874845246,-1.5293657070966047,0.0,0.0,GFM
2.21,-0.3881073037650309,0.09857985394022184,-0.3881073037650309,0.09857985394022184,-0.2881073037650307,-1.5290640541008775,0.0,0.0,GFM
2.22,-0.38851575605770217,0.0988746413643018,-0.38851575605770217,0.0988746413643018,-0.28851575605770197,-1.5287692666767976,0.0,0.0,GFM
2.23,-0.38894288317153286,0.09916209744749938,-0.38894288317153286,0.09916209744749938,-0.28894288317153266,-1.5284818105936,0.0,0.0,GFM
2.24,-0.389388211964473,0.0994417602405202,-0.389388211964473,0.0994417602405202,-0.2893882119644728,-1.5282021478005792,0.0,0.0,GFM
2.25,-0.3898510434856149,0.09971317415559877,-0.3898510434856149,0.09971317415559877,-0.2898510434856147,-1.5279307338855006,0.0,0.0,GFM
2.26,-0.3903304693475097,0.0999758925503551,-0.3903304693475097,0.0999758925503551,-0.2903304693475095,-1.5276680154907443,0.0,0.0,GFM
2.27,-0.390825389357149,0.10022948031420187,-0.390825389357149,0.10022948031420187,-0.2908253893571488,-1.5274144277268975,0.0,0.0,GFM
2.28,-0.3913345301986129,0.10047351644855107,-0.3913345301986129,0.10047351644855107,-0.2913345301986127,-1.5271703915925483,0.0,0.0,GFM
2.29,-0.3918564649172575,0.10070759659658823,-0.3918564649172575,0.10070759659658823,-0.2918564649172573,-1.5269363114445111,0.0,0.0,GFM
2.3,-0.3923896330112201,0.10093133552112898,-0.3923896330112201,0.10093133552112898,-0.2923896330112199,-1.5267125725199704,0.0,0.0,GFM
2.31,-0.39293236089050454,0.10114436948734262,-0.39293236089050454,0.10114436948734262,-0.29293236089050434,-1.5264995385537568,0.0,0.0,GFM
2.32,-0.39348288251217073,0.10134635854711904,-0.39348288251217073,0.10134635854711904,-0.29348288251217053,-1.5262975494939803,0.0,0.0,GFM
2.33,-0.3940393599767872,0.1015369886937445,-0.3940393599767872,0.1015369886937445,-0.294039359976787,-1.5261069193473549,0.0,0.0,GFM
2.34,-0.39459990390579497,0.10171597387794451,-0.39459990390579497,0.10171597387794451,-0.29459990390579477,-1.5259279341631549,0.0,0.0,GFM
2.35,-0.3951625934098416,0.10188305786181107,-0.3951625934098416,0.10188305786181107,-0.2951625934098414,-1.5257608501792883,0.0,0.0,GFM
2.36,-0.3957254954879329,0.10203801590278694,-0.3957254954879329,0.10203801590278694,-0.2957254954879327,-1.5256058921383124,0.0,0.0,GFM
2.37,-0.39628668369836595,0.10218065625156636,-0.39628668369836595,0.10218065625156636,-0.29628668369836575,-1.525463251789533,0.0,0.0,GFM
2.38,-0.39684425596157336,0.10231082145475345,-0.39684425596157336,0.10231082145475345,-0.29684425596157316,-1.525333086586346,0.0,0.0,GFM
2.39,-0.3973963513718015,0.10242838945378385,-0.3973963513718015,0.10242838945378385,-0.2973963513718013,-1.5252155185873155,0.0,0.0,GFM
2.4,-0.39794116590184186,0.10253327447319083,-0.39794116590184186,0.10253327447319083,-0.29794116590184166,-1.5251106335679085,0.0,0.0,GFM
2.41,-0.3984769669130311,0.10262542769360983,-0.3984769669130311,0.10262542769360983,-0.2984769669130309,-1.5250184803474895,0.0,0.0,GFM
2.42,-0.3990021063821132,0.10270483770642702,-0.3990021063821132,0.10270483770642702,-0.299002106382113,-1.5249390703346724,0.0,0.0,GFM
2.43,-0.39951503279061923,0.1027715307490138,-0.39951503279061923,0.1027715307490138,-0.29951503279061903,-1.5248723772920856,0.0,0.0,GFM
2.44,-0.40001430162054996,0.1028255707234822,-0.40001430162054996,0.1028255707234822,-0.30001430162054976,-1.5248183373176172,0.0,0.0,GFM
2.45,-0.4004985844280771,0.1028670589961187,-0.4004985844280771,0.1028670589961187,-0.3004985844280769,-1.5247768490449807,0.0,0.0,GFM
2.46,-0.4009666764737016,0.10289613398923958,-0.4009666764737016,0.10289613398923958,-0.3009666764737014,-1.5247477740518598,0.0,0.0,GFM
2.47,-0.4014175029087673,0.10291297056484372,-0.4014175029087673,0.10291297056484372,-0.3014175029087671,-1.5247309374762557,0.0,0.0,GFM
2.48,-0.40185012352140154,0.10291777921112488,-0.40185012352140154,0.10291777921112488,-0.30185012352140134,-1.5247261288299745,0.0,0.0,GFM
2.49,-0.40226373606950794,0.10291080503735506,-0.40226373606950794,0.10291080503735506,-0.30226373606950774,-1.5247331030037443,0.0,0.0,GFM
2.5,-0.4026576782366016,0.10289232659471481,-0.4026576782366016,0.10289232659471481,-0.3026576782366014,-1.5247515814463846,0.0,0.0,GFM
2.51,-0.40303142824368293,0.10286265451942245,-0.40303142824368293,0.10286265451942245,-0.30303142824368273,-1.524781253521677,0.0,0.0,GFM
2.52,-0.4033846041929152,0.10282213003063623,-0.4033846041929152,0.10282213003063623,-0.303384604192915,-1.5248217780104631,0.0,0.0,GFM
2.53,-0.4037169621844593,0.102771123273657,-0.4037169621844593,0.102771123273657,-0.3037169621844591,-1.5248727847674424,0.0,0.0,GFM
2.54,-0.404028393302892,0.10271003154523073,-0.404028393302892,0.10271003154523073,-0.3040283933028918,-1.5249338764958686,0.0,0.0,GFM
2.55,-0.4043189195300959,0.10263927739178635,-0.4043189195300959,0.10263927739178635,-0.3043189195300957,-1.525004630649313,0.0,0.0,GFM
2.56,-0.4045886886929106,0.10255930661960933,-0.4045886886929106,0.10255930661960933,-0.3045886886929104,-1.52508460142149,0.0,0.0,GFM
2.57,-0.4048379685149946,0.10247058620736982,-0.4048379685149946,0.10247058620736982,-0.3048379685149944,-1.5251733218337296,0.0,0.0,GFM
2.58,-0.4050671398879915,0.10237360216132552,-0.4050671398879915,0.10237360216132552,-0.3050671398879913,-1.5252703058797739,0.0,0.0,GFM
2.59,-0.40527668944036455,0.10226885730344382,-0.40527668944036455,0.10226885730344382,-0.30527668944036435,-1.5253750507376556,0.0,0.0,GFM
2.6,-0.4054672015211512,0.10215686903237753,-0.4054672015211512,0.10215686903237753,-0.305467201521151,-1.5254870390087218,0.0,0.0,GFM
2.61,-0.40563934968218185,0.1020381670489432,-0.40563934968218185,0.1020381670489432,-0.30563934968218165,-1.5256057409921562,0.0,0.0,GFM
2.62,-0.4057938877727814,0.10191329108109937,-0.4057938877727814,0.10191329108109937,-0.3057938877727812,-1.52573061696,0.0,0.0,GFM
2.63,-0.40593164073587895,0.1017827886077598,-0.40593164073587895,0.1017827886077598,-0.30593164073587875,-1.5258611194333396,0.0,0.0,GFM
2.64,-0.4060534952062102,0.10164721260327214,-0.4060534952062102,0.10164721260327214,-0.30605349520621,-1.5259966954378272,0.0,0.0,GFM
2.65,-0.4061603900065691,0.10150711931291578,-0.4061603900065691,0.10150711931291578,-0.3061603900065689,-1.5261367887281836,0.0,0.0,GFM
2.66,-0.4062533066267159,0.10136306607170686,-0.4062533066267159,0.10136306607170686,-0.3062533066267157,-1.5262808419693925,0.0,0.0,GFM
2.67,-0.406333259778887,0.10121560917823968,-0.406333259778887,0.10121560917823968,-0.3063332597788868,-1.5264282988628597,0.0,0.0,GFM
2.68,-0.40640128810411696,0.10106530183540907,-0.40640128810411696,0.10106530183540907,-0.30640128810411676,-1.5265786062056903,0.0,0.0,GFM
2.69,-0.40645844511171775,0.10091269216446896,-0.40645844511171775,0.10091269216446896,-0.30645844511171755,-1.5267312158766304,0.0,0.0,GFM
2.7,-0.40650579041793145,0.10075832130622997,-0.40650579041793145,0.10075832130622997,-0.30650579041793125,-1.5268855867348694,0.0,0.0,GFM
2.71,-0.40654438135115945,0.10060272161210904,-0.40654438135115945,0.10060272161210904,-0.30654438135115925,-1.5270411864289903,0.0,0.0,GFM
2.72,-0.40657526497995605,0.10044641493448103,-0.40657526497995605,0.10044641493448103,-0.30657526497995585,-1.5271974931066183,0.0,0.0,GFM
2.73,-0.40659947061573115,0.10028991102358575,-0.40659947061573115,0.10028991102358575,-0.30659947061573095,-1.5273539970175136,0.0,0.0,GFM
2.74,-0.40661800283468047,0.10013370603110427,-0.40661800283468047,0.10013370603110427,-0.30661800283468027,-1.527510202009995,0.0,0.0,GFM
2.75,-0.40663183505592965,0.09997828113037754,-0.40663183505592965,0.09997828113037754,-0.30663183505592945,-1.5276656269107218,0.0,0.0,GFM
2.76,-0.40664190370748143,0.09982410125037067,-0.40664190370748143,0.09982410125037067,-0.30664190370748123,-1.5278198067907287,0.0,0.0,GFM
2.77,-0.40664910300168605,0.09967161392759594,-0.40664910300168605,0.09967161392759594,-0.30664910300168585,-1.5279722941135034,0.0,0.0,GFM
2.78,-0.40665428034061746,0.09952124828169939,-0.40665428034061746,0.09952124828169939,-0.30665428034061726,-1.5281226597594,0.0,0.0,GFM
2.79,-0.4066582323574174,0.09937341410438849,-0.4066582323574174,0.09937341410438849,-0.3066582323574172,-1.5282704939367109,0.0,0.0,GFM
2.8,-0.4066617016004153,0.09922850106942449,-0.4066617016004153,0.09922850106942449,-0.3066617016004151,-1.5284154069716749,0.0,0.0,GFM
2.81,-0.40666537385830814,0.09908687806298722,-0.40666537385830814,0.09908687806298722,-0.30666537385830794,-1.5285570299781122,0.0,0.0,GFM
2.82,-0.4066698761140205,0.09894889262211493,-0.4066698761140205,0.09894889262211493,-0.3066698761140203,-1.5286950154189844,0.0,0.0,GFM
2.83,-0.4066757751211409,0.09881487049407589,-0.4066757751211409,0.09881487049407589,-0.3066757751211407,-1.5288290375470235,0.0,0.0,GFM
2.84,-0.4066835765754462,0.09868511529482249,-0.4066835765754462,0.09868511529482249,-0.306683576575446,-1.5289587927462769,0.0,0.0,GFM
2.85,-0.40669372486785094,0.0985599082823414,-0.40669372486785094,0.0985599082823414,-0.30669372486785074,-1.529083999758758,0.0,0.0,GFM
2.86,-0.4067066033816714,0.09843950822004532,-0.4067066033816714,0.09843950822004532,-0.3067066033816712,-1.529204399821054,0.0,0.0,GFM
2.87,-0.40672253531262514,0.09832415134566097,-0.40672253531262514,0.09832415134566097,-0.30672253531262494,-1.5293197566954384,0.0,0.0,GFM
2.88,-0.4067417849689874,0.09821405142211082,-0.4067417849689874,0.09821405142211082,-0.3067417849689872,-1.5294298566189886,0.0,0.0,GFM
2.89,-0.4067645595197631,0.09810939987833556,-0.4067645595197631,0.09810939987833556,-0.3067645595197629,-1.5295345081627638,0.0,0.0,GFM
2.9,-0.40679101114980704,0.09801036602682567,-0.40679101114980704,0.09801036602682567,-0.30679101114980684,-1.5296335420142737,0.0,0.0,GFM
2.91,-0.40682123957990735,0.09791709735592402,-0.40682123957990735,0.09791709735592402,-0.30682123957990715,-1.5297268106851754,0.0,0.0,GFM
2.92,-0.406855294910918,0.09782971988794209,-0.406855294910918,0.09782971988794209,-0.3068552949109178,-1.5298141881531573,0.0,0.0,GFM
2.93,-0.40689318074483116,0.0977483385998783,-0.40689318074483116,0.0977483385998783,-0.30689318074483096,-1.529895569441221,0.0,0.0,GFM
2.94,-0.4069348575447952,0.09767303789836923,-0.4069348575447952,0.09767303789836923,-0.306934857544795,-1.5299708701427301,0.0,0.0,GFM
2.95,-0.4069802461822869,0.09760388214524096,-0.4069802461822869,0.09760388214524096,-0.3069802461822867,-1.5300400258958584,0.0,0.0,GFM
2.96,-0.40702923163630667,0.09754091622477312,-0.40702923163630667,0.09754091622477312,-0.30702923163630647,-1.5301029918163263,0.0,0.0,GFM
2.97,-0.4070816667933121,0.09748416615120581,-0.4070816667933121,0.09748416615120581,-0.3070816667933119,-1.5301597418898936,0.0,0.0,GFM
2.98,-0.40713737631446534,0.09743363970576291,-0.40713737631446534,0.09743363970576291,-0.30713737631446514,-1.5302102683353365,0.0,0.0,GFM
2.99,-0.40719616052296265,0.09738932710352066,-0.40719616052296265,0.09738932710352066,-0.30719616052296245,-1.5302545809375787,0.0,0.0,GFM
3.0,-0.4072577992792465,0.09735120167934341,-0.4072577992792465,0.09735120167934341,-0.3072577992792463,-1.530292706361756,0.0,0.0,GFM
3.01,-0.40732205580314135,0.09731922059321119,-0.40732205580314135,0.09731922059321119,-0.30732205580314115,-1.5303246874478882,0.0,0.0,GFM
3.02,-0.4073886804122199,0.09729332554727699,-0.4073886804122199,0.09729332554727699,-0.3073886804122197,-1.5303505824938224,0.0,0.0,GFM
3.03,-0.40745741414418424,0.09727344351062683,-0.40745741414418424,0.09727344351062683,-0.30745741414418404,-1.5303704645304725,0.0,0.0,GFM
3.04,-0.40752799223397645,0.09725948745008073,-0.40752799223397645,0.09725948745008073,-0.30752799223397626,-1.5303844205910186,0.0,0.0,GFM
3.05,-0.40760014742141915,0.09725135706014987,-0.40760014742141915,0.09725135706014987,-0.30760014742141895,-1.5303925509809495,0.0,0.0,GFM
3.06,-0.4076736130652377,0.09724893949261104,-0.4076736130652377,0.09724893949261104,-0.3076736130652375,-1.5303949685484883,0.0,0.0,GFM
3.07,-0.4077481260448461,0.09725211007899803,-0.4077481260448461,0.09725211007899803,-0.3077481260448459,-1.5303917979621013,0.0,0.0,GFM
3.08,-0.4078234294327533,0.09726073304722216,-0.4078234294327533,0.09726073304722216,-0.3078234294327531,-1.5303831749938772,0.0,0.0,GFM
3.09,-0.4078992749239119,0.09727466222663872,-0.4078992749239119,0.09727466222663872,-0.3078992749239117,-1.5303692458144607,0.0,0.0,GFM
3.1,-0.4079754250123343,0.09729374174262517,-0.4079754250123343,0.09729374174262517,-0.3079754250123341,-1.5303501662984742,0.0,0.0,GFM
3.11,-0.40805165490637607,0.0973178066965672,-0.40805165490637607,0.0973178066965672,-0.30805165490637587,-1.5303261013445322,0.0,0.0,GFM
3.12,-0.4081277541790381,0.09734668383239953,-0.4081277541790381,0.09734668383239953,-0.3081277541790379,-1.5302972242086998,0.0,0.0,GFM
3.13,-0.4082035281516034,0.09738019218595428,-0.4082035281516034,0.09738019218595428,-0.3082035281516032,-1.530263715855145,0.0,0.0,GFM
3.14,-0.4082787990103017,0.09741814371960067,-0.4082787990103017,0.09741814371960067,-0.3082787990103015,-1.5302257643214987,0.0,0.0,GFM
3.15,-0.4083534066619702,0.09746034393808722,-0.4083534066619702,0.09746034393808722,-0.30835340666197,-1.5301835641030122,0.0,0.0,GFM
3.16,-0.40842720933165944,0.09750659248910587,-0.40842720933165944,0.09750659248910587,-0.30842720933165924,-1.5301373155519935,0.0,0.0,GFM
3.17,-0.40850008391366244,0.09755668374473392,-0.40850008391366244,0.09755668374473392,-0.30850008391366224,-1.5300872242963655,0.0,0.0,GFM
3.18,-0.4085719260826812,0.09761040736794291,-0.4085719260826812,0.09761040736794291,-0.308571926082681,-1.5300335006731565,0.0,0.0,GFM
3.19,-0.40864265018086854,0.09766754885948159,-0.40864265018086854,0.09766754885948159,-0.30864265018086834,-1.5299763591816178,0.0,0.0,GFM
3.2,-0.40871218889075134,0.09772789009193916,-0.40871218889075134,0.09772789009193916,-0.30871218889075114,-1.5299160179491602,0.0,0.0,GFM
3.21,-0.40878049271267597,0.09779120982399236,-0.40878049271267597,0.09779120982399236,-0.30878049271267577,-1.529852698217107,0.0,0.0,GFM
3.22,-0.40884752925964657,0.09785728420385587,-0.40884752925964657,0.09785728420385587,-0.30884752925964637,-1.5297866238372435,0.0,0.0,GFM
3.23,-0.4089132823903501,0.09792588725365392,-0.4089132823903501,0.09792588725365392,-0.3089132823903499,-1.5297180207874455,0.0,0.0,GFM
3.24,-0.4089777511947642,0.09799679134503592,-0.4089777511947642,0.09799679134503592,-0.308977751194764,-1.5296471166960635,0.0,0.0,GFM
3.25,-0.4090409488546154,0.09806976765682318,-0.4090409488546154,0.09806976765682318,-0.3090409488546152,-1.5295741403842762,0.0,0.0,GFM
3.26,-0.4091029013940586,0.09814458662600734,-0.4091029013940586,0.09814458662600734,-0.3091029013940584,-1.529499321415092,0.0,0.0,GFM
3.27,-0.4091636463430773,0.09822101838192765,-0.4091636463430773,0.09822101838192765,-0.3091636463430771,-1.5294228896591717,0.0,0.0,GFM
3.28,-0.4092232313293422,0.09829883317580745,-0.4092232313293422,0.09829883317580745,-0.309223231329342,-1.529345074865292,0.0,0.0,GFM
3.29,-0.4092817126205324,0.09837780179457023,-0.4092817126205324,0.09837780179457023,-0.3092817126205322,-1.5292661062465291,0.0,0.0,GFM
3.3,-0.40933915363243556,0.09845769597187037,-0.40933915363243556,0.09845769597187037,-0.30933915363243536,-1.529186212069229,0.0,0.0,GFM
3.31,-0.40939562342336633,0.09853828878527549,-0.40939562342336633,0.09853828878527549,-0.30939562342336613,-1.529105619255824,0.0,0.0,GFM
3.32,-0.40945119518988426,0.09861935504940855,-0.40945119518988426,0.09861935504940855,-0.30945119518988407,-1.5290245529916908,0.0,0.0,GFM
3.33,-0.4095059447814539,0.09870067169974606,-0.4095059447814539,0.09870067169974606,-0.3095059447814537,-1.5289432363413533,0.0,0.0,GFM
3.34,-0.40955994924853906,0.09878201817075682,-0.40955994924853906,0.09878201817075682,-0.30955994924853886,-1.5288618898703425,0.0,0.0,GFM
3.35,-0.40961328543886355,0.09886317676618761,-0.40961328543886355,0.09886317676618761,-0.30961328543886335,-1.5287807312749118,0.0,0.0,GFM
3.36,-0.4096660286545366,0.0989439330241011,-0.4096660286545366,0.0989439330241011,-0.3096660286545364,-1.5286999750169983,0.0,0.0,GFM
3.37,-0.409718251382068,0.09902407607423691,-0.409718251382068,0.09902407607423691,-0.3097182513820678,-1.5286198319668625,0.0,0.0,GFM
3.38,-0.40977002210576674,0.09910339899050813,-0.40977002210576674,0.09910339899050813,-0.30977002210576654,-1.5285405090505912,0.0,0.0,GFM
3.39,-0.40982140421376034,0.099181699135094,-0.40982140421376034,0.099181699135094,-0.30982140421376014,-1.5284622089060054,0.0,0.0,GFM
3.4,-0.40987245500441516,0.09925877849764397,-0.40987245500441516,0.09925877849764397,-0.30987245500441496,-1.5283851295434554,0.0,0.0,GFM
3.41,-0.4099232247999507,0.09933444402587632,-0.4099232247999507,0.09933444402587632,-0.3099232247999505,-1.528309464015223,0.0,0.0,GFM
3.42,-0.4099737561717143,0.09940850794979483,-0.4099737561717143,0.09940850794979483,-0.3099737561717141,-1.5282354000913045,0.0,0.0,GFM
3.43,-0.41002408328202494,0.09948078809690708,-0.41002408328202494,0.09948078809690708,-0.31002408328202474,-1.5281631199441923,0.0,0.0,GFM
3.44,-0.41007423134342935,0.09955110820016677,-0.41007423134342935,0.09955110820016677,-0.31007423134342915,-1.5280927998409326,0.0,0.0,GFM
3.45,-0.41012421619844736,0.09961929819471438,-0.41012421619844736,0.09961929819471438,-0.31012421619844716,-1.528024609846385,0.0,0.0,GFM
3.46,-0.4101740440176616,0.09968519450728919,-0.4101740440176616,0.09968519450728919,-0.3101740440176614,-1.5279587135338102,0.0,0.0,GFM
3.47,-0.4102237111169908,0.09974864033180353,-0.4102237111169908,0.09974864033180353,-0.3102237111169906,-1.5278952677092958,0.0,0.0,GFM
3.48,-0.4102732038895611,0.09980948589690009,-0.4102732038895611,0.09980948589690009,-0.3102732038895609,-1.5278344221441993,0.0,0.0,GFM
3.49,-0.4103224988511678,0.09986758871716805,-0.4103224988511678,0.09986758871716805,-0.3103224988511676,-1.5277763193239313,0.0,0.0,GFM
3.5,-0.41037156279229636,0.09992281383545798,-0.41037156279229636,0.09992281383545798,-0.31037156279229616,-1.5277210942056414,0.0,0.0,GFM
3.51,-0.41042035303415153,0.09997503404673491,-0.41042035303415153,0.09997503404673491,-0.31042035303415133,-1.5276688739943645,0.0,0.0,GFM
3.52,-0.41046881778010774,0.100024130110413,-0.41046881778010774,0.100024130110413,-0.31046881778010754,-1.5276197779306864,0.0,0.0,GFM
3.53,-0.4105168965577952,0.10006999094479707,-0.4105168965577952,0.10006999094479707,-0.310516896557795,-1.5275739170963023,0.0,0.0,GFM
3.54,-0.41056452074349914,0.10011251380489172,-0.41056452074349914,0.10011251380489172,-0.31056452074349894,-1.5275313942362077,0.0,0.0,GFM
3.55,-0.41061161416087844,0.10015160444420768,-0.41061161416087844,0.10015160444420768,-0.31061161416087824,-1.5274923035968917,0.0,0.0,GFM
3.56,-0.41065809374683937,0.10018717725523052,-0.41065809374683937,0.10018717725523052,-0.31065809374683917,-1.5274567307858689,0.0,0.0,GFM
3.57,-0.4107038702744254,0.10021915539433546,-0.4107038702744254,0.10021915539433546,-0.3107038702744252,-1.527424752646764,0.0,0.0,GFM
3.58,-0.41074884912566034,0.10024747088303454,-0.41074884912566034,0.10024747088303454,-0.31074884912566014,-1.5273964371580648,0.0,0.0,GFM
3.59,-0.4107929311038395,0.10027206469260164,-0.4107929311038395,0.10027206469260164,-0.3107929311038393,-1.5273718433484977,0.0,0.0,GFM
3.6,-0.4108360132778227,0.10029288680359927,-0.4108360132778227,0.10029288680359927,-0.3108360132778225,-1.5273510212375,0.0,0.0,GFM
3.61,-0.4108779898481456,0.1003098962477742,-0.4108779898481456,0.1003098962477742,-0.3108779898481454,-1.5273340117933252,0.0,0.0,GFM
3.62,-0.4109187530273908,0.1003230611247341,-0.4109187530273908,0.1003230611247341,-0.3109187530273906,-1.5273208469163653,0.0,0.0,GFM
3.63,-0.4109581939253865,0.10033235859846856,-0.4109581939253865,0.10033235859846856,-0.3109581939253863,-1.5273115494426308,0.0,0.0,GFM
3.64,-0.4109962034316026,0.10033777487025652,-0.4109962034316026,0.10033777487025652,-0.3109962034316024,-1.5273061331708429,0.0,0.0,GFM
3.65,-0.41103267308641034,0.10033930512916256,-0.41103267308641034,0.10033930512916256,-0.31103267308641014,-1.5273046029119368,0.0,0.0,GFM
3.66,-0.4110674959341442,0.10033695347999672,-0.4110674959341442,0.10033695347999672,-0.311067495934144,-1.5273069545611027,0.0,0.0,GFM
3.67,-0.41110056735059786,0.10033073284848437,-0.41110056735059786,0.10033073284848437,-0.31110056735059766,-1.527313175192615,0.0,0.0,GFM
3.68,-0.41113178583858734,0.10032066486356817,-0.41113178583858734,0.10032066486356817,-0.31113178583858714,-1.5273232431775312,0.0,0.0,GFM
3.69,-0.4111610537855216,0.10030677971845092,-0.4111610537855216,0.10030677971845092,-0.3111610537855214,-1.5273371283226485,0.0,0.0,GFM
3.7,-0.4111882781777336,0.10028911600832502,-0.4111882781777336,0.10028911600832502,-0.3111882781777334,-1.5273547920327744,0.0,0.0,GFM
3.71,-0.41121337126638413,0.1002677205482072,-0.41121337126638413,0.1002677205482072,-0.31121337126638393,-1.5273761874928922,0.0,0.0,GFM
3.72,-0.411236251181194,0.10024264816836825,-0.411236251181194,0.10024264816836825,-0.3112362511811938,-1.5274012598727311,0.0,0.0,GFM
