t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,p_network_abs_pu,q_network_abs_pu,delta_p_load_pu,delta_q_load_pu,asset_type
0.27,0.0017094062721064729,0.058363876760382905,0.0017094062721064729,0.058363876760382905,0.10170940627210667,-1.5692800312807165,0.0,0.0,GFM
0.28,0.006175796102999537,0.06446727586398371,0.006175796102999537,0.06446727586398371,0.10617579610299974,-1.5631766321771157,0.0,0.0,GFM
0.29,0.00599010396306586,0.06112979855933953,0.00599010396306586,0.06112979855933953,0.10599010396306606,-1.5665141094817598,0.0,0.0,GFM
0.3,0.004465837658150493,0.06263864340540093,0.004465837658150493,0.06263864340540093,0.10446583765815069,-1.5650052646356984,0.0,0.0,GFM
0.31,0.0012090457744437372,0.055413943650992614,0.0012090457744437372,0.055413943650992614,0.10120904577444394,-1.5722299643901068,0.0,0.0,GFM
0.32,-0.002828097278304617,0.047574911924854746,-0.002828097278304617,0.047574911924854746,0.09717190272169558,-1.5800689961162446,0.0,0.0,GFM
0.33,-0.007116392242764086,0.04655393899809912,-0.007116392242764086,0.04655393899809912,0.09288360775723611,-1.5810899690430003,0.0,0.0,GFM
0.34,-0.012926670233410695,0.04842975471195565,-0.012926670233410695,0.04842975471195565,0.0870733297665895,-1.5792141533291437,0.0,0.0,GFM
0.35,-0.021110968162514746,0.05068174315021623,-0.021110968162514746,0.05068174315021623,0.07888903183748545,-1.5769621648908831,0.0,0.0,GFM
0.36,-0.03162515869807102,0.0523434906300424,-0.03162515869807102,0.0523434906300424,0.06837484130192918,-1.575300417411057,0.0,0.0,GFM
0.37,-0.044063852624294964,0.052586827736367914,-0.044063852624294964,0.052586827736367914,0.055936147375705236,-1.5750570803047315,0.0,0.0,GFM
0.38,-0.05787031111385564,0.052232981053987215,-0.05787031111385564,0.052232981053987215,0.04212968888614456,-1.5754109269871122,0.0,0.0,GFM
0.39,-0.0726389067151608,0.052455982265801726,-0.0726389067151608,0.052455982265801726,0.027361093284839405,-1.5751879257752976,0.0,0.0,GFM
0.4,-0.08823918770561263,0.05350368880422396,-0.08823918770561263,0.05350368880422396,0.011760812294387567,-1.5741402192368754,0.0,0.0,GFM
0.41,-0.1046308750855975,0.055062343534850955,-0.1046308750855975,0.055062343534850955,-0.004630875085597301,-1.5725815645062484,0.0,0.0,GFM
0.42,-0.12170254418392401,0.05669276963091652,-0.12170254418392401,0.05669276963091652,-0.02170254418392381,-1.5709511384101829,0.0,0.0,GFM
0.43,-0.13924191101083624,0.058096471912526315,-0.13924191101083624,0.058096471912526315,-0.03924191101083605,-1.569547436128573,0.0,0.0,GFM
0.44,-0.15698117203152312,0.05927834024284562,-0.15698117203152312,0.05927834024284562,-0.056981172031522934,-1.5683655677982538,0.0,0.0,GFM
0.45,-0.17466774537547505,0.06041627189872312,-0.17466774537547505,0.06041627189872312,-0.07466774537547485,-1.5672276361423763,0.0,0.0,GFM
0.46,-0.19210370682442585,0.0616443376283502,-0.19210370682442585,0.0616443376283502,-0.09210370682442563,-1.5659995704127492,0.0,0.0,GFM
0.47,-0.2091362797199762,0.06297159965736987,-0.2091362797199762,0.06297159965736987,-0.109136279719976,-1.5646723083837295,0.0,0.0,GFM
0.48,-0.22562956706886855,0.06431721297460657,-0.22562956706886855,0.06431721297460657,-0.12562956706886835,-1.5633266950664928,0.0,0.0,GFM
0.49,-0.24144647539341416,0.06558872710949237,-0.24144647539341416,0.06558872710949237,-0.14144647539341396,-1.562055180931607,0.0,0.0,GFM
0.5,-0.2564487870628567,0.06674139840681392,-0.2564487870628567,0.06674139840681392,-0.15644878706285648,-1.5609025096342855,0.0,0.0,GFM
0.51,-0.27050833068601976,0.06778241101828675,-0.27050833068601976,0.06778241101828675,-0.17050833068601953,-1.5598614970228126,0.0,0.0,GFM
0.52,-0.2835172722804251,0.06873806057742216,-0.2835172722804251,0.06873806057742216,-0.1835172722804249,-1.5589058474636772,0.0,0.0,GFM
0.53,-0.29539086656988833,0.06962274229910825,-0.29539086656988833,0.06962274229910825,-0.1953908665698881,-1.5580211657419911,0.0,0.0,GFM
0.54,-0.30606411803217226,0.070429704645522,-0.30606411803217226,0.070429704645522,-0.20606411803217206,-1.5572142033955774,0.0,0.0,GFM
0.55,-0.3154872460658524,0.07114087495718113,-0.3154872460658524,0.07114087495718113,-0.21548724606585218,-1.5565030330839182,0.0,0.0,GFM
0.56,-0.3236234048080306,0.07174175667542948,-0.3236234048080306,0.07174175667542948,-0.2236234048080304,-1.55590215136567,0.0,0.0,GFM
0.57,-0.330449021412462,0.07222913736060943,-0.330449021412462,0.07222913736060943,-0.23044902141246185,-1.55541477068049,0.0,0.0,GFM
0.58,-0.33595508953298436,0.0726091071861481,-0.33595508953298436,0.0726091071861481,-0.23595508953298414,-1.5550348008549513,0.0,0.0,GFM
0.59,-0.34014772045534336,0.07289061125698315,-0.34014772045534336,0.07289061125698315,-0.24014772045534313,-1.5547532967841162,0.0,0.0,GFM
0.6,-0.3430474071856532,0.07308064562770822,-0.3430474071856532,0.07308064562770822,-0.24304740718565299,-1.5545632624133912,0.0,0.0,GFM
0.61,-0.3446874943672486,0.07318361318918765,-0.3446874943672486,0.07318361318918765,-0.2446874943672484,-1.5544602948519117,0.0,0.0,GFM
0.62,-0.34511261240604457,0.07320353732208718,-0.34511261240604457,0.07320353732208718,-0.24511261240604437,-1.5544403707190122,0.0,0.0,GFM
0.63,-0.3443774941877815,0.07314638206001733,-0.3443774941877815,0.07314638206001733,-0.24437749418778135,-1.554497525981082,0.0,0.0,GFM
0.64,-0.3425461211543286,0.07302074442384865,-0.3425461211543286,0.07302074442384865,-0.2425461211543284,-1.5546231636172507,0.0,0.0,GFM
0.65,-0.33969091773987825,0.07283698853233522,-0.33969091773987825,0.07283698853233522,-0.23969091773987805,-1.5548069195087642,0.0,0.0,GFM
0.66,-0.33589177206595566,0.07260592195725057,-0.33589177206595566,0.07260592195725057,-0.23589177206595546,-1.5550379860838488,0.0,0.0,GFM
0.67,-0.33123485438467287,0.0723379850026058,-0.33123485438467287,0.0723379850026058,-0.23123485438467267,-1.5553059230384936,0.0,0.0,GFM
0.68,-0.3258113431509514,0.07204318913729857,-0.3258113431509514,0.07204318913729857,-0.2258113431509512,-1.5556007189038008,0.0,0.0,GFM
0.69,-0.31971618706471794,0.07173143892407463,-0.31971618706471794,0.07173143892407463,-0.21971618706471777,-1.5559124691170247,0.0,0.0,GFM
0.7,-0.31304696434690726,0.0714127618338869,-0.31304696434690726,0.0714127618338869,-0.21304696434690706,-1.5562311462072125,0.0,0.0,GFM
0.71,-0.3059028268837223,0.07109723062388351,-0.3059028268837223,0.07109723062388351,-0.20590282688372208,-1.5565466774172159,0.0,0.0,GFM
0.72,-0.2983834866265065,0.0707946661285459,-0.2983834866265065,0.0707946661285459,-0.19838348662650626,-1.5568492419125535,0.0,0.0,GFM
0.73,-0.29058821797203094,0.07051433204043556,-0.29058821797203094,0.07051433204043556,-0.19058821797203074,-1.5571295760006638,0.0,0.0,GFM
0.74,-0.2826148821696419,0.07026476320789232,-0.2826148821696419,0.07026476320789232,-0.18261488216964172,-1.557379144833207,0.0,0.0,GFM
0.75,-0.27455900066220534,0.07005373148764993,-0.27455900066220534,0.07005373148764993,-0.17455900066220514,-1.5575901765534494,0.0,0.0,GFM
0.76,-0.2665129032390829,0.06988826778926915,-0.2665129032390829,0.06988826778926915,-0.1665129032390827,-1.5577556402518302,0.0,0.0,GFM
0.77,-0.2585649626417357,0.06977466328348436,-0.2585649626417357,0.06977466328348436,-0.15856496264173547,-1.557869244757615,0.0,0.0,GFM
0.78,-0.25079891352368927,0.0697184274366176,-0.25079891352368927,0.0697184274366176,-0.15079891352368907,-1.5579254806044818,0.0,0.0,GFM
0.79,-0.243293249400636,0.06972422825347246,-0.243293249400636,0.06972422825347246,-0.1432932494006358,-1.557919679787627,0.0,0.0,GFM
0.8,-0.23612069422592746,0.06979585069509775,-0.23612069422592746,0.06979585069509775,-0.13612069422592726,-1.5578480573460016,0.0,0.0,GFM
0.81,-0.22934775023961715,0.06993619060173684,-0.22934775023961715,0.06993619060173684,-0.12934775023961695,-1.5577077174393625,0.0,0.0,GFM
0.82,-0.22303432761132988,0.07014727751197469,-0.22303432761132988,0.07014727751197469,-0.12303432761132968,-1.5574966305291247,0.0,0.0,GFM
0.83,-0.21723345773082045,0.0704303093001879,-0.21723345773082045,0.0704303093001879,-0.11723345773082025,-1.5572135987409115,0.0,0.0,GFM
0.84,-0.21199109060042365,0.0707856858985294,-0.21199109060042365,0.0707856858985294,-0.11199109060042345,-1.55685822214257,0.0,0.0,GFM
0.85,-0.20734597193765122,0.07121304006718154,-0.20734597193765122,0.07121304006718154,-0.10734597193765102,-1.5564308679739178,0.0,0.0,GFM
0.86,-0.20332959568565853,0.07171126985767073,-0.20332959568565853,0.07171126985767073,-0.10332959568565833,-1.5559326381834286,0.0,0.0,GFM
0.87,-0.199966228389651,0.07227857798683157,-0.199966228389651,0.07227857798683157,-0.0999662283896508,-1.5553653300542678,0.0,0.0,GFM
0.88,-0.19727300091398528,0.07291251881925764,-0.19727300091398528,0.07291251881925764,-0.09727300091398508,-1.5547313892218417,0.0,0.0,GFM
0.89,-0.19526006532216433,0.07361005063728276,-0.19526006532216433,0.07361005063728276,-0.09526006532216413,-1.5540338574038166,0.0,0.0,GFM
0.9,-0.1939308113119148,0.07436758913783903,-0.1939308113119148,0.07436758913783903,-0.09393081131191461,-1.5532763189032603,0.0,0.0,GFM
0.91,-0.1932821384984838,0.07518106049185946,-0.1932821384984838,0.07518106049185946,-0.0932821384984836,-1.55246284754924,0.0,0.0,GFM
0.92,-0.19330477742638857,0.07604595319061724,-0.19330477742638857,0.07604595319061724,-0.09330477742638837,-1.5515979548504821,0.0,0.0,GFM
0.93,-0.1939836547438397,0.0769573699870032,-0.1939836547438397,0.0769573699870032,-0.09398365474383949,-1.5506865380540962,0.0,0.0,GFM
0.94,-0.19529829560609185,0.07791008000496724,-0.19529829560609185,0.07791008000496724,-0.09529829560609164,-1.5497338280361321,0.0,0.0,GFM
0.95,-0.197223258670246,0.07889857135610523,-0.197223258670246,0.07889857135610523,-0.09722325867024581,-1.5487453366849941,0.0,0.0,GFM
0.96,-0.1997285973117801,0.07991710322100287,-0.1997285973117801,0.07991710322100287,-0.09972859731177992,-1.5477268048200965,0.0,0.0,GFM
0.97,-0.20278034173655748,0.08095975701908809,-0.20278034173655748,0.08095975701908809,-0.10278034173655728,-1.5466841510220113,0.0,0.0,GFM
0.98,-0.2063409964923607,0.08202048634245052,-0.2063409964923607,0.08202048634245052,-0.1063409964923605,-1.5456234216986489,0.0,0.0,GFM
0.99,-0.21037004738378307,0.0830931655641105,-0.21037004738378307,0.0830931655641105,-0.11037004738378287,-1.5445507424769889,0.0,0.0,GFM
1.0,-0.21482447287701636,0.08417163740061095,-0.21482447287701636,0.08417163740061095,-0.11482447287701616,-1.5434722706404884,0.0,0.0,GFM
1.01,-0.2196592547566103,0.08524975936192236,-0.2196592547566103,0.08524975936192236,-0.11965925475661009,-1.542394148679177,0.0,0.0,GFM
1.02,-0.22482788325617112,0.08632144902662486,-0.22482788325617112,0.08632144902662486,-0.12482788325617092,-1.5413224590144745,0.0,0.0,GFM
1.03,-0.23028285235275903,0.0873807279137544,-0.23028285235275903,0.0873807279137544,-0.13028285235275883,-1.540263180127345,0.0,0.0,GFM
1.04,-0.23597614090759933,0.08842176372163002,-0.23597614090759933,0.08842176372163002,-0.13597614090759913,-1.5392221443194694,0.0,0.0,GFM
1.05,-0.24185967593785027,0.08943891080580335,-0.24185967593785027,0.08943891080580335,-0.14185967593785007,-1.538204997235296,0.0,0.0,GFM
1.06,-0.2478857745178903,0.09042674865675537,-0.2478857745178903,0.09042674865675537,-0.1478857745178901,-1.537217159384344,0.0,0.0,GFM
1.07,-0.25400756121483925,0.09138011829306847,-0.25400756121483925,0.09138011829306847,-0.15400756121483905,-1.536263789748031,0.0,0.0,GFM
1.08,-0.2601793584228127,0.0922941563234756,-0.2601793584228127,0.0922941563234756,-0.1601793584228125,-1.5353497517176238,0.0,0.0,GFM
1.09,-0.2663570471754019,0.0931643263869919,-0.2663570471754019,0.0931643263869919,-0.16635704717540167,-1.5344795816541075,0.0,0.0,GFM
1.1,-0.2724983967216408,0.09398644786144295,-0.2724983967216408,0.09398644786144295,-0.17249839672164058,-1.5336574601796564,0.0,0.0,GFM
1.11,-0.2785633610534368,0.09475672138072788,-0.2785633610534368,0.09475672138072788,-0.17856336105343662,-1.5328871866603715,0.0,0.0,GFM
1.12,-0.2845143415697018,0.09547175119932594,-0.2845143415697018,0.09547175119932594,-0.18451434156970162,-1.5321721568417734,0.0,0.0,GFM
1.13,-0.2903164146984081,0.09612856392212477,-0.2903164146984081,0.09612856392212477,-0.19031641469840788,-1.5315153441189746,0.0,0.0,GFM
1.14,-0.2959375244880076,0.0967246237384023,-0.2959375244880076,0.0967246237384023,-0.19593752448800736,-1.530919284302697,0.0,0.0,GFM
1.15,-0.30134863961597436,0.09725784369485213,-0.30134863961597436,0.09725784369485213,-0.20134863961597413,-1.5303860643462472,0.0,0.0,GFM
1.16,-0.30652387553267796,0.09772659321290278,-0.30652387553267796,0.09772659321290278,-0.20652387553267776,-1.5299173148281966,0.0,0.0,GFM
1.17,-0.3114405818795922,0.0981297015429039,-0.3114405818795922,0.0981297015429039,-0.21144058187959203,-1.5295142064981955,0.0,0.0,GFM
1.18,-0.316079396309344,0.09846645727051695,-0.316079396309344,0.09846645727051695,-0.2160793963093438,-1.5291774507705824,0.0,0.0,GFM
1.19,-0.3204242657169347,0.09873660390305239,-0.3204242657169347,0.09873660390305239,-0.22042426571693452,-1.528907304138047,0.0,0.0,GFM
1.2,-0.32446243609734043,0.09894033153030346,-0.32446243609734043,0.09894033153030346,-0.22446243609734023,-1.528703576510796,0.0,0.0,GFM
1.21,-0.3281844129687601,0.0990782648539068,-0.3281844129687601,0.0990782648539068,-0.22818441296875988,-1.5285656431871926,0.0,0.0,GFM
1.22,-0.33158389361300816,0.09915144758972971,-0.33158389361300816,0.09915144758972971,-0.23158389361300796,-1.5284924604513697,0.0,0.0,GFM
1.23,-0.3346576735465111,0.09916132361108931,-0.3346576735465111,0.09916132361108931,-0.23465767354651093,-1.52848258443001,0.0,0.0,GFM
1.24,-0.33740552899180276,0.0991097150221456,-0.33740552899180276,0.0991097150221456,-0.2374055289918026,-1.5285341930189538,0.0,0.0,GFM
1.25,-0.3398300776864609,0.09899879748120455,-0.3398300776864609,0.09899879748120455,-0.23983007768646067,-1.5286451105598948,0.0,0.0,GFM
1.26,-0.34193662023163107,0.0988310731172306,-0.34193662023163107,0.0988310731172306,-0.24193662023163087,-1.5288128349238688,0.0,0.0,GFM
1.27,-0.34373296450777613,0.09860934138098121,-0.34373296450777613,0.09860934138098121,-0.24373296450777596,-1.5290345666601182,0.0,0.0,GFM
1.28,-0.34522923527009947,0.09833666820694531,-0.34522923527009947,0.09833666820694531,-0.24522923527009927,-1.529307239834154,0.0,0.0,GFM
1.29,-0.34643767167373596,0.0980163538754959,-0.34643767167373596,0.0980163538754959,-0.24643767167373576,-1.5296275541656035,0.0,0.0,GFM
1.3,-0.3473724149583672,0.09765189993989565,-0.3473724149583672,0.09765189993989565,-0.24737241495836698,-1.5299920081012037,0.0,0.0,GFM
1.31,-0.34804928868847396,0.09724697564249851,-0.34804928868847396,0.09724697564249851,-0.24804928868847376,-1.5303969323986009,0.0,0.0,GFM
1.32,-0.3484855740532369,0.09680538413875817,-0.3484855740532369,0.09680538413875817,-0.24848557405323668,-1.5308385239023412,0.0,0.0,GFM
1.33,-0.34869978233753746,0.09633102895218748,-0.34869978233753746,0.09633102895218748,-0.24869978233753726,-1.531312879088912,0.0,0.0,GFM
1.34,-0.3487114269627696,0.09582788093681804,-0.3487114269627696,0.09582788093681804,-0.24871142696276938,-1.5318160271042813,0.0,0.0,GFM
1.35,-0.3485407970437223,0.09529994613274528,-0.3485407970437223,0.09529994613274528,-0.24854079704372212,-1.532343961908354,0.0,0.0,GFM
1.36,-0.34820873461665314,0.0947512347427113,-0.34820873461665314,0.0947512347427113,-0.24820873461665294,-1.532892673298388,0.0,0.0,GFM
1.37,-0.34773641733568683,0.09418573152696452,-0.34773641733568683,0.09418573152696452,-0.24773641733568663,-1.5334581765141349,0.0,0.0,GFM
1.38,-0.3471451484015711,0.0936073678493281,-0.3471451484015711,0.0936073678493281,-0.24714514840157092,-1.5340365401917713,0.0,0.0,GFM
1.39,-0.34645615534208135,0.09301999553238893,-0.34645615534208135,0.09301999553238893,-0.24645615534208115,-1.5346239125087104,0.0,0.0,GFM
1.4,-0.345690399081686,0.09242736273624086,-0.345690399081686,0.09242736273624086,-0.24569039908168575,-1.5352165453048585,0.0,0.0,GFM
1.41,-0.34486839456298973,0.09183309193054723,-0.34486839456298973,0.09183309193054723,-0.24486839456298953,-1.5358108161105521,0.0,0.0,GFM
1.42,-0.3440100440971384,0.0912406601150677,-0.3440100440971384,0.0912406601150677,-0.24401004409713822,-1.5364032479260317,0.0,0.0,GFM
1.43,-0.3431344843048244,0.09065338128915368,-0.3431344843048244,0.09065338128915368,-0.2431344843048242,-1.5369905267519457,0.0,0.0,GFM
1.44,-0.34225994754922257,0.09007439126588057,-0.34225994754922257,0.09007439126588057,-0.24225994754922237,-1.5375695167752188,0.0,0.0,GFM
1.45,-0.3414036383241486,0.08950663477319121,-0.3414036383241486,0.08950663477319121,-0.2414036383241484,-1.5381372732679082,0.0,0.0,GFM
1.46,-0.3405816252152442,0.08895285488046278,-0.3405816252152442,0.08895285488046278,-0.240581625215244,-1.5386910531606366,0.0,0.0,GFM
1.47,-0.3398087485166631,0.08841558465027588,-0.3398087485166631,0.08841558465027588,-0.2398087485166629,-1.5392283233908235,0.0,0.0,GFM
1.48,-0.33909854383891846,0.08789714100097346,-0.33909854383891846,0.08789714100097346,-0.23909854383891826,-1.539746767040126,0.0,0.0,GFM
1.49,-0.33846318144159904,0.08739962065333273,-0.33846318144159904,0.08739962065333273,-0.23846318144159884,-1.5402442873877666,0.0,0.0,GFM
1.5,-0.3379134213551821,0.08692489809766912,-0.3379134213551821,0.08692489809766912,-0.23791342135518193,-1.5407190099434303,0.0,0.0,GFM
1.51,-0.3374585837171932,0.08647462544631979,-0.3374585837171932,0.08647462544631979,-0.23745858371719294,-1.5411692825947796,0.0,0.0,GFM
1.52,-0.3371065341376771,0.08605023406513146,-0.3371065341376771,0.08605023406513146,-0.23710653413767688,-1.541593673975968,0.0,0.0,GFM
1.53,-0.3368636832643106,0.08565293784636063,-0.3368636832643106,0.08565293784636063,-0.2368636832643104,-1.5419909701947387,0.0,0.0,GFM
1.54,-0.33673500011522517,0.08528373799733391,-0.33673500011522517,0.08528373799733391,-0.23673500011522494,-1.5423601700437655,0.0,0.0,GFM
1.55,-0.3367240382231983,0.08494342918948417,-0.3367240382231983,0.08494342918948417,-0.23672403822319812,-1.5427004788516152,0.0,0.0,GFM
1.56,-0.33683297380231925,0.08463260695725783,-0.33683297380231925,0.08463260695725783,-0.23683297380231905,-1.5430113010838415,0.0,0.0,GFM
1.57,-0.337062655078779,0.08435167616185746,-0.337062655078779,0.08435167616185746,-0.23706265507877883,-1.543292231879242,0.0,0.0,GFM
1.58,-0.33741266161498046,0.08410086043180875,-0.33741266161498046,0.08410086043180875,-0.23741266161498026,-1.5435430476092906,0.0,0.0,GFM
1.59,-0.33788137280826536,0.08388021238670529,-0.33788137280826536,0.08388021238670529,-0.23788137280826516,-1.543763695654394,0.0,0.0,GFM
1.6,-0.3384660442690529,0.08368962455856432,-0.3384660442690529,0.08368962455856432,-0.23846604426905268,-1.543954283482535,0.0,0.0,GFM
1.61,-0.3391628911529587,0.08352884084150047,-0.3391628911529587,0.08352884084150047,-0.23916289115295852,-1.544115067199599,0.0,0.0,GFM
1.62,-0.33996717722445835,0.08339746835710304,-0.33996717722445835,0.08339746835710304,-0.23996717722445818,-1.5442464396839963,0.0,0.0,GFM
1.63,-0.34087330854768993,0.08329498961784632,-0.34087330854768993,0.08329498961784632,-0.24087330854768974,-1.544348918423253,0.0,0.0,GFM
1.64,-0.3418749307672726,0.08322077484824919,-0.3418749307672726,0.08322077484824919,-0.2418749307672724,-1.5444231331928502,0.0,0.0,GFM
1.65,-0.342965028769993,0.08317409438095269,-0.342965028769993,0.08317409438095269,-0.2429650287699928,-1.5444698136601467,0.0,0.0,GFM
1.66,-0.34413602777802843,0.08315413099152846,-0.34413602777802843,0.08315413099152846,-0.24413602777802826,-1.544489777049571,0.0,0.0,GFM
1.67,-0.34537989476878533,0.08315999209640168,-0.34537989476878533,0.08315999209640168,-0.24537989476878513,-1.5444839159446977,0.0,0.0,GFM
1.68,-0.3466882392760238,0.08319072169725716,-0.3466882392760238,0.08319072169725716,-0.24668823927602362,-1.5444531863438422,0.0,0.0,GFM
1.69,-0.3480524126489095,0.08324531200740548,-0.3480524126489095,0.08324531200740548,-0.24805241264890932,-1.544398596033694,0.0,0.0,GFM
1.7,-0.34946360487180883,0.08332271466060681,-0.34946360487180883,0.08332271466060681,-0.24946360487180863,-1.5443211933804926,0.0,0.0,GFM
1.71,-0.35091293816452257,0.08342185143632097,-0.35091293816452257,0.08342185143632097,-0.25091293816452237,-1.5442220566047784,0.0,0.0,GFM
1.72,-0.35239155661386945,0.0835416244448326,-0.35239155661386945,0.0835416244448326,-0.25239155661386925,-1.5441022835962668,0.0,0.0,GFM
1.73,-0.35389071117754795,0.08368092569585706,-0.35389071117754795,0.08368092569585706,-0.25389071117754775,-1.5439629823452423,0.0,0.0,GFM
1.74,-0.3554018394668921,0.08383864601653324,-0.3554018394668921,0.08383864601653324,-0.2554018394668919,-1.5438052620245661,0.0,0.0,GFM
1.75,-0.35691663979949406,0.08401368326958791,-0.35691663979949406,0.08401368326958791,-0.25691663979949386,-1.5436302247715115,0.0,0.0,GFM
1.76,-0.3584271391018419,0.0842049498350923,-0.3584271391018419,0.0842049498350923,-0.2584271391018417,-1.543438958206007,0.0,0.0,GFM
1.77,-0.3599257542840542,0.08441137933725029,-0.3599257542840542,0.08441137933725029,-0.259925754284054,-1.543232528703849,0.0,0.0,GFM
1.78,-0.361405346833588,0.08463193259069457,-0.361405346833588,0.08463193259069457,-0.2614053468335878,-1.5430119754504048,0.0,0.0,GFM
1.79,-0.36285927043538907,0.0848656027597896,-0.36285927043538907,0.0848656027597896,-0.26285927043538887,-1.5427783052813098,0.0,0.0,GFM
1.8,-0.364281411473203,0.08511141972952685,-0.364281411473203,0.08511141972952685,-0.2642814114732028,-1.5425324883115725,0.0,0.0,GFM
1.81,-0.3656662224035806,0.08536845369019708,-0.3656662224035806,0.08536845369019708,-0.2656662224035804,-1.5422754543509023,0.0,0.0,GFM
1.82,-0.3670087479858182,0.08563581795393826,-0.3670087479858182,0.08563581795393826,-0.267008747985818,-1.542008090087161,0.0,0.0,GFM
1.83,-0.3683046445037189,0.08591267101683697,-0.3683046445037189,0.08591267101683697,-0.2683046445037187,-1.5417312370242624,0.0,0.0,GFM
