t_s,delta_p_pu,p_abs_pu,p_initial_pu,delta_q_pu,q_abs_pu,q_initial_pu,asset_type,device_name
0.62,0.05408203063852256,1.1540820306443147,1.1000000000057921,0.026543694035775587,-1.3011002140550005,-1.327643908090776,GFM,gen-1
0.63,0.0539964927635407,1.153996492769333,1.1000000000057921,0.026216754817332096,-1.301427153273444,-1.327643908090776,GFM,gen-1
0.64,0.05407188955678326,1.1540718895625754,1.1000000000057921,0.025914921692779876,-1.3017289863979962,-1.327643908090776,GFM,gen-1
0.65,0.0542982690207857,1.154298269026578,1.1000000000057921,0.02564365283713551,-1.3020002552536405,-1.327643908090776,GFM,gen-1
0.66,0.05466222002518125,1.1546622200309733,1.1000000000057921,0.025408054105546418,-1.3022358539852297,-1.327643908090776,GFM,gen-1
0.67,0.05514828612765855,1.1551482861334506,1.1000000000057921,0.025211823185933964,-1.3024320849048419,-1.327643908090776,GFM,gen-1
0.68,0.05574072400802434,1.1557407240138164,1.1000000000057921,0.025057376994769908,-1.3025865310960063,-1.327643908090776,GFM,gen-1
0.69,0.05642439052477753,1.1564243905305696,1.1000000000057921,0.024946579840440138,-1.302697328250336,-1.327643908090776,GFM,gen-1
0.7,0.05718462034909844,1.1571846203548906,1.1000000000057921,0.024881316610118717,-1.3027625914806573,-1.327643908090776,GFM,gen-1
0.71,0.05800669585195037,1.1580066958577426,1.1000000000057921,0.024863566625073562,-1.3027803414657024,-1.327643908090776,GFM,gen-1
0.72,0.0588755439566646,1.1588755439624567,1.1000000000057921,0.024895115175718185,-1.3027487929150579,-1.327643908090776,GFM,gen-1
0.73,0.05977588121729472,1.1597758812230867,1.1000000000057921,0.024977235128206467,-1.3026666729625695,-1.327643908090776,GFM,gen-1
0.74,0.060692628847311476,1.1606926288531034,1.1000000000057921,0.02511056184409888,-1.302533346246677,-1.327643908090776,GFM,gen-1
0.75,0.061611300392759256,1.1616113003985515,1.1000000000057921,0.025295166984517167,-1.3023487411062589,-1.327643908090776,GFM,gen-1
0.76,0.06251819510743141,1.1625181951132235,1.1000000000057921,0.02553070221036178,-1.3021132058804141,-1.327643908090776,GFM,gen-1
0.77,0.06340042149245445,1.1634004214982465,1.1000000000057921,0.025816490825560985,-1.3018274172652151,-1.327643908090776,GFM,gen-1
0.78,0.06424587318776419,1.1642458731935563,1.1000000000057921,0.026151532474095955,-1.30149237561668,-1.327643908090776,GFM,gen-1
0.79,0.06504325452678986,1.165043254532582,1.1000000000057921,0.02653446183961039,-1.3011094462511656,-1.327643908090776,GFM,gen-1
0.8,0.06578217168122771,1.1657821716870198,1.1000000000057921,0.026963519627295564,-1.3006803884634806,-1.327643908090776,GFM,gen-1
0.81,0.06645324558211477,1.166453245587907,1.1000000000057921,0.02743656452817152,-1.3002073435626045,-1.327643908090776,GFM,gen-1
0.82,0.06704819663164721,1.1670481966374393,1.1000000000057921,0.02795111742388171,-1.2996927906668942,-1.327643908090776,GFM,gen-1
0.83,0.06755988191176042,1.1675598819175526,1.1000000000057921,0.028504412118607773,-1.2991394959721683,-1.327643908090776,GFM,gen-1
0.84,0.06798229700333443,1.1679822970091265,1.1000000000057921,0.02909343416774102,-1.2985504739230351,-1.327643908090776,GFM,gen-1
0.85,0.06831056569808767,1.1683105657038797,1.1000000000057921,0.029714945841366674,-1.2979289622494092,-1.327643908090776,GFM,gen-1
0.86,0.06854093183484075,1.1685409318406328,1.1000000000057921,0.030365506348266985,-1.297278401742509,-1.327643908090776,GFM,gen-1
0.87,0.06867075279690148,1.1686707528026936,1.1000000000057921,0.031041496592863108,-1.2966024114979129,-1.327643908090776,GFM,gen-1
0.88,0.06869848630467991,1.1686984863104721,1.1000000000057921,0.03173915123101763,-1.2959047568597584,-1.327643908090776,GFM,gen-1
0.89,0.06862366326659984,1.1686236632723919,1.1000000000057921,0.032454594867008385,-1.2951893132237675,-1.327643908090776,GFM,gen-1
0.9,0.06844684597901507,1.1684468459848072,1.1000000000057921,0.033183877535131405,-1.2944600305556446,-1.327643908090776,GFM,gen-1
0.91,0.06816957548806754,1.1681695754938597,1.1000000000057921,0.033923006772659345,-1.2937209013181168,-1.327643908090776,GFM,gen-1
0.92,0.06779431306655169,1.1677943130723438,1.1000000000057921,0.03466797651953316,-1.292975931571243,-1.327643908090776,GFM,gen-1
0.93,0.06732437821029484,1.167324378216087,1.1000000000057921,0.03541479452735917,-1.292229113563417,-1.327643908090776,GFM,gen-1
0.94,0.06676388342139215,1.1667638834271843,1.1000000000057921,0.03615950956113882,-1.2914843985296374,-1.327643908090776,GFM,gen-1
0.95,0.06611766478594608,1.1661176647917382,1.1000000000057921,0.036898238409578406,-1.2907456696811976,-1.327643908090776,GFM,gen-1
0.96,0.06539120819685736,1.1653912082026496,1.1000000000057921,0.037627191889269954,-1.2900167162015062,-1.327643908090776,GFM,gen-1
0.97,0.06459057205101518,1.1645905720568073,1.1000000000057921,0.03834269895515525,-1.2893012091356206,-1.327643908090776,GFM,gen-1
0.98,0.06372230790092386,1.163722307906716,1.1000000000057921,0.0390412285306145,-1.2886026795601615,-1.327643908090776,GFM,gen-1
0.99,0.06279338056449597,1.1627933805702881,1.1000000000057921,0.03971940919901938,-1.2879244988917566,-1.327643908090776,GFM,gen-1
1.0,0.06181108855518369,1.1618110885609758,1.1000000000057921,0.04037404702111036,-1.2872698610696658,-1.327643908090776,GFM,gen-1
1.01,0.06078298536138214,1.1607829853671743,1.1000000000057921,0.0410021416462245,-1.2866417664445515,-1.327643908090776,GFM,gen-1
1.02,0.059716801963802066,1.1597168019695943,1.1000000000057921,0.04160090067512492,-1.2860430074156513,-1.327643908090776,GFM,gen-1
1.03,0.05862037104923878,1.158620371055031,1.1000000000057921,0.042167752090729704,-1.2854761560000463,-1.327643908090776,GFM,gen-1
1.04,0.05750155358794439,1.1575015535937365,1.1000000000057921,0.04270035466470304,-1.284943553426073,-1.327643908090776,GFM,gen-1
1.05,0.056368168419116696,1.1563681684249087,1.1000000000057921,0.04319660631547326,-1.2844473017753029,-1.327643908090776,GFM,gen-1
1.06,0.05522792542205492,1.155227925427847,1.1000000000057921,0.04365465048332958,-1.2839892576074463,-1.327643908090776,GFM,gen-1
1.07,0.05408836270512593,1.1540883627109182,1.1000000000057921,0.04407288062650682,-1.283571027464269,-1.327643908090776,GFM,gen-1
1.08,0.05295678812298224,1.1529567881287743,1.1000000000057921,0.04444994290338062,-1.2831939651873954,-1.327643908090776,GFM,gen-1
1.09,0.051840225403225415,1.1518402254090176,1.1000000000057921,0.044784737061851515,-1.2828591710289245,-1.327643908090776,GFM,gen-1
1.1,0.050745365101216036,1.150745365107008,1.1000000000057921,0.04507641560146556,-1.2825674924893105,-1.327643908090776,GFM,gen-1
1.11,0.04967852063981128,1.1496785206456035,1.1000000000057921,0.0453243812217351,-1.282319526869041,-1.327643908090776,GFM,gen-1
1.12,0.04864558956519325,1.1486455895709855,1.1000000000057921,0.04552828267405764,-1.2821156254167185,-1.327643908090776,GFM,gen-1
1.13,0.04765202018266587,1.147652020188458,1.1000000000057921,0.04568800907533598,-1.28195589901544,-1.327643908090776,GFM,gen-1
1.14,0.04670278355983728,1.1467027835656294,1.1000000000057921,0.045803682819435435,-1.2818402252713406,-1.327643908090776,GFM,gen-1
1.15,0.045802350952781255,1.1458023509585735,1.1000000000057921,0.045875651156196226,-1.2817682569345799,-1.327643908090776,GFM,gen-1
1.16,0.04495467653609685,1.144954676541889,1.1000000000057921,0.0459044765674074,-1.2817394315233686,-1.327643908090776,GFM,gen-1
1.17,0.04416318540510594,1.144163185410898,1.1000000000057921,0.045890926022506426,-1.2817529820682696,-1.327643908090776,GFM,gen-1
1.18,0.043430766682991284,1.1434307666887835,1.1000000000057921,0.04583595924582081,-1.2818079488449552,-1.327643908090776,GFM,gen-1
1.19,0.04275977157775374,1.1427597715835458,1.1000000000057921,0.04574071610563625,-1.2819031919851396,-1.327643908090776,GFM,gen-1
1.2,0.0421520162130747,1.1421520162188668,1.1000000000057921,0.045606503251428204,-1.2820374048393477,-1.327643908090776,GFM,gen-1
1.21,0.041608788926938665,1.1416087889327307,1.1000000000057921,0.04543478013660683,-1.2822091279541692,-1.327643908090776,GFM,gen-1
1.22,0.04113086186207519,1.1411308618678673,1.1000000000057921,0.045227144536452206,-1.282416763554324,-1.327643908090776,GFM,gen-1
1.23,0.04071850646890842,1.1407185064747005,1.1000000000057921,0.0449853177057351,-1.282658590385041,-1.327643908090776,GFM,gen-1
1.24,0.040371512663463976,1.1403715126692562,1.1000000000057921,0.044711129292035266,-1.2829327787987408,-1.327643908090776,GFM,gen-1
1.25,0.04008921128095866,1.1400892112867507,1.1000000000057921,0.04440650213345078,-1.2832374059573253,-1.327643908090776,GFM,gen-1
1.26,0.03987049949869689,1.139870499504489,1.1000000000057921,0.04407343706290888,-1.283570471027867,-1.327643908090776,GFM,gen-1
1.27,0.039713868831581504,1.1397138688373736,1.1000000000057921,0.04371399784039391,-1.2839299102503823,-1.327643908090776,GFM,gen-1
1.28,0.03961743539810027,1.1396174354038924,1.1000000000057921,0.04333029632280997,-1.284313611767966,-1.327643908090776,GFM,gen-1
1.29,0.0395789720149381,1.1395789720207303,1.1000000000057921,0.04292447798330068,-1.2847194301074754,-1.327643908090776,GFM,gen-1
1.3,0.03959594179530651,1.1395959418010988,1.1000000000057921,0.04249870788128223,-1.2851452002094939,-1.327643908090776,GFM,gen-1
1.31,0.039665532876311554,1.1396655328821037,1.1000000000057921,0.04205515717145903,-1.2855887509193171,-1.327643908090776,GFM,gen-1
1.32,0.03978469389313979,1.1397846938989318,1.1000000000057921,0.041595990244104666,-1.2860479178466715,-1.327643908090776,GFM,gen-1
1.33,0.039950169875291625,1.1399501698810839,1.1000000000057921,0.041123352565983144,-1.2865205555247927,-1.327643908090776,GFM,gen-1
1.34,0.04015853819487844,1.1401585382006707,1.1000000000057921,0.04063935929340552,-1.2870045487973705,-1.327643908090776,GFM,gen-1
1.35,0.04040624426897865,1.1404062442747707,1.1000000000057921,0.040146084710708164,-1.2874978233800678,-1.327643908090776,GFM,gen-1
1.36,0.04068963668109183,1.140689636686884,1.1000000000057921,0.039645552542469174,-1.2879983555483068,-1.327643908090776,GFM,gen-1
1.37,0.04100500144614938,1.1410050014519415,1.1000000000057921,0.03913972717333576,-1.2885041809174402,-1.327643908090776,GFM,gen-1
1.38,0.04134859514635169,1.1413485951521438,1.1000000000057921,0.03863050580488883,-1.2890134022858872,-1.327643908090776,GFM,gen-1
1.39,0.041716676688393635,1.1417166766941858,1.1000000000057921,0.03811971155913199,-1.289524196531644,-1.327643908090776,GFM,gen-1
1.4,0.04210553745971866,1.1421055374655107,1.1000000000057921,0.037609087542425305,-1.2900348205483507,-1.327643908090776,GFM,gen-1
1.41,0.042511529691414446,1.1425115296972066,1.1000000000057921,0.03710029185650077,-1.2905436162342752,-1.327643908090776,GFM,gen-1
1.42,0.04293109284396236,1.1429310928497545,1.1000000000057921,0.03659489355433907,-1.291049014536437,-1.327643908090776,GFM,gen-1
1.43,0.04336077788823512,1.1433607778940271,1.1000000000057921,0.036094369508264036,-1.2915495385825122,-1.327643908090776,GFM,gen-1
1.44,0.04379726933912552,1.1437972693449177,1.1000000000057921,0.03560010217338785,-1.292043805917388,-1.327643908090776,GFM,gen-1
1.45,0.04423740497783478,1.1442374049836268,1.1000000000057921,0.03511337819700029,-1.2925305298937757,-1.327643908090776,GFM,gen-1
1.46,0.04467819316369187,1.144678193169484,1.1000000000057921,0.03463538784575223,-1.2930085202450239,-1.327643908090776,GFM,gen-1
1.47,0.04511682773164723,1.1451168277374393,1.1000000000057921,0.03416722518737579,-1.2934766829034001,-1.327643908090776,GFM,gen-1
1.48,0.045550700418719774,1.1455507004245118,1.1000000000057921,0.033709888989724254,-1.2939340191010518,-1.327643908090776,GFM,gen-1
1.49,0.04597741087257487,1.145977410878367,1.1000000000057921,0.03326428426524849,-1.2943796238255276,-1.327643908090776,GFM,gen-1
1.5,0.046394774223575595,1.1463947742293676,1.1000000000057921,0.03283122441579744,-1.2948126836749785,-1.327643908090776,GFM,gen-1
1.51,0.04680082632511339,1.1468008263309055,1.1000000000057921,0.03241143390195819,-1.2952324741888177,-1.327643908090776,GFM,gen-1
1.52,0.0471938266789875,1.1471938266847796,1.1000000000057921,0.03200555138674469,-1.2956383567040313,-1.327643908090776,GFM,gen-1
1.53,0.047572259190735704,1.1475722591965278,1.1000000000057921,0.03161413327733912,-1.2960297748134368,-1.327643908090776,GFM,gen-1
1.54,0.04793483081055911,1.1479348308163513,1.1000000000057921,0.031237657611362223,-1.2964062504794138,-1.327643908090776,GFM,gen-1
1.55,0.048280468220048674,1.148280468225841,1.1000000000057921,0.03087652821766284,-1.2967673798731132,-1.327643908090776,GFM,gen-1
1.56,0.04860831268066439,1.1486083126864564,1.1000000000057921,0.0305310790897006,-1.2971128290010754,-1.327643908090776,GFM,gen-1
1.57,0.04891771318061191,1.1489177131864041,1.1000000000057921,0.030201578919609364,-1.2974423291711665,-1.327643908090776,GFM,gen-1
1.58,0.04920821806213498,1.149208218067927,1.1000000000057921,0.02988823572107349,-1.2977556723697026,-1.327643908090776,GFM,gen-1
1.59,0.04947956525188762,1.1494795652576797,1.1000000000057921,0.02959120150271654,-1.2980527065880596,-1.327643908090776,GFM,gen-1
1.6,0.0497316712991499,1.149731671304942,1.1000000000057921,0.029310576925449576,-1.2983333311653265,-1.327643908090776,GFM,gen-1
1.61,0.04996461935797126,1.1499646193637634,1.1000000000057921,0.029046415906825693,-1.2985974921839503,-1.327643908090776,GFM,gen-1
1.62,0.050178646305634976,1.1501786463114272,1.1000000000057921,0.028798730123247438,-1.2988451779675285,-1.327643908090776,GFM,gen-1
1.63,0.05037412916208974,1.150374129167882,1.1000000000057921,0.028567493368760938,-1.2990764147220153,-1.327643908090776,GFM,gen-1
1.64,0.0505515709700398,1.1505515709758318,1.1000000000057921,0.028352645741708003,-1.299291262349068,-1.327643908090776,GFM,gen-1
1.65,0.05071158631829391,1.150711586324086,1.1000000000057921,0.02815409761808807,-1.299489810472688,-1.327643908090776,GFM,gen-1
1.66,0.05085488665184207,1.1508548866576342,1.1000000000057921,0.027971733393594433,-1.2996721746971818,-1.327643908090776,GFM,gen-1
1.67,0.05098226553652331,1.1509822655423156,1.1000000000057921,0.027805414965792672,-1.2998384931249833,-1.327643908090776,GFM,gen-1
1.68,0.0510945840175195,1.1510945840233118,1.1000000000057921,0.02765498494082755,-1.2999889231499486,-1.327643908090776,GFM,gen-1
1.69,0.05119275621356217,1.1511927562193542,1.1000000000057921,0.027520269551290562,-1.3001236385394854,-1.327643908090776,GFM,gen-1
1.7,0.05127773527730258,1.1512777352830947,1.1000000000057921,0.027401081273467128,-1.300242826817309,-1.327643908090776,GFM,gen-1
1.71,0.05135049983978788,1.1513504998455801,1.1000000000057921,0.027297221140031924,-1.300346686950744,-1.327643908090776,GFM,gen-1
1.72,0.05141204104916116,1.1514120410549533,1.1000000000057921,0.027208480746075684,-1.3004354273447005,-1.327643908090776,GFM,gen-1
1.73,0.05146335030059761,1.1514633503063896,1.1000000000057921,0.02713464394984523,-1.3005092641409308,-1.327643908090776,GFM,gen-1
1.74,0.05150540774387686,1.151505407749669,1.1000000000057921,0.027075488274289537,-1.3005684198164864,-1.327643908090776,GFM,gen-1
1.75,0.05153917164260384,1.151539171648396,1.1000000000057921,0.027030786017234187,-1.300613122073542,-1.327643908090776,GFM,gen-1
1.76,0.05156556864572453,1.1515655686515165,1.1000000000057921,0.02700030508238074,-1.3006436030083952,-1.327643908090776,GFM,gen-1
1.77,0.05158548502344668,1.1515854850292389,1.1000000000057921,0.026983809544591744,-1.3006600985461843,-1.327643908090776,GFM,gen-1
1.78,0.051599758903966626,1.1515997589097589,1.1000000000057921,0.026981059966484575,-1.3006628481242914,-1.327643908090776,GFM,gen-1
1.79,0.05160917353543307,1.1516091735412253,1.1000000000057921,0.02699181348453168,-1.3006520946062445,-1.327643908090776,GFM,gen-1
1.8,0.05161445159181032,1.1516144515976026,1.1000000000057921,0.027015823685108298,-1.3006280844056677,-1.327643908090776,GFM,gen-1
1.81,0.05161625052027988,1.151616250526072,1.1000000000057921,0.027052840292268992,-1.300591067798507,-1.327643908090776,GFM,gen-1
1.82,0.051615158929248894,1.151615158935041,1.1000000000057921,0.027102608689947304,-1.3005412994008287,-1.327643908090776,GFM,gen-1
1.83,0.05161169399288563,1.1516116939986776,1.1000000000057921,0.027164869302600543,-1.3004790387881755,-1.327643908090776,GFM,gen-1
1.84,0.0516062998525998,1.151606299858392,1.1000000000057921,0.02723935685811701,-1.300404551232659,-1.327643908090776,GFM,gen-1
1.85,0.05159934697279166,1.1515993469785837,1.1000000000057921,0.02732579955800152,-1.3003181085327746,-1.327643908090776,GFM,gen-1
1.86,0.05159113241503033,1.1515911324208226,1.1000000000057921,0.027423918178641274,-1.3002199899121347,-1.327643908090776,GFM,gen-1
1.87,0.0515818809728227,1.151581880978615,1.1000000000057921,0.02753342512853344,-1.3001104829622427,-1.327643908090776,GFM,gen-1
1.88,0.051571747117725004,1.1515717471235172,1.1000000000057921,0.027654023484201682,-1.2999898846065743,-1.327643908090776,GFM,gen-1
1.89,0.051560817687725226,1.1515608176935173,1.1000000000057921,0.02778540602846304,-1.299858502062313,-1.327643908090776,GFM,gen-1
1.9,0.051549115257266714,1.1515491152630588,1.1000000000057921,0.02792725431192038,-1.2997166537788556,-1.327643908090776,GFM,gen-1
1.91,0.05153660211494854,1.1515366021207407,1.1000000000057921,0.028079237759060613,-1.2995646703317154,-1.327643908090776,GFM,gen-1
1.92,0.05152318477619185,1.151523184781984,1.1000000000057921,0.028241012837174943,-1.2994028952536012,-1.327643908090776,GFM,gen-1
1.93,0.05150871895901455,1.1515087189648068,1.1000000000057921,0.02841222230695314,-1.2992316857838229,-1.327643908090776,GFM,gen-1
1.94,0.05149301494214852,1.1514930149479405,1.1000000000057921,0.02859249456890707,-1.299051413521869,-1.327643908090776,GFM,gen-1
1.95,0.05147584323349341,1.1514758432392855,1.1000000000057921,0.028781443122145024,-1.298862464968631,-1.327643908090776,GFM,gen-1
1.96,0.05145694047024149,1.1514569404760335,1.1000000000057921,0.02897866614490319,-1.2986652419458729,-1.327643908090776,GFM,gen-1
1.97,0.051436015477484186,1.1514360154832763,1.1000000000057921,0.02918374621040575,-1.2984601618803702,-1.327643908090776,GFM,gen-1
1.98,0.05141275541261726,1.1514127554184093,1.1000000000057921,0.029396250142959657,-1.2982476579478164,-1.327643908090776,GFM,gen-1
1.99,0.0513868319243513,1.1513868319301435,1.1000000000057921,0.029615729024547136,-1.298028179066229,-1.327643908090776,GFM,gen-1
2.0,0.051357907261479256,1.1513579072672715,1.1000000000057921,0.029841718352178248,-1.2978021897385978,-1.327643908090776,GFM,gen-1
2.01,0.051325640265193415,1.1513256402709855,1.1000000000057921,0.03007373835293468,-1.2975701697378415,-1.327643908090776,GFM,gen-1
2.02,0.05128969218880363,1.1512896921945956,1.1000000000057921,0.030311294453601687,-1.2973326136371743,-1.327643908090776,GFM,gen-1
