t_s,V_pu,delta_V_pu,V_initial_pu
0.0,0.9600000000037525,0.0,0.9600000000037525
0.01,0.9600000000037525,0.0,0.9600000000037525
0.02,0.9600000000037526,1.1102230246251565e-16,0.9600000000037525
0.03,0.9600000000037525,0.0,0.9600000000037525
0.04,0.9600000000037525,0.0,0.9600000000037525
0.05,0.9600000000037525,0.0,0.9600000000037525
0.06,0.9600000000037525,0.0,0.9600000000037525
0.07,0.9600000000037525,0.0,0.9600000000037525
0.08,0.9600000000037525,0.0,0.9600000000037525
0.09,0.9600000000037526,1.1102230246251565e-16,0.9600000000037525
0.1,0.9600000000037525,0.0,0.9600000000037525
0.11,0.9600000000037525,0.0,0.9600000000037525
0.12,0.9600000000037526,1.1102230246251565e-16,0.9600000000037525
0.13,0.9600000000037526,1.1102230246251565e-16,0.9600000000037525
0.14,0.9600000000037525,0.0,0.9600000000037525
0.15,0.9600000000037525,0.0,0.9600000000037525
0.16,0.9600000000037525,0.0,0.9600000000037525
0.17,0.9600000000037526,1.1102230246251565e-16,0.9600000000037525
0.18,0.9600000000037525,0.0,0.9600000000037525
0.19,0.9600000000037525,0.0,0.9600000000037525
0.2,0.9600000000037525,0.0,0.9600000000037525
0.21,0.9600000000037525,0.0,0.9600000000037525
0.22,0.9600000000037526,1.1102230246251565e-16,0.9600000000037525
0.23,0.9600000000037525,0.0,0.9600000000037525
0.24,0.9600000000037525,0.0,0.9600000000037525
0.25,0.9600000000037526,1.1102230246251565e-16,0.9600000000037525
0.26,0.9451665842342336,-0.01483341576951891,0.9600000000037525
0.27,0.9504741784973223,-0.009525821506430221,0.9600000000037525
0.28,0.955085602202943,-0.004914397800809489,0.9600000000037525
0.29,0.9557854623346254,-0.004214537669127161,0.9600000000037525
0.3,0.9557647906756349,-0.004235209328117606,0.9600000000037525
0.31,0.9548433206355116,-0.005156679368240935,0.9600000000037525
0.32,0.9538732401275651,-0.006126759876187382,0.9600000000037525
0.33,0.9540032422247462,-0.005996757779006323,0.9600000000037525
0.34,0.9546970325634283,-0.005302967440324213,0.9600000000037525
0.35,0.9552573148512938,-0.004742685152458681,0.9600000000037525
0.36,0.955493666995423,-0.004506333008329477,0.9600000000037525
0.37,0.9554302039980249,-0.0045697960057276,0.9600000000037525
0.38,0.9552764681090676,-0.004723531894684885,0.9600000000037525
0.39,0.9552486995713564,-0.004751300432396133,0.9600000000037525
0.4,0.9553767026335338,-0.004623297370218715,0.9600000000037525
0.41,0.9555675359334311,-0.004432464070321385,0.9600000000037525
0.42,0.9557275137582345,-0.004272486245518015,0.9600000000037525
0.43,0.9558181174331888,-0.004181882570563733,0.9600000000037525
0.44,0.9558608712709331,-0.004139128732819408,0.9600000000037525
0.45,0.9559007035728657,-0.004099296430886801,0.9600000000037525
0.46,0.9559643295299047,-0.0040356704738477855,0.9600000000037525
0.47,0.956049132216446,-0.003950867787306467,0.9600000000037525
0.48,0.9561369990259476,-0.003863000977804898,0.9600000000037525
0.49,0.9562124573976962,-0.0037875426060562933,0.9600000000037525
0.5,0.956271974163235,-0.003728025840517568,0.9600000000037525
0.51,0.9563215553284984,-0.0036784446752541333,0.9600000000037525
0.52,0.9563686847935606,-0.0036313152101918877,0.9600000000037525
0.53,0.9564165255217009,-0.0035834744820516518,0.9600000000037525
0.54,0.9564634393622662,-0.0035365606414863304,0.9600000000037525
0.55,0.956505963334618,-0.0034940366691345037,0.9600000000037525
0.56,0.9565418585437784,-0.00345814145997414,0.9600000000037525
0.57,0.9565711314759998,-0.0034288685277527042,0.9600000000037525
0.58,0.9565951306025517,-0.003404869401200772,0.9600000000037525
0.59,0.9566151075175373,-0.0033848924862152074,0.9600000000037525
0.6,0.9566314385130245,-0.0033685614907280614,0.9600000000037525
0.61,0.9566437690586953,-0.0033562309450572148,0.9600000000037525
0.62,0.9566516133003112,-0.003348386703441286,0.9600000000037525
0.63,0.9566548177244161,-0.003345182279336445,0.9600000000037525
0.64,0.9566536260960503,-0.0033463739077022048,0.9600000000037525
0.65,0.9566484600843566,-0.0033515399193959627,0.9600000000037525
0.66,0.956639677819954,-0.0033603221837985586,0.9600000000037525
0.67,0.9566274824921714,-0.0033725175115810746,0.9600000000037525
0.68,0.9566119821106447,-0.003388017893107831,0.9600000000037525
0.69,0.956593298153187,-0.0034067018505654634,0.9600000000037525
0.7,0.9565716283849163,-0.0034283716188362456,0.9600000000037525
0.71,0.9565472382629417,-0.0034527617408107725,0.9600000000037525
0.72,0.9565204141828172,-0.003479585820935327,0.9600000000037525
0.73,0.956491424534123,-0.0035085754696295712,0.9600000000037525
0.74,0.9564605108126765,-0.0035394891910760506,0.9600000000037525
0.75,0.9564279017057549,-0.00357209829799765,0.9600000000037525
0.76,0.9563938302728913,-0.003606169730861253,0.9600000000037525
0.77,0.9563585402282786,-0.003641459775473921,0.9600000000037525
0.78,0.9563222803909707,-0.003677719612781849,0.9600000000037525
0.79,0.9562852948558962,-0.003714705147856323,0.9600000000037525
0.8,0.9562478163884794,-0.0037521836152730748,0.9600000000037525
0.81,0.9562100654217341,-0.0037899345820183727,0.9600000000037525
0.82,0.9561722523326329,-0.003827747671119597,0.9600000000037525
0.83,0.956134579456086,-0.003865420547666476,0.9600000000037525
0.84,0.9560972409618748,-0.003902759041877757,0.9600000000037525
0.85,0.9560604210209335,-0.0039395789828190475,0.9600000000037525
0.86,0.956024291754285,-0.003975708249467469,0.9600000000037525
0.87,0.9559890121118753,-0.00401098789187726,0.9600000000037525
0.88,0.9559547278033894,-0.004045272200363104,0.9600000000037525
0.89,0.9559215717446687,-0.004078428259083777,0.9600000000037525
0.9,0.955889664400728,-0.00411033560302454,0.9600000000037525
0.91,0.9558591138336807,-0.0041408861700718,0.9600000000037525
0.92,0.9558300155799078,-0.0041699844238447525,0.9600000000037525
0.93,0.9558024526503363,-0.004197547353416264,0.9600000000037525
0.94,0.9557764957735672,-0.00422350423018536,0.9600000000037525
0.95,0.9557522038761229,-0.0042477961276295995,0.9600000000037525
0.96,0.9557296246543094,-0.0042703753494430785,0.9600000000037525
0.97,0.9557087951498595,-0.004291204853893005,0.9600000000037525
0.98,0.9556897423005373,-0.004310257703215248,0.9600000000037525
0.99,0.9556724834904429,-0.004327516513309648,0.9600000000037525
1.0,0.9556570271432845,-0.004342972860468031,0.9600000000037525
1.01,0.9556433733631398,-0.00435662664061276,0.9600000000037525
1.02,0.9556315146059253,-0.004368485397827193,0.9600000000037525
1.03,0.955621436351565,-0.004378563652187473,0.9600000000037525
1.04,0.9556131177562209,-0.004386882247531587,0.9600000000037525
1.05,0.9556065322813412,-0.004393467722411337,0.9600000000037525
1.06,0.9556016482991525,-0.004398351704600012,0.9600000000037525
1.07,0.9555984296807949,-0.004401570322957626,0.9600000000037525
1.08,0.9555968363630791,-0.004403163640673391,0.9600000000037525
1.09,0.9555968248866904,-0.004403175117062119,0.9600000000037525
1.1,0.9555983489051094,-0.0044016510986431,0.9600000000037525
1.11,0.95560135965298,-0.004398640350772531,0.9600000000037525
1.12,0.9556058063839048,-0.004394193619847719,0.9600000000037525
1.13,0.9556116367674607,-0.00438836323629177,0.9600000000037525
1.14,0.9556187972591438,-0.0043812027446087365,0.9600000000037525
1.15,0.955627233430523,-0.004372766573229492,0.9600000000037525
1.16,0.9556368902726116,-0.004363109731140957,0.9600000000037525
1.17,0.9556477124630709,-0.004352287540681621,0.9600000000037525
1.18,0.9556596446035959,-0.004340355400156648,0.9600000000037525
1.19,0.9556726314286931,-0.004327368575059443,0.9600000000037525
1.2,0.9556866179847208,-0.004313382019031753,0.9600000000037525
1.21,0.9557015497857538,-0.004298450217998684,0.9600000000037525
1.22,0.9557173729429486,-0.004282627060803956,0.9600000000037525
1.23,0.9557340342722564,-0.004265965731496069,0.9600000000037525
1.24,0.9557514813809725,-0.004248518622779973,0.9600000000037525
1.25,0.9557696627337234,-0.004230337270029083,0.9600000000037525
1.26,0.9557885277016291,-0.004211472302123376,0.9600000000037525
1.27,0.9558080265934146,-0.004191973410337946,0.9600000000037525
1.28,0.9558281106729557,-0.0041718893307968186,0.9600000000037525
1.29,0.9558487321620647,-0.004151267841687845,0.9600000000037525
1.3,0.9558698442307776,-0.0041301557729749305,0.9600000000037525
1.31,0.9558914009781138,-0.0041085990256387594,0.9600000000037525
1.32,0.9559133574012306,-0.004086642602521895,0.9600000000037525
1.33,0.9559356693583707,-0.0040643306453818084,0.9600000000037525
1.34,0.955958293522935,-0.004041706480817475,0.9600000000037525
1.35,0.9559811873340979,-0.004018812669654648,0.9600000000037525
1.36,0.9560043089416047,-0.00399569106214781,0.9600000000037525
1.37,0.9560276171484673,-0.003972382855285228,0.9600000000037525
1.38,0.9560510713526119,-0.003948928651140604,0.9600000000037525
1.39,0.956074631487543,-0.003925368516209504,0.9600000000037525
1.4,0.9560982579652401,-0.003901742038512457,0.9600000000037525
1.41,0.9561219116206642,-0.0038780883830883406,0.9600000000037525
1.42,0.9561455536608867,-0.0038544463428658027,0.9600000000037525
1.43,0.9561691456184426,-0.0038308543853099453,0.9600000000037525
1.44,0.9561926493113773,-0.0038073506923752554,0.9600000000037525
1.45,0.9562160268098729,-0.003783973193879575,0.9600000000037525
1.46,0.9562392404112173,-0.00376075959253519,0.9600000000037525
1.47,0.9562622526234007,-0.003737747380351819,0.9600000000037525
1.48,0.9562850261580915,-0.003714973845660996,0.9600000000037525
1.49,0.956307523933934,-0.0036924760698184844,0.9600000000037525
1.5,0.9563297090895104,-0.0036702909142420914,0.9600000000037525
1.51,0.9563515450079223,-0.0036484549958302193,0.9600000000037525
1.52,0.9563729953506436,-0.003627004653108945,0.9600000000037525
1.53,0.9563940241033662,-0.00360597590038636,0.9600000000037525
1.54,0.9564145956310005,-0.00358540437275201,0.9600000000037525
1.55,0.9564346747429222,-0.00356532526083031,0.9600000000037525
1.56,0.956454226768366,-0.003545773235386518,0.9600000000037525
1.57,0.9564732176386763,-0.0035267823650761976,0.9600000000037525
1.58,0.9564916139798215,-0.0035083860239309983,0.9600000000037525
1.59,0.9565093832093366,-0.0034906167944158684,0.9600000000037525
1.6,0.9565264936415778,-0.0034735063621746942,0.9600000000037525
1.61,0.9565429145961571,-0.0034570854075953728,0.9600000000037525
1.62,0.9565586165108261,-0.003441383492926442,0.9600000000037525
1.63,0.956573571057168,-0.0034264289465845144,0.9600000000037525
1.64,0.956587751256602,-0.0034122487471505147,0.9600000000037525
1.65,0.9566011315976874,-0.00339886840606507,0.9600000000037525
1.66,0.956613688151101,-0.00338631185265148,0.9600000000037525
1.67,0.9566253986831676,-0.003374601320584869,0.9600000000037525
1.68,0.9566362427649974,-0.0033637572387551495,0.9600000000037525
1.69,0.9566462018774953,-0.003353798126257246,0.9600000000037525
1.7,0.956655259510238,-0.0033447404935145197,0.9600000000037525
1.71,0.9566634012533919,-0.003336598750360631,0.9600000000037525
1.72,0.9566706148822567,-0.0033293851214958314,0.9600000000037525
1.73,0.9566768904327468,-0.003323109571005678,0.9600000000037525
1.74,0.9566822202676861,-0.003317779736066395,0.9600000000037525
