t_s,V_pu,delta_V_pu,V_initial_pu
0.0,1.0000000000067355,0.0,1.0000000000067355
0.01,1.0000000000067355,0.0,1.0000000000067355
0.02,1.0000000000067357,2.220446049250313e-16,1.0000000000067355
0.03,1.0000000000067355,0.0,1.0000000000067355
0.04,1.0000000000067355,0.0,1.0000000000067355
0.05,1.0000000000067357,2.220446049250313e-16,1.0000000000067355
0.06,1.0000000000067355,0.0,1.0000000000067355
0.07,1.0000000000067355,0.0,1.0000000000067355
0.08,1.0000000000067355,0.0,1.0000000000067355
0.09,1.0000000000067357,2.220446049250313e-16,1.0000000000067355
0.1,1.0000000000067355,0.0,1.0000000000067355
0.11,1.0000000000067357,2.220446049250313e-16,1.0000000000067355
0.12,1.0000000000067355,0.0,1.0000000000067355
0.13,1.0000000000067355,0.0,1.0000000000067355
0.14,1.0000000000067355,0.0,1.0000000000067355
0.15,1.0000000000067355,0.0,1.0000000000067355
0.16,1.0000000000067355,0.0,1.0000000000067355
0.17,1.0000000000067357,2.220446049250313e-16,1.0000000000067355
0.18,1.0000000000067355,0.0,1.0000000000067355
0.19,1.0000000000067355,0.0,1.0000000000067355
0.2,1.0000000000067355,0.0,1.0000000000067355
0.21,1.0000000000067355,0.0,1.0000000000067355
0.22,1.0000000000067355,0.0,1.0000000000067355
0.23,1.0000000000067355,0.0,1.0000000000067355
0.24,1.0000000000067357,2.220446049250313e-16,1.0000000000067355
0.25,1.0000000000067357,2.220446049250313e-16,1.0000000000067355
0.26,0.9879065924827927,-0.012093407523942834,1.0000000000067355
0.27,0.9914455592899005,-0.008554440716834977,1.0000000000067355
0.28,0.9946814836204151,-0.0053185163863204155,1.0000000000067355
0.29,0.9953695201356176,-0.004630479871117865,1.0000000000067355
0.3,0.9952777242080161,-0.004722275798719422,1.0000000000067355
0.31,0.9947232585739451,-0.005276741432790444,1.0000000000067355
0.32,0.9941819520347879,-0.005818047971947626,1.0000000000067355
0.33,0.9942979920356676,-0.005702007971067902,1.0000000000067355
0.34,0.9947882549760201,-0.00521174503071542,1.0000000000067355
0.35,0.9951889072603958,-0.004811092746339729,1.0000000000067355
0.36,0.9953596751903809,-0.0046403248163545685,1.0000000000067355
0.37,0.9953374968716477,-0.004662503135087759,1.0000000000067355
0.38,0.9952633451246569,-0.004736654882078639,1.0000000000067355
0.39,0.9952727938124201,-0.004727206194315436,1.0000000000067355
0.4,0.9953847587932361,-0.0046152412134994325,1.0000000000067355
0.41,0.9955369305397909,-0.004463069466944636,1.0000000000067355
0.42,0.9956670149495294,-0.00433298505720614,1.0000000000067355
0.43,0.9957513561117731,-0.004248643894962378,1.0000000000067355
0.44,0.9958052682770372,-0.004194731729698309,1.0000000000067355
0.45,0.9958582060660246,-0.004141793940710903,1.0000000000067355
