t_s,delta_pm_pu,Pm0_pu_sysbase
6.33,0.05269465653544165,1.1175729314688707
6.34,0.05269722901112291,1.1175729314688707
6.35,0.05269974168717005,1.1175729314688707
6.36,0.052702194171791346,1.1175729314688707
6.37,0.05270458619665584,1.1175729314688707
6.38,0.05270691761541033,1.1175729314688707
6.39,0.052709188401939965,1.1175729314688707
6.4,0.0527113986483602,1.1175729314688707
6.41,0.05271354856275856,1.1175729314688707
6.42,0.052715638466696996,1.1175729314688707
6.43,0.05271766879248804,1.1175729314688707
6.44,0.05271964008023633,1.1175729314688707
6.45,0.0527215529746921,1.1175729314688707
6.46,0.05272340822188623,1.1175729314688707
6.47,0.05272520666559564,1.1175729314688707
6.48,0.05272694924362345,1.1175729314688707
6.49,0.05272863698392578,1.1175729314688707
6.5,0.052730271000579164,1.1175729314688707
6.51,0.05273185248961961,1.1175729314688707
6.52,0.05273338272475552,1.1175729314688707
6.53,0.05273486305296087,1.1175729314688707
6.54,0.05273629488997906,1.1175729314688707
6.55,0.052737679715736084,1.1175729314688707
6.56,0.05273901906967501,1.1175729314688707
6.57,0.05274031454603809,1.1175729314688707
6.58,0.05274156778909068,1.1175729314688707
6.59,0.05274278048831776,1.1175729314688707
6.6,0.052743954373587205,1.1175729314688707
6.61,0.05274509121030943,1.1175729314688707
6.62,0.05274619279459226,1.1175729314688707
6.63,0.05274726094840724,1.1175729314688707
6.64,0.05274829751478406,1.1175729314688707
6.65,0.05274930435303519,1.1175729314688707
6.66,0.05275028333402615,1.1175729314688707
6.67,0.052751236335504756,1.1175729314688707
6.68,0.05275216523749298,1.1175729314688707
6.69,0.052753071917763024,1.1175729314688707
6.7,0.05275395824739084,1.1175729314688707
6.71,0.05275482608641154,1.1175729314688707
6.72,0.052755677279575926,1.1175729314688707
6.73,0.05275651365222177,1.1175729314688707
6.74,0.05275733700626419,1.1175729314688707
6.75,0.052758149116316835,1.1175729314688707
6.76,0.052758951725948536,1.1175729314688707
6.77,0.052759746544081325,1.1175729314688707
6.78,0.05276053524153563,1.1175729314688707
6.79,0.052761319447735246,1.1175729314688707
6.8,0.05276210074756348,1.1175729314688707
6.81,0.052762880678396365,1.1175729314688707
6.82,0.05276366072729305,1.1175729314688707
6.83,0.05276444232836166,1.1175729314688707
6.84,0.05276522686030779,1.1175729314688707
6.85,0.05276601564415546,1.1175729314688707
6.86,0.052766809941148275,1.1175729314688707
6.87,0.05276761095084083,1.1175729314688707
6.88,0.05276841980936689,1.1175729314688707
6.89,0.05276923758789846,1.1175729314688707
6.9,0.05277006529129048,1.1175729314688707
6.91,0.05277090385690872,1.1175729314688707
6.92,0.052771754153643775,1.1175729314688707
6.93,0.05277261698111313,1.1175729314688707
6.94,0.052773493069044254,1.1175729314688707
6.95,0.052774383076838245,1.1175729314688707
6.96,0.05277528759331608,1.1175729314688707
6.97,0.052776207136634855,1.1175729314688707
6.98,0.05277714215439291,1.1175729314688707
6.99,0.0527780930238842,1.1175729314688707
7.0,0.052779060052538886,1.1175729314688707
7.01,0.052780043478517925,1.1175729314688707
7.02,0.052781043471467316,1.1175729314688707
7.03,0.052782060133424014,1.1175729314688707
7.04,0.052783093499878427,1.1175729314688707
7.05,0.05278414354097287,1.1175729314688707
7.06,0.05278521016284089,1.1175729314688707
7.07,0.05278629320908249,1.1175729314688707
7.08,0.05278739246235855,1.1175729314688707
7.09,0.052788507646118546,1.1175729314688707
7.1,0.05278963842642671,1.1175729314688707
7.11,0.0527907844139051,1.1175729314688707
7.12,0.05279194516577949,1.1175729314688707
7.13,0.05279312018801227,1.1175729314688707
7.14,0.052794308937530586,1.1175729314688707
7.15,0.05279551082452764,1.1175729314688707
7.16,0.05279672521484166,1.1175729314688707
7.17,0.05279795143240398,1.1175729314688707
7.18,0.052799188761735304,1.1175729314688707
7.19,0.052800436450505306,1.1175729314688707
7.2,0.05280169371213352,1.1175729314688707
7.21,0.05280295972842474,1.1175729314688707
7.22,0.052804233652239116,1.1175729314688707
7.23,0.052805514610182645,1.1175729314688707
7.24,0.052806801705317125,1.1175729314688707
7.25,0.052808094019876774,1.1175729314688707
7.26,0.05280939061798599,1.1175729314688707
7.27,0.0528106905483842,1.1175729314688707
7.28,0.05281199284712131,1.1175729314688707
7.29,0.05281329654025596,1.1175729314688707
7.3,0.05281460064651916,1.1175729314688707
7.31,0.05281590417994888,1.1175729314688707
7.32,0.05281720615249311,1.1175729314688707
7.33,0.05281850557656982,1.1175729314688707
7.34,0.05281980146758457,1.1175729314688707
7.35,0.05282109284638974,1.1175729314688707
7.36,0.05282237874169062,1.1175729314688707
7.37,0.05282365819238899,1.1175729314688707
7.38,0.05282493024986385,1.1175729314688707
7.39,0.052826193980174595,1.1175729314688707
7.4,0.05282744846619465,1.1175729314688707
7.41,0.05282869280966518,1.1175729314688707
7.42,0.05282992613316427,1.1175729314688707
7.43,0.05283114758199187,1.1175729314688707
7.44,0.05283235632596879,1.1175729314688707
7.45,0.05283355156113822,1.1175729314688707
7.46,0.05283473251137587,1.1175729314688707
7.47,0.052835898429908844,1.1175729314688707
7.48,0.05283704860072608,1.1175729314688707
7.49,0.05283818233989494,1.1175729314688707
7.5,0.052839298996775724,1.1175729314688707
7.51,0.05284039795513285,1.1175729314688707
7.52,0.05284147863414205,1.1175729314688707
7.53,0.052842540489292586,1.1175729314688707
7.54,0.05284358301318724,1.1175729314688707
7.55,0.052844605736234083,1.1175729314688707
7.56,0.052845608227238765,1.1175729314688707
7.57,0.05284659009388677,1.1175729314688707
7.58,0.0528475509831252,1.1175729314688707
7.59,0.05284849058144356,1.1175729314688707
7.6,0.05284940861504936,1.1175729314688707
7.61,0.0528503048499437,1.1175729314688707
7.62,0.0528511790919059,1.1175729314688707
7.63,0.05285203118636924,1.1175729314688707
7.64,0.0528528610182134,1.1175729314688707
7.65,0.052853668511454045,1.1175729314688707
7.66,0.05285445362885097,1.1175729314688707
7.67,0.052855216371423035,1.1175729314688707
7.68,0.05285595677788192,1.1175729314688707
7.69,0.05285667492398125,1.1175729314688707
7.7,0.05285737092178583,1.1175729314688707
7.71,0.05285804491887155,1.1175729314688707
7.72,0.052858697097442335,1.1175729314688707
7.73,0.05285932767338707,1.1175729314688707
7.74,0.05285993689526636,1.1175729314688707
7.75,0.052860525043239216,1.1175729314688707
7.76,0.05286109242792935,1.1175729314688707
7.77,0.05286163938924194,1.1175729314688707
7.78,0.052862166295122366,1.1175729314688707
7.79,0.052862673540274345,1.1175729314688707
7.8,0.052863161544831866,1.1175729314688707
7.81,0.05286363075299539,1.1175729314688707
7.82,0.052864081631630935,1.1175729314688707
7.83,0.052864514668837834,1.1175729314688707
7.84,0.052864930372491986,1.1175729314688707
7.85,0.0528653292687656,1.1175729314688707
7.86,0.05286571190063036,1.1175729314688707
7.87,0.05286607882633795,1.1175729314688707
7.88,0.05286643061790003,1.1175729314688707
7.89,0.05286676785955568,1.1175729314688707
7.9,0.05286709114623793,1.1175729314688707
7.91,0.052867401082038905,1.1175729314688707
7.92,0.052867698278679785,1.1175729314688707
7.93,0.05286798335399256,1.1175729314688707
7.94,0.05286825693040816,1.1175729314688707
7.95,0.0528685196334639,1.1175729314688707
7.96,0.052868772090328676,1.1175729314688707
7.97,0.052869014928344685,1.1175729314688707
7.98,0.05286924877360603,1.1175729314688707
7.99,0.05286947424955142,1.1175729314688707
8.0,0.05286969197559675,1.1175729314688707
8.01,0.05286990256579987,1.1175729314688707
8.02,0.05287010662755828,1.1175729314688707
8.03,0.05287030476034856,1.1175729314688707
8.04,0.05287049755451019,1.1175729314688707
8.05,0.05287068559006422,1.1175729314688707
8.06,0.052870869435584056,1.1175729314688707
8.07,0.05287104964711653,1.1175729314688707
8.08,0.05287122676714029,1.1175729314688707
8.09,0.052871401323588633,1.1175729314688707
8.1,0.05287157382891944,1.1175729314688707
8.11,0.05287174477923555,1.1175729314688707
8.12,0.05287191465346207,1.1175729314688707
8.13,0.05287208391258602,1.1175729314688707
8.14,0.052872252998941625,1.1175729314688707
8.15,0.05287242233556246,1.1175729314688707
8.16,0.05287259232559015,1.1175729314688707
8.17,0.0528727633517342,1.1175729314688707
8.18,0.05287293577580154,1.1175729314688707
8.19,0.05287310993827726,1.1175729314688707
8.2,0.05287328615796778,1.1175729314688707
8.21,0.052873464731701326,1.1175729314688707
8.22,0.05287364593408841,1.1175729314688707
8.23,0.05287383001733876,1.1175729314688707
8.24,0.05287401721113365,1.1175729314688707
8.25,0.05287420772256197,1.1175729314688707
8.26,0.052874401736103985,1.1175729314688707
8.27,0.05287459941367711,1.1175729314688707
8.28,0.05287480089472782,1.1175729314688707
8.29,0.05287500629638237,1.1175729314688707
8.3,0.05287521571364781,1.1175729314688707
8.31,0.05287542921966189,1.1175729314688707
8.32,0.0528756468659889,1.1175729314688707
8.33,0.05287586868296777,1.1175729314688707
8.34,0.052876094680103077,1.1175729314688707
8.35,0.0528763248464949,1.1175729314688707
8.36,0.05287655915132123,1.1175729314688707
8.37,0.052876797544346335,1.1175729314688707
8.38,0.052877039956477266,1.1175729314688707
8.39,0.05287728630035287,1.1175729314688707
8.4,0.05287753647096653,1.1175729314688707
8.41,0.05287779034631696,1.1175729314688707
8.42,0.05287804778809596,1.1175729314688707
8.43,0.052878308642396954,1.1175729314688707
8.44,0.05287857274045038,1.1175729314688707
8.45,0.052878839899382905,1.1175729314688707
8.46,0.05287910992299617,1.1175729314688707
8.47,0.05287938260256558,1.1175729314688707
8.48,0.05287965771764826,1.1175729314688707
8.49,0.05287993503691867,1.1175729314688707
8.5,0.05288021431899866,1.1175729314688707
8.51,0.05288049531331097,1.1175729314688707
8.52,0.05288077776092883,1.1175729314688707
8.53,0.052881061395441104,1.1175729314688707
8.54,0.05288134594380958,1.1175729314688707
8.55,0.05288163112723444,1.1175729314688707
8.56,0.052881916662012085,1.1175729314688707
8.57,0.05288220226039501,1.1175729314688707
8.58,0.05288248763144203,1.1175729314688707
8.59,0.052882772481863585,1.1175729314688707
8.6,0.0528830565168525,1.1175729314688707
8.61,0.0528833394409095,1.1175729314688707
8.62,0.052883620958650575,1.1175729314688707
8.63,0.05288390077560188,1.1175729314688707
8.64,0.052884178598978156,1.1175729314688707
8.65,0.05288445413844078,1.1175729314688707
8.66,0.05288472710683623,1.1175729314688707
8.67,0.05288499722091721,1.1175729314688707
8.68,0.05288526420203393,1.1175729314688707
8.69,0.05288552777681031,1.1175729314688707
8.7,0.052885787677784325,1.1175729314688707
8.71,0.052886043644033924,1.1175729314688707
8.72,0.052886295421766025,1.1175729314688707
8.73,0.05288654276488336,1.1175729314688707
8.74,0.05288678543551536,1.1175729314688707
8.75,0.05288702320452939,1.1175729314688707
8.76,0.052887255852002775,1.1175729314688707
8.77,0.05288748316766224,1.1175729314688707
8.78,0.052887704951302295,1.1175729314688707
8.79,0.052887921013158916,1.1175729314688707
8.8,0.052888131174259674,1.1175729314688707
8.81,0.052888335266734546,1.1175729314688707
8.82,0.05288853313410036,1.1175729314688707
8.83,0.052888724631504756,1.1175729314688707
8.84,0.05288890962594334,1.1175729314688707
8.85,0.052889087996439765,1.1175729314688707
8.86,0.052889259634194635,1.1175729314688707
8.87,0.052889424442700714,1.1175729314688707
8.88,0.0528895823378268,1.1175729314688707
8.89,0.052889733247868165,1.1175729314688707
8.9,0.052889877113567116,1.1175729314688707
8.91,0.05289001388810192,1.1175729314688707
8.92,0.05289014353704236,1.1175729314688707
8.93,0.0528902660382796,1.1175729314688707
8.94,0.05289038138192601,1.1175729314688707
8.95,0.05289048957018278,1.1175729314688707
8.96,0.05289059061718693,1.1175729314688707
8.97,0.05289068454882352,1.1175729314688707
8.98,0.052890771402517675,1.1175729314688707
8.99,0.05289085122700238,1.1175729314688707
9.0,0.05289092408205518,1.1175729314688707
9.01,0.0528909900382225,1.1175729314688707
9.02,0.05289104917651309,1.1175729314688707
9.03,0.05289110158807843,1.1175729314688707
9.04,0.0528911473738647,1.1175729314688707
9.05,0.05289118664425837,1.1175729314688707
9.06,0.05289121951870419,1.1175729314688707
9.07,0.05289124612531246,1.1175729314688707
9.08,0.05289126660044992,1.1175729314688707
9.09,0.05289128108832058,1.1175729314688707
9.1,0.05289128974052856,1.1175729314688707
9.11,0.052891292715638916,1.1175729314688707
9.12,0.05289129017871924,1.1175729314688707
9.13,0.05289128230087999,1.1175729314688707
9.14,0.05289126925880211,1.1175729314688707
9.15,0.052891251234270124,1.1175729314688707
9.16,0.05289122841368196,1.1175729314688707
9.17,0.05289120098757682,1.1175729314688707
9.18,0.05289116915014491,1.1175729314688707
9.19,0.05289113309874433,1.1175729314688707
9.2,0.05289109303341673,1.1175729314688707
9.21,0.052891049156406564,1.1175729314688707
9.22,0.05289100167167559,1.1175729314688707
9.23,0.05289095078443139,1.1175729314688707
9.24,0.05289089670065579,1.1175729314688707
9.25,0.05289083962663725,1.1175729314688707
9.26,0.05289077976851521,1.1175729314688707
9.27,0.05289071733182985,1.1175729314688707
9.28,0.05289065252108178,1.1175729314688707
9.29,0.05289058553929858,1.1175729314688707
9.3,0.05289051658761836,1.1175729314688707
9.31,0.05289044586487802,1.1175729314688707
9.32,0.052890373567220525,1.1175729314688707
9.33,0.052890299887709026,1.1175729314688707
9.34,0.052890225015961134,1.1175729314688707
9.35,0.052890149137791095,1.1175729314688707
9.36,0.05289007243487418,1.1175729314688707
9.37,0.05288999508442007,1.1175729314688707
9.38,0.052889917258869115,1.1175729314688707
9.39,0.052889839125599865,1.1175729314688707
9.4,0.052889760846654664,1.1175729314688707
9.41,0.05288968257848621,1.1175729314688707
9.42,0.052889604471718595,1.1175729314688707
9.43,0.052889526670926494,1.1175729314688707
9.44,0.052889449314432645,1.1175729314688707
9.45,0.052889372534127774,1.1175729314688707
9.46,0.05288929645530193,1.1175729314688707
9.47,0.052889221196501565,1.1175729314688707
9.48,0.0528891468693993,1.1175729314688707
9.49,0.052889073578688044,1.1175729314688707
9.5,0.0528890014219884,1.1175729314688707
9.51,0.052888930489777684,1.1175729314688707
9.52,0.05288886086533781,1.1175729314688707
9.53,0.052888792624717684,1.1175729314688707
9.54,0.05288872583671698,1.1175729314688707
9.55,0.052888660562885985,1.1175729314688707
9.56,0.05288859685754486,1.1175729314688707
9.57,0.05288853476781606,1.1175729314688707
9.58,0.05288847433367569,1.1175729314688707
9.59,0.05288841558802199,1.1175729314688707
9.6,0.05288835855675579,1.1175729314688707
9.61,0.05288830325888485,1.1175729314688707
9.62,0.05288824970662868,1.1175729314688707
9.63,0.05288819790555278,1.1175729314688707
9.64,0.05288814785470527,1.1175729314688707
9.65,0.052888099546770165,1.1175729314688707
9.66,0.05288805296823846,1.1175729314688707
9.67,0.052888008099581066,1.1175729314688707
9.68,0.05288796491544392,1.1175729314688707
9.69,0.052887923384840524,1.1175729314688707
9.7,0.05288788347136846,1.1175729314688707
9.71,0.052887845133423726,1.1175729314688707
9.72,0.052887808324430075,1.1175729314688707
9.73,0.05288777299307655,1.1175729314688707
9.74,0.052887739083554146,1.1175729314688707
9.75,0.05288770653580928,1.1175729314688707
9.76,0.0528876752857956,1.1175729314688707
9.77,0.052887645265734945,1.1175729314688707
9.78,0.05288761640437907,1.1175729314688707
9.79,0.05288758862727736,1.1175729314688707
9.8,0.05288756185704617,1.1175729314688707
9.81,0.0528875360136413,1.1175729314688707
9.82,0.05288751101463027,1.1175729314688707
9.83,0.052887486775465495,1.1175729314688707
9.84,0.0528874632097603,1.1175729314688707
9.85,0.05288744022955917,1.1175729314688707
9.86,0.05288741774561297,1.1175729314688707
9.87,0.0528873956676451,1.1175729314688707
9.88,0.05288737390462291,1.1175729314688707
9.89,0.05288735236501848,1.1175729314688707
9.9,0.052887330957069455,1.1175729314688707
9.91,0.05288730958903754,1.1175729314688707
9.92,0.052887288169456245,1.1175729314688707
9.93,0.0528872666073798,1.1175729314688707
9.94,0.05288724481262274,1.1175729314688707
9.95,0.052887222695991505,1.1175729314688707
9.96,0.05288720016951216,1.1175729314688707
9.97,0.05288717714664858,1.1175729314688707
9.98,0.05288715354251919,1.1175729314688707
9.99,0.052887129274094266,1.1175729314688707
10.0,0.052887104260433526,1.1175729314688707
