t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,p_network_abs_pu,q_network_abs_pu,delta_p_load_pu,delta_q_load_pu,asset_type
1.72,1.2957546954651042,-0.051104131855327056,1.2957546954651042,-0.051104131855327056,1.4069920139084813,-0.17145384490420837,0.0,0.0,SG-slack
1.73,1.2989300930250287,-0.051293468956323834,1.2989300930250287,-0.051293468956323834,1.4101674114684057,-0.17164318200520515,0.0,0.0,SG-slack
1.74,1.3022044494528626,-0.05147943999839241,1.3022044494528626,-0.05147943999839241,1.4134417678962397,-0.17182915304727372,0.0,0.0,SG-slack
1.75,1.3055699026824157,-0.05166163025548903,1.3055699026824157,-0.05166163025548903,1.4168072211257927,-0.17201134330437035,0.0,0.0,SG-slack
1.76,1.3090184382666785,-0.05183964079715522,1.3090184382666785,-0.05183964079715522,1.4202557567100556,-0.17218935384603654,0.0,0.0,SG-slack
1.77,1.3125419293585823,-0.052013090994107475,1.3125419293585823,-0.052013090994107475,1.4237792478019593,-0.1723628040429888,0.0,0.0,SG-slack
1.78,1.3161321754136055,-0.05218162081946476,1.3161321754136055,-0.05218162081946476,1.4273694938569825,-0.17253133386834607,0.0,0.0,SG-slack
1.79,1.3197809394352078,-0.052344892931324355,1.3197809394352078,-0.052344892931324355,1.4310182578785848,-0.17269460598020567,0.0,0.0,SG-slack
1.8,1.3234799835988635,-0.05250259453102066,1.3234799835988635,-0.05250259453102066,1.4347173020422406,-0.17285230757990197,0.0,0.0,SG-slack
1.81,1.3272211031115504,-0.05265443898150601,1.3272211031115504,-0.05265443898150601,1.4384584215549274,-0.17300415203038733,0.0,0.0,SG-slack
1.82,1.330996158184268,-0.05280016718975225,1.330996158184268,-0.05280016718975225,1.442233476627645,-0.17314988023863356,0.0,0.0,SG-slack
1.83,1.334797104021737,-0.05293954873960943,1.334797104021737,-0.05293954873960943,1.446034422465114,-0.17328926178849074,0.0,0.0,SG-slack
1.84,1.3386160187444647,-0.053072382787078376,1.3386160187444647,-0.053072382787078376,1.4498533371878417,-0.1734220958359597,0.0,0.0,SG-slack
1.85,1.3424451291937376,-0.053198498706492875,1.3424451291937376,-0.053198498706492875,1.4536824476371146,-0.1735482117553742,0.0,0.0,SG-slack
1.86,1.3462768345710598,-0.053317756506202574,1.3462768345710598,-0.053317756506202574,1.4575141530144369,-0.1736674695550839,0.0,0.0,SG-slack
1.87,1.3501037279055899,-0.05343004700412346,1.3501037279055899,-0.05343004700412346,1.4613410463489669,-0.17377976005300477,0.0,0.0,SG-slack
1.88,1.3539186153351692,-0.053535291787723344,1.3539186153351692,-0.053535291787723344,1.4651559337785462,-0.17388500483660466,0.0,0.0,SG-slack
1.89,1.3577145332314073,-0.05363344294975045,1.3577145332314073,-0.05363344294975045,1.4689518516747844,-0.17398315599863176,0.0,0.0,SG-slack
1.9,1.3614847631915623,-0.05372448262972809,1.3614847631915623,-0.05372448262972809,1.4727220816349393,-0.1740741956786094,0.0,0.0,SG-slack
1.91,1.3652228449454642,-0.05380842235307223,1.3652228449454642,-0.05380842235307223,1.4764601633888412,-0.17415813540195355,0.0,0.0,SG-slack
1.92,1.3689225872529756,-0.05388530220228879,1.3689225872529756,-0.05388530220228879,1.4801599056963526,-0.1742350152511701,0.0,0.0,SG-slack
1.93,1.3725780768340066,-0.053955189810318105,1.3725780768340066,-0.053955189810318105,1.4838153952773836,-0.17430490285919942,0.0,0.0,SG-slack
1.94,1.3761836854585356,-0.054018179218513346,1.3761836854585356,-0.054018179218513346,1.4874210039019127,-0.17436789226739466,0.0,0.0,SG-slack
1.95,1.3797340752409557,-0.054074389582274784,1.3797340752409557,-0.054074389582274784,1.4909713936843327,-0.1744241026311561,0.0,0.0,SG-slack
1.96,1.383224202290582,-0.054123963776376155,1.383224202290582,-0.054123963776376155,1.494461520733959,-0.17447367682525747,0.0,0.0,SG-slack
1.97,1.386649318774673,-0.05416706687570169,1.386649318774673,-0.05416706687570169,1.49788663721805,-0.174516779924583,0.0,0.0,SG-slack
1.98,1.3900049735584623,-0.05420388457112382,1.3900049735584623,-0.05420388457112382,1.5012422920018393,-0.17455359762000514,0.0,0.0,SG-slack
1.99,1.3932870114865363,-0.05423462148923011,1.3932870114865363,-0.05423462148923011,1.5045243299299134,-0.17458433453811142,0.0,0.0,SG-slack
2.0,1.3964915714762307,-0.054259499482285006,1.3964915714762307,-0.054259499482285006,1.5077288899196077,-0.17460921253116632,0.0,0.0,SG-slack
2.01,1.3996150834929229,-0.05427875585191483,1.3996150834929229,-0.05427875585191483,1.5108524019362999,-0.17462846890079614,0.0,0.0,SG-slack
2.02,1.4026542645666786,-0.05429264156727481,1.4026542645666786,-0.05429264156727481,1.5138915830100557,-0.17464235461615613,0.0,0.0,SG-slack
2.03,1.405606113952963,-0.05430141946557174,1.405606113952963,-0.05430141946557174,1.51684343239634,-0.17465113251445305,0.0,0.0,SG-slack
2.04,1.408467907537538,-0.054305362450071615,1.408467907537538,-0.054305362450071615,1.519705225980915,-0.17465507549895293,0.0,0.0,SG-slack
2.05,1.4112371916372417,-0.05430475171621327,1.4112371916372417,-0.05430475171621327,1.5224745100806187,-0.17465446476509458,0.0,0.0,SG-slack
2.06,1.4139117762578062,-0.0542998749939575,1.4139117762578062,-0.0542998749939575,1.5251490947011832,-0.1746495880428388,0.0,0.0,SG-slack
2.07,1.416489727959947,-0.05429102484301057,1.416489727959947,-0.05429102484301057,1.5277270464033241,-0.17464073789189188,0.0,0.0,SG-slack
2.08,1.41896936238503,-0.05427849698687934,1.41896936238503,-0.05427849698687934,1.530206680828407,-0.17462821003576065,0.0,0.0,SG-slack
2.09,1.42134923657738,-0.05426258871968795,1.42134923657738,-0.05426258871968795,1.5325865550207571,-0.17461230176856926,0.0,0.0,SG-slack
2.1,1.4236281411439002,-0.0542435973708717,1.4236281411439002,-0.0542435973708717,1.5348654595872773,-0.174593310419753,0.0,0.0,SG-slack
2.11,1.4258050923714276,-0.054221818857887766,1.4258050923714276,-0.054221818857887766,1.5370424108148046,-0.17457153190676908,0.0,0.0,SG-slack
2.12,1.4278793243318315,-0.05419754631241308,1.4278793243318315,-0.05419754631241308,1.5391166427752085,-0.1745472593612944,0.0,0.0,SG-slack
2.13,1.4298502810699818,-0.05417106880471484,1.4298502810699818,-0.05417106880471484,1.5410875995133588,-0.17452078185359615,0.0,0.0,SG-slack
2.14,1.431717608914054,-0.05414267015410734,1.431717608914054,-0.05414267015410734,1.542954927357431,-0.17449238320298865,0.0,0.0,SG-slack
2.15,1.4334811489479162,-0.054112627842542727,1.4334811489479162,-0.054112627842542727,1.5447184673912933,-0.17446234089142404,0.0,0.0,SG-slack
2.16,1.4351409297097335,-0.05408121202223587,1.4351409297097335,-0.05408121202223587,1.5463782481531105,-0.17443092507111718,0.0,0.0,SG-slack
2.17,1.436697160116078,-0.05404868462935311,1.436697160116078,-0.05404868462935311,1.547934478559455,-0.17439839767823442,0.0,0.0,SG-slack
2.18,1.438150222668866,-0.05401529859436166,1.438150222668866,-0.05401529859436166,1.549387541112243,-0.17436501164324297,0.0,0.0,SG-slack
2.19,1.4395006669324248,-0.05398129715567304,1.4395006669324248,-0.05398129715567304,1.5507379853758019,-0.17433101020455435,0.0,0.0,SG-slack
2.2,1.4407492033131153,-0.05394691327455864,1.4407492033131153,-0.05394691327455864,1.5519865217564923,-0.17429662632343995,0.0,0.0,SG-slack
2.21,1.4418966971374274,-0.05391236914081918,1.4418966971374274,-0.05391236914081918,1.5531340155808044,-0.1742620821897005,0.0,0.0,SG-slack
2.22,1.4429441630171203,-0.05387787578473166,1.4429441630171203,-0.05387787578473166,1.5541814814604973,-0.17422758883361297,0.0,0.0,SG-slack
2.23,1.4438927595167912,-0.05384363276708862,1.4438927595167912,-0.05384363276708862,1.5551300779601682,-0.17419334581596993,0.0,0.0,SG-slack
2.24,1.4447437840845994,-0.05380982796867109,1.4447437840845994,-0.05380982796867109,1.5559811025279764,-0.1741595410175524,0.0,0.0,SG-slack
2.25,1.4454986682495012,-0.053776637454505505,1.4454986682495012,-0.053776637454505505,1.5567359866928783,-0.17412635050338682,0.0,0.0,SG-slack
2.26,1.4461589730527777,-0.05374422542219123,1.4461589730527777,-0.05374422542219123,1.5573962914961548,-0.17409393847107255,0.0,0.0,SG-slack
2.27,1.4467263846980187,-0.053712744216757646,1.4467263846980187,-0.053712744216757646,1.5579637031413958,-0.17406245726563896,0.0,0.0,SG-slack
2.28,1.4472027103784861,-0.05368233442220316,1.4472027103784861,-0.05368233442220316,1.5584400288218632,-0.17403204747108447,0.0,0.0,SG-slack
2.29,1.4475898742724325,-0.053653125003986335,1.4475898742724325,-0.053653125003986335,1.5588271927158095,-0.17400283805286765,0.0,0.0,SG-slack
2.3,1.447889913652877,-0.05362523351922607,1.447889913652877,-0.05362523351922607,1.559127232096254,-0.17397494656810739,0.0,0.0,SG-slack
2.31,1.4481049751007131,-0.05359876636652211,1.4481049751007131,-0.05359876636652211,1.5593422935440902,-0.17394847941540342,0.0,0.0,SG-slack
2.32,1.4482373107697646,-0.053573819088135854,1.4482373107697646,-0.053573819088135854,1.5594746292131416,-0.17392353213701717,0.0,0.0,SG-slack
2.33,1.4482892746869163,-0.053550476705405414,1.4482892746869163,-0.053550476705405414,1.5595265931302933,-0.17390018975428673,0.0,0.0,SG-slack
2.34,1.448263319038258,-0.053528814091200305,1.448263319038258,-0.053528814091200305,1.559500637481635,-0.17387852714008162,0.0,0.0,SG-slack
2.35,1.4481619904279976,-0.053508896365416614,1.4481619904279976,-0.053508896365416614,1.5593993088713747,-0.17385860941429793,0.0,0.0,SG-slack
2.36,1.447987926059793,-0.053490779315863074,1.447987926059793,-0.053490779315863074,1.55922524450317,-0.1738404923647444,0.0,0.0,SG-slack
2.37,1.4477438498307242,-0.05347450983326421,1.4477438498307242,-0.05347450983326421,1.5589811682741013,-0.17382422288214552,0.0,0.0,SG-slack
2.38,1.4474325682937457,-0.05346012635898764,1.4474325682937457,-0.05346012635898764,1.5586698867371227,-0.17380983940786895,0.0,0.0,SG-slack
2.39,1.4470569664798374,-0.05344765933954107,1.4470569664798374,-0.05344765933954107,1.5582942849232144,-0.17379737238842238,0.0,0.0,SG-slack
2.4,1.446620003544134,-0.05343713168358377,1.446620003544134,-0.05343713168358377,1.557857321987511,-0.17378684473246508,0.0,0.0,SG-slack
2.41,1.4461247082292565,-0.05342855921720707,1.4461247082292565,-0.05342855921720707,1.5573620266726336,-0.17377827226608838,0.0,0.0,SG-slack
2.42,1.4455741741193837,-0.053421951134472734,1.4455741741193837,-0.053421951134472734,1.5568114925627607,-0.17377166418335405,0.0,0.0,SG-slack
2.43,1.444971554681297,-0.05341731043831294,1.444971554681297,-0.05341731043831294,1.556208873124674,-0.17376702348719425,0.0,0.0,SG-slack
2.44,1.4443200580769269,-0.05341463437203839,1.4443200580769269,-0.05341463437203839,1.555557376520304,-0.1737643474209197,0.0,0.0,SG-slack
2.45,1.4436229417447917,-0.05341391483268723,1.4436229417447917,-0.05341391483268723,1.5548602601881687,-0.17376362788156854,0.0,0.0,SG-slack
2.46,1.4428835067465078,-0.05341513877183157,1.4428835067465078,-0.05341513877183157,1.5541208251898848,-0.17376485182071288,0.0,0.0,SG-slack
2.47,1.4421050918808171,-0.05341828857446787,1.4421050918808171,-0.05341828857446787,1.5533424103241942,-0.17376800162334918,0.0,0.0,SG-slack
2.48,1.4412910675676163,-0.053423342419523734,1.4412910675676163,-0.053423342419523734,1.5525283860109933,-0.17377305546840505,0.0,0.0,SG-slack
2.49,1.4404448295118364,-0.05343027461643346,1.4404448295118364,-0.05343027461643346,1.5516821479552134,-0.17377998766531477,0.0,0.0,SG-slack
2.5,1.4395697921573785,-0.0534390559229759,1.4395697921573785,-0.0534390559229759,1.5508071106007555,-0.17378876897185722,0.0,0.0,SG-slack
2.51,1.4386693819445053,-0.053449653833762656,1.4386693819445053,-0.053449653833762656,1.5499067003878824,-0.17379936688264397,0.0,0.0,SG-slack
2.52,1.4377470303892956,-0.05346203285168208,1.4377470303892956,-0.05346203285168208,1.5489843488326727,-0.1738117459005634,0.0,0.0,SG-slack
2.53,1.4368061670039496,-0.05347615472866871,1.4368061670039496,-0.05347615472866871,1.5480434854473266,-0.17382586777755002,0.0,0.0,SG-slack
2.54,1.4358502120800551,-0.05349197868944644,1.4358502120800551,-0.05349197868944644,1.5470875305234322,-0.17384169173832775,0.0,0.0,SG-slack
2.55,1.434882569361001,-0.05350946162514936,1.434882569361001,-0.05350946162514936,1.546119887804378,-0.17385917467403067,0.0,0.0,SG-slack
2.56,1.4339066186271954,-0.053528558271144444,1.4339066186271954,-0.053528558271144444,1.5451439370705724,-0.17387827132002576,0.0,0.0,SG-slack
2.57,1.4329257082268658,-0.05354922135637091,1.4329257082268658,-0.05354922135637091,1.5441630266702429,-0.17389893440525223,0.0,0.0,SG-slack
2.58,1.4319431475764652,-0.05357140173845848,1.4319431475764652,-0.05357140173845848,1.5431804660198423,-0.1739211147873398,0.0,0.0,SG-slack
2.59,1.4309621996690407,-0.05359504851320618,1.4309621996690407,-0.05359504851320618,1.5421995181124177,-0.1739447615620875,0.0,0.0,SG-slack
2.6,1.4299860736138812,-0.05362010911203177,1.4299860736138812,-0.05362010911203177,1.5412233920572582,-0.17396982216091308,0.0,0.0,SG-slack
2.61,1.4290179172497415,-0.05364652937738529,1.4290179172497415,-0.05364652937738529,1.5402552356931185,-0.1739962424262666,0.0,0.0,SG-slack
2.62,1.428060809855055,-0.05367425362842873,1.428060809855055,-0.05367425362842873,1.539298128298432,-0.17402396667731004,0.0,0.0,SG-slack
2.63,1.4271177549951648,-0.053703224709545166,1.4271177549951648,-0.053703224709545166,1.5383550734385418,-0.17405293775842648,0.0,0.0,SG-slack
2.64,1.4261916735371227,-0.05373338403101857,1.4261916735371227,-0.05373338403101857,1.5374289919804998,-0.17408309707989988,0.0,0.0,SG-slack
2.65,1.4252853968599917,-0.05376467159780213,1.4252853968599917,-0.05376467159780213,1.5365227153033687,-0.17411438464668344,0.0,0.0,SG-slack
2.66,1.4244016603028098,-0.053797026033490486,1.4244016603028098,-0.053797026033490486,1.5356389787461868,-0.1741467390823718,0.0,0.0,SG-slack
2.67,1.4235430968653062,-0.053830384596129544,1.4235430968653062,-0.053830384596129544,1.5347804153086833,-0.17418009764501086,0.0,0.0,SG-slack
2.68,1.4227122312082736,-0.05386468319407778,1.4227122312082736,-0.05386468319407778,1.5339495496516506,-0.1742143962429591,0.0,0.0,SG-slack
2.69,1.421911473962371,-0.05389985639584599,1.421911473962371,-0.05389985639584599,1.533148792405748,-0.1742495694447273,0.0,0.0,SG-slack
2.7,1.4211431163909376,-0.05393583744528058,1.4211431163909376,-0.05393583744528058,1.5323804348343146,-0.1742855504941619,0.0,0.0,SG-slack
2.71,1.4204093254126875,-0.05397255827473804,1.4204093254126875,-0.05397255827473804,1.5316466438560645,-0.17432227132361935,0.0,0.0,SG-slack
2.72,1.4197121390201561,-0.054009949523030926,1.4197121390201561,-0.054009949523030926,1.5309494574635332,-0.17435966257191224,0.0,0.0,SG-slack
2.73,1.4190534621067354,-0.05404794056072512,1.4190534621067354,-0.05404794056072512,1.5302907805501125,-0.17439765360960643,0.0,0.0,SG-slack
2.74,1.4184350627223183,-0.05408645951847388,1.4184350627223183,-0.05408645951847388,1.5296723811656954,-0.1744361725673552,0.0,0.0,SG-slack
2.75,1.4178585687723693,-0.05412543332721584,1.4178585687723693,-0.05412543332721584,1.5290958872157463,-0.17447514637609715,0.0,0.0,SG-slack
2.76,1.4173254651748834,-0.054164787764723776,1.4173254651748834,-0.054164787764723776,1.5285627836182605,-0.1745145008136051,0.0,0.0,SG-slack
2.77,1.4168370914801416,-0.054204447512107345,1.4168370914801416,-0.054204447512107345,1.5280744099235186,-0.17455416056098866,0.0,0.0,SG-slack
2.78,1.4163946399729297,-0.05424433622573757,1.4163946399729297,-0.05424433622573757,1.5276319584163067,-0.17459404927461888,0.0,0.0,SG-slack
2.79,1.415999154247087,-0.0542843766146833,1.415999154247087,-0.0542843766146833,1.5272364726904641,-0.1746340896635646,0.0,0.0,SG-slack
2.8,1.4156515282660471,-0.054324490533646685,1.4156515282660471,-0.054324490533646685,1.5268888467094242,-0.174674203582528,0.0,0.0,SG-slack
2.81,1.4153525059104382,-0.05436459908935526,1.4153525059104382,-0.05436459908935526,1.5265898243538152,-0.17471431213823657,0.0,0.0,SG-slack
2.82,1.4151026809974985,-0.05440462275586003,1.4151026809974985,-0.05440462275586003,1.5263399994408755,-0.17475433580474134,0.0,0.0,SG-slack
2.83,1.4149024977890485,-0.05444448150695949,1.4149024977890485,-0.05444448150695949,1.5261398162324256,-0.1747941945558408,0.0,0.0,SG-slack
2.84,1.4147522519555782,-0.05448409495585804,1.4147522519555782,-0.05448409495585804,1.5259895703989552,-0.17483380800473936,0.0,0.0,SG-slack
2.85,1.41465209201397,-0.0545233825119853,1.41465209201397,-0.0545233825119853,1.525889410457347,-0.1748730955608666,0.0,0.0,SG-slack
2.86,1.4146020212008144,-0.05456226354392535,1.4146020212008144,-0.05456226354392535,1.5258393396441914,-0.17491197659280666,0.0,0.0,SG-slack
2.87,1.414601899793807,-0.05460065755780838,1.414601899793807,-0.05460065755780838,1.525839218237184,-0.1749503706066897,0.0,0.0,SG-slack
2.88,1.4146514478437762,-0.05463848438140753,1.4146514478437762,-0.05463848438140753,1.5258887662871532,-0.17498819743028884,0.0,0.0,SG-slack
2.89,1.414750248314651,-0.05467566435999344,1.414750248314651,-0.05467566435999344,1.525987566758028,-0.17502537740887475,0.0,0.0,SG-slack
2.9,1.4148977506076792,-0.05471211855776903,1.4148977506076792,-0.05471211855776903,1.5261350690510562,-0.17506183160665034,0.0,0.0,SG-slack
2.91,1.415093274449253,-0.05474776896760805,1.415093274449253,-0.05474776896760805,1.52633059289263,-0.17509748201648936,0.0,0.0,SG-slack
2.92,1.4153360141246334,-0.054782538723989416,1.4153360141246334,-0.054782538723989416,1.5265733325680104,-0.17513225177287073,0.0,0.0,SG-slack
2.93,1.4156250430268884,-0.054816352322105605,1.4156250430268884,-0.054816352322105605,1.5268623614702654,-0.17516606537098692,0.0,0.0,SG-slack
2.94,1.4159593185124346,-0.05484913583638365,1.4159593185124346,-0.05484913583638365,1.5271966369558116,-0.17519884888526496,0.0,0.0,SG-slack
2.95,1.4163376870193416,-0.05488081714379861,1.4163376870193416,-0.05488081714379861,1.5275750054627186,-0.17523053019267992,0.0,0.0,SG-slack
2.96,1.4167588894451817,-0.05491132614168942,1.4167588894451817,-0.05491132614168942,1.5279962078885587,-0.17526103919057073,0.0,0.0,SG-slack
2.97,1.417221566736942,-0.05494059496903014,1.417221566736942,-0.05494059496903014,1.5284588851803191,-0.17529030801791146,0.0,0.0,SG-slack
2.98,1.4177242656891675,-0.05496855821871499,1.4177242656891675,-0.05496855821871499,1.5289615841325446,-0.1753182712675963,0.0,0.0,SG-slack
2.99,1.418265444904452,-0.05499515314968595,1.418265444904452,-0.05499515314968595,1.529502763347829,-0.17534486619856726,0.0,0.0,SG-slack
3.0,1.4188434809082715,-0.05502031988790815,1.4188434809082715,-0.05502031988790815,1.5300807993516485,-0.17537003293678946,0.0,0.0,SG-slack
3.01,1.4194566743780712,-0.05504400162321374,1.4194566743780712,-0.05504400162321374,1.5306939928214482,-0.17539371467209505,0.0,0.0,SG-slack
3.02,1.4201032564699805,-0.055066144795039684,1.4201032564699805,-0.055066144795039684,1.5313405749133575,-0.175415857843921,0.0,0.0,SG-slack
3.03,1.4207813952169053,-0.05508669926726362,1.4207813952169053,-0.05508669926726362,1.5320187136602823,-0.17543641231614493,0.0,0.0,SG-slack
3.04,1.4214892019684016,-0.05510561849286802,1.4214892019684016,-0.05510561849286802,1.5327265204117786,-0.17545533154174933,0.0,0.0,SG-slack
3.05,1.4222247378571893,-0.05512285966396496,1.4222247378571893,-0.05512285966396496,1.5334620563005663,-0.17547257271284628,0.0,0.0,SG-slack
3.06,1.422986020259596,-0.05513838384958636,1.422986020259596,-0.05513838384958636,1.5342233387029731,-0.17548809689846767,0.0,0.0,SG-slack
3.07,1.4237710292366346,-0.05515215611759969,1.4237710292366346,-0.05515215611759969,1.5350083476800116,-0.175501869166481,0.0,0.0,SG-slack
3.08,1.4245777139266227,-0.055164145641963064,1.4245777139266227,-0.055164145641963064,1.5358150323699997,-0.17551385869084438,0.0,0.0,SG-slack
3.09,1.4254039988753822,-0.05517432579312023,1.4254039988753822,-0.05517432579312023,1.5366413173187592,-0.17552403884200155,0.0,0.0,SG-slack
3.1,1.4262477902795097,-0.055182674212610944,1.4262477902795097,-0.055182674212610944,1.5374851087228867,-0.17553238726149226,0.0,0.0,SG-slack
3.11,1.4271069821282976,-0.05518917286942682,1.4271069821282976,-0.05518917286942682,1.5383443005716746,-0.17553888591830813,0.0,0.0,SG-slack
3.12,1.4279794622246196,-0.055193808100582414,1.4279794622246196,-0.055193808100582414,1.5392167806679966,-0.17554352114946373,0.0,0.0,SG-slack
3.13,1.428863118070337,-0.055196570632274095,1.428863118070337,-0.055196570632274095,1.540100436513714,-0.1755462836811554,0.0,0.0,SG-slack
3.14,1.4297558426004568,-0.05519745558560868,1.4297558426004568,-0.05519745558560868,1.5409931610438339,-0.17554716863449,0.0,0.0,SG-slack
3.15,1.430655539753565,-0.05519646246262527,1.430655539753565,-0.05519646246262527,1.541892858196942,-0.17554617551150659,0.0,0.0,SG-slack
3.16,1.4315601298645253,-0.05519359511740518,1.4315601298645253,-0.05519359511740518,1.5427974483079023,-0.1755433081662865,0.0,0.0,SG-slack
3.17,1.4324675548707677,-0.055188861707845815,1.4324675548707677,-0.055188861707845815,1.5437048733141447,-0.17553857475672713,0.0,0.0,SG-slack
3.18,1.4333757833187837,-0.055182274633407497,1.4333757833187837,-0.055182274633407497,1.5446131017621607,-0.1755319876822888,0.0,0.0,SG-slack
3.19,1.4342828151662483,-0.05517385045405043,1.4342828151662483,-0.05517385045405043,1.5455201336096254,-0.17552356350293175,0.0,0.0,SG-slack
3.2,1.4351866863673788,-0.05516360979699078,1.4351866863673788,-0.05516360979699078,1.5464240048107558,-0.1755133228458721,0.0,0.0,SG-slack
3.21,1.436085473240327,-0.05515157724519093,1.436085473240327,-0.05515157724519093,1.547322791683704,-0.17550129029407224,0.0,0.0,SG-slack
3.22,1.4369772966052432,-0.055137781215767984,1.4369772966052432,-0.055137781215767984,1.5482146150486202,-0.1754874942646493,0.0,0.0,SG-slack
3.23,1.437860325695371,-0.05512225382135935,1.437860325695371,-0.05512225382135935,1.549097644138748,-0.17547196687024066,0.0,0.0,SG-slack
3.24,1.438732781830202,-0.055105030723369364,1.438732781830202,-0.055105030723369364,1.549970100273579,-0.17545474377225068,0.0,0.0,SG-slack
3.25,1.4395929418569542,-0.05508615096985542,1.4395929418569542,-0.05508615096985542,1.5508302603003312,-0.17543586401873673,0.0,0.0,SG-slack
3.26,1.4404391413491537,-0.055065656827512244,1.4404391413491537,-0.055065656827512244,1.5516764597925308,-0.17541536987639356,0.0,0.0,SG-slack
3.27,1.441269777572354,-0.05504359360018912,1.441269777572354,-0.05504359360018912,1.552507096015731,-0.17539330664907044,0.0,0.0,SG-slack
3.28,1.442083312205758,-0.05502000944351024,1.442083312205758,-0.05502000944351024,1.553320630649135,-0.17536972249239155,0.0,0.0,SG-slack
3.29,1.4428782738326997,-0.054994955168311266,1.4428782738326997,-0.054994955168311266,1.5541155922760768,-0.17534466821719258,0.0,0.0,SG-slack
3.3,1.4436532601892056,-0.05496848404233337,1.4436532601892056,-0.05496848404233337,1.5548905786325826,-0.17531819709121468,0.0,0.0,SG-slack
3.31,1.4444069401849684,-0.05494065158319991,1.4444069401849684,-0.05494065158319991,1.5556442586283454,-0.17529036463208122,0.0,0.0,SG-slack
3.32,1.4451380556889908,-0.05491151535077429,1.4451380556889908,-0.05491151535077429,1.5563753741323678,-0.1752612283996556,0.0,0.0,SG-slack
3.33,1.4458454230916136,-0.05488113473449857,1.4458454230916136,-0.05488113473449857,1.5570827415349906,-0.17523084778337988,0.0,0.0,SG-slack
3.34,1.4465279346402322,-0.054849570740962084,1.4465279346402322,-0.054849570740962084,1.5577652530836092,-0.1751992837898434,0.0,0.0,SG-slack
3.35,1.4471845595587685,-0.05481688577920543,1.4471845595587685,-0.05481688577920543,1.5584218780021455,-0.17516659882808674,0.0,0.0,SG-slack
3.36,1.4478143449498413,-0.05478314344798063,1.4478143449498413,-0.05478314344798063,1.5590516633932183,-0.17513285649686194,0.0,0.0,SG-slack
3.37,1.4484164164904807,-0.054748408322599806,1.4484164164904807,-0.054748408322599806,1.5596537349338577,-0.17509812137148112,0.0,0.0,SG-slack
3.38,1.448989978920351,-0.05471274574599197,1.448989978920351,-0.05471274574599197,1.5602272973637281,-0.17506245879487328,0.0,0.0,SG-slack
3.39,1.449534316334642,-0.05467622162065777,1.449534316334642,-0.05467622162065777,1.560771634778019,-0.17502593466953908,0.0,0.0,SG-slack
3.4,1.4500487922818037,-0.054638902206580714,1.4500487922818037,-0.054638902206580714,1.5612861107251808,-0.17498861525546203,0.0,0.0,SG-slack
3.41,1.4505328496738228,-0.05460085392196834,1.4505328496738228,-0.05460085392196834,1.5617701681171998,-0.17495056697084965,0.0,0.0,SG-slack
3.42,1.450986010518988,-0.0545621431508824,1.450986010518988,-0.0545621431508824,1.562223328962365,-0.1749118561997637,0.0,0.0,SG-slack
3.43,1.4514078754737036,-0.05452283605509817,1.4514078754737036,-0.05452283605509817,1.5626451939170807,-0.17487254910397948,0.0,0.0,SG-slack
3.44,1.4517981232325872,-0.05448299839456469,1.4517981232325872,-0.05448299839456469,1.5630354416759642,-0.174832711443446,0.0,0.0,SG-slack
3.45,1.4521565097490206,-0.05444269535237817,1.4521565097490206,-0.05444269535237817,1.5633938281923976,-0.17479240840125948,0.0,0.0,SG-slack
3.46,1.4524828673064611,-0.05440199137002277,1.4524828673064611,-0.05440199137002277,1.5637201857498382,-0.17475170441890409,0.0,0.0,SG-slack
3.47,1.452777103432988,-0.05436094998728258,1.452777103432988,-0.05436094998728258,1.564014421876365,-0.1747106630361639,0.0,0.0,SG-slack
3.48,1.4530391996791072,-0.0543196336940624,1.4530391996791072,-0.0543196336940624,1.5642765181224842,-0.1746693467429437,0.0,0.0,SG-slack
3.49,1.453269210251232,-0.05427810378618783,1.453269210251232,-0.05427810378618783,1.564506528694609,-0.17462781683506914,0.0,0.0,SG-slack
3.5,1.453467260521505,-0.05423642023475636,1.453467260521505,-0.05423642023475636,1.5647045789648821,-0.17458613328363767,0.0,0.0,SG-slack
3.51,1.4536335454057883,-0.054194641559597495,1.4536335454057883,-0.054194641559597495,1.5648708638491653,-0.1745443546084788,0.0,0.0,SG-slack
3.52,1.4537683276289655,-0.05415282471528893,1.4537683276289655,-0.05415282471528893,1.5650056460723425,-0.17450253776417024,0.0,0.0,SG-slack
3.53,1.4538719358737526,-0.05411102498393158,1.4538719358737526,-0.05411102498393158,1.5651092543171297,-0.1744607380328129,0.0,0.0,SG-slack
3.54,1.4539447628248927,-0.054069295877412216,1.4539447628248927,-0.054069295877412216,1.5651820812682697,-0.17441900892629353,0.0,0.0,SG-slack
3.55,1.4539872631146078,-0.05402768904930763,1.4539872631146078,-0.05402768904930763,1.5652245815579848,-0.17437740209818894,0.0,0.0,SG-slack
3.56,1.453999951169804,-0.05398625421408168,1.453999951169804,-0.05398625421408168,1.565237269613181,-0.174335967262963,0.0,0.0,SG-slack
3.57,1.4539833989763518,-0.053945039076675444,1.4539833989763518,-0.053945039076675444,1.5652207174197288,-0.17429475212555676,0.0,0.0,SG-slack
3.58,1.4539382337559257,-0.05390408926874729,1.4539382337559257,-0.05390408926874729,1.5651755521993027,-0.1742538023176286,0.0,0.0,SG-slack
