t_s,delta_rad
1.08,-0.050185322251622005
1.09,-0.050435434185063244
1.1,-0.05067678124897537
1.11,-0.050908344428552854
1.12,-0.05112918249578455
1.13,-0.05133844043246152
1.14,-0.05153535667257358
1.15,-0.05171926912978409
1.16,-0.05188962002013171
1.17,-0.05204595947128686
1.18,-0.05218794794471328
1.19,-0.05231535749454593
1.2,-0.052428071895009094
1.21,-0.05252608569476945
1.22,-0.05260950223412423
1.23,-0.05267853070231155
1.24,-0.05273348229151277
1.25,-0.05277476552480587
1.26,-0.05280288083218466
1.27,-0.052818414460870385
1.28,-0.05282203179341761
1.29,-0.052814470169690986
1.3,-0.05279653129213082
1.31,-0.05276907330049822
1.32,-0.05273300260622757
1.33,-0.052689265564591234
1.34,-0.05263884007230935
1.35,-0.052582727164446834
1.36,-0.052521942690746136
1.37,-0.05245750914042154
1.38,-0.05239044768368908
1.39,-0.05232177049220915
1.4,-0.052252473396535846
1.41,-0.05218352893012084
1.42,-0.052115879809234836
1.43,-0.05205043288410498
1.44,-0.05198805360109606
1.45,-0.05192956099682363
1.46,-0.051875723254001554
1.47,-0.05182725382592867
1.48,-0.05178480814922228
1.49,-0.05174898093871599
1.5,-0.05172030407410231
1.51,-0.051699245060567646
1.52,-0.05168620606359604
1.53,-0.051681523490349116
1.54,-0.051685468108162026
1.55,-0.05169824566782794
1.56,-0.051719998007216245
1.57,-0.05175080460780627
1.58,-0.05179068456286558
1.59,-0.051839598931917204
1.6,-0.051897453434302646
1.61,-0.051964101451530784
1.62,-0.052039347293968675
1.63,-0.05212294969237494
1.64,-0.05221462547797876
1.65,-0.05231405340504207
1.66,-0.052420878082674614
1.67,-0.05253471397333495
1.68,-0.05265514942262297
1.69,-0.05278175068573173
1.7,-0.05291406591453017
1.71,-0.05305162907518853
1.72,-0.053193963766801015
1.73,-0.05334058691267064
1.74,-0.05349101230087891
1.75,-0.05364475395121271
1.76,-0.05380132928962673
1.77,-0.05396026211326317
1.78,-0.054121085332254765
1.79,-0.0542833434774813
1.8,-0.05444659496519943
1.81,-0.05461041411371187
1.82,-0.054774392907799944
1.83,-0.054938142511445354
1.84,-0.05510129452912959
1.85,-0.05526350202104783
1.86,-0.05542444027662123
1.87,-0.055583807355776775
1.88,-0.05574132440592527
1.89,-0.05589673576729617
1.9,-0.05604980887806985
1.91,-0.0562003339931278
1.92,-0.05634812373231636
1.93,-0.05649301247103551
1.94,-0.05663485559280645
1.95,-0.05677352861642937
1.96,-0.056908926218246586
1.97,-0.05704096116266941
1.98,-0.057169563161094214
1.99,-0.057294677672372424
2.0,-0.057416264663891575
2.01,-0.05753429734598682
2.02,-0.057648760896628154
2.03,-0.05775965118943816
2.04,-0.0578669735377862
2.05,-0.057970741468516475
2.06,-0.058070975534911286
2.07,-0.05816770218042394
2.08,-0.05826095266093748
2.09,-0.05835076203439475
2.1,-0.05843716822362373
2.11,-0.058520211158481
2.12,-0.058599932001150656
2.13,-0.0586763724580818
2.14,-0.058749574180412344
2.15,-0.0588195782539454
2.16,-0.058886424778519915
2.17,-0.058950152535843056
2.18,-0.05901079874362572
2.19,-0.05906839889341845
2.2,-0.05912298666836013
2.21,-0.05917459393660592
2.22,-0.059223250815614484
2.23,-0.059268985801592844
2.24,-0.05931182595846159
2.25,-0.05935179715983939
2.26,-0.05938892437758241
2.27,-0.05942323201003894
2.28,-0.05945474424316558
2.29,-0.05948348543749229
2.3,-0.059509480534016494
2.31,-0.05953275547223284
2.32,-0.05955333761351843
2.33,-0.05957125616358504
2.34,-0.05958654258756062
2.35,-0.05959923101223295
2.36,-0.05960935860950015
2.37,-0.059616965956521134
2.38,-0.059622097367354465
2.39,-0.0596248011925872
2.4,-0.059625130082671965
2.41,-0.0596231412124836
2.42,-0.05961889646387116
2.43,-0.059612462564704816
2.44,-0.059603911182448614
2.45,-0.05959331897146181
2.46,-0.05958076757341679
2.47,-0.05956634357094985
2.48,-0.059550138394790855
2.49,-0.05953224818549415
2.5,-0.059512773611167
2.51,-0.059491819642536345
2.52,-0.059469495288152104
2.53,-0.05944591329143685
2.54,-0.05942118979305132
2.55,-0.059395443960947196
2.56,-0.05936879759194131
2.57,-0.059341374687732165
2.58,-0.05931330100938072
2.59,-0.059284703613596626
2.6,-0.05925571037487466
2.61,-0.059226449497091625
2.62,-0.059197049018501265
2.63,-0.059167636313824525
2.64,-0.059138337597208365
2.65,-0.05910927742955812
2.66,-0.0590805782339478
2.67,-0.05905235982212121
2.68,-0.05902473893567099
2.69,-0.05899782880436144
2.7,-0.05897173872492714
2.71,-0.05894657366230164
2.72,-0.05892243387599838
2.73,-0.05889941457344893
2.74,-0.058877605592129865
2.75,-0.05885709111197145
2.76,-0.058837949399338195
2.77,-0.05882025258330898
2.78,-0.0588040664654717
2.79,-0.05878945036297366
2.8,-0.05877645698549545
2.81,-0.05876513234610733
2.82,-0.05875551570510729
2.83,-0.058747639547281696
2.84,-0.058741529590665
2.85,-0.05873720482708699
2.86,-0.05873467759213201
2.87,-0.058733953664420885
2.88,-0.05873503239172761
2.89,-0.058737906843024726
2.9,-0.058742563984516
2.91,-0.05874898487785245
2.92,-0.05875714489881718
2.93,-0.058767013974194655
2.94,-0.058778556835507485
2.95,-0.05879173328676262
2.96,-0.05880649848515358
2.97,-0.05882280323175849
2.98,-0.058840594271201696
2.99,-0.058859814597487695
3.0,-0.05888040376486623
3.01,-0.05890229820130193
3.02,-0.0589254315231639
3.03,-0.05894973484939681
3.04,-0.058975137113401375
3.05,-0.05900156537147035
3.06,-0.059028945106037005
3.07,-0.05905720052279695
3.08,-0.05908625484026417
3.09,-0.05911603057093424
3.1,-0.059146449792965024
3.11,-0.05917743441166539
3.12,-0.059208906410030446
3.13,-0.05924078808778053
3.14,-0.05927300228838236
3.15,-0.059305472613757945
3.16,-0.05933812362631513
3.17,-0.059370881038274446
3.18,-0.05940367188804549
3.19,-0.059436424703874856
3.2,-0.05946906965464277
3.21,-0.059501538688213035
3.22,-0.059533765657328576
3.23,-0.059565686433626495
3.24,-0.059597239009822105
3.25,-0.059628363590802314
3.26,-0.05965900267369436
3.27,-0.05968910111778265
3.28,-0.05971860620434725
3.29,-0.05974746768738102
3.3,-0.059775637835263434
3.31,-0.05980307146435714
3.32,-0.05982972596468616
3.33,-0.059855561318518415
3.34,-0.05988054011214648
3.35,-0.05990462754157045
3.36,-0.05992779141237829
3.37,-0.05995000213448531
3.38,-0.05997123271197109
3.39,-0.059991458728643185
3.4,-0.06001065832953977
3.41,-0.06002881219878492
3.42,-0.06004590353425058
3.43,-0.0600619180190138
3.44,-0.060076843790287555
3.45,-0.06009067140560798
3.46,-0.060103393806927245
3.47,-0.06011500628233644
3.48,-0.06012550642600447
3.49,-0.06013489409599875
3.5,-0.06014317137054212
3.51,-0.0601503425023068
3.52,-0.06015641387120492
3.53,-0.06016139393538451
3.54,-0.060165293180624205
3.55,-0.06016812406811562
3.56,-0.060169900980439006
3.57,-0.0601706401660131
3.58,-0.0601703596816444
3.59,-0.06016907933348615
3.6,-0.06016682061603077
3.61,-0.06016360664945207
3.62,-0.060159462114926024
3.63,-0.06015441318820154
3.64,-0.06014848747120612
3.65,-0.06014171392174809
3.66,-0.06013412278138239
3.67,-0.06012574550131784
3.68,-0.06011661466652758
3.69,-0.060106763918036564
3.7,-0.06009622787346834
3.71,-0.06008504204591818
3.72,-0.06007324276125587
3.73,-0.06006086707395353
3.74,-0.060047952681580696
3.75,-0.06003453783807396
3.76,-0.060020661265993105
3.77,-0.06000636206785943
3.78,-0.05999167963683408
3.79,-0.059976653566879076
3.8,-0.059961323562644234
3.81,-0.05994572934928155
3.82,-0.05992991058241952
3.83,-0.05991390675854318
3.84,-0.059897757126001885
3.85,-0.059881500596932875
3.86,-0.05986517566029182
3.87,-0.05984882029631731
3.88,-0.059832471892601866
3.89,-0.05981616716209904
3.9,-0.059799942063255736
3.91,-0.059783831722517645
3.92,-0.0597678703595182
3.93,-0.05975209121504076
3.94,-0.05973652648214277
3.95,-0.05972120724046805
3.96,-0.059706163394140775
3.97,-0.059691423613211614
3.98,-0.05967701527905186
3.99,-0.0596629644336146
4.0,-0.05964929573294384
4.01,-0.05963603240480465
4.02,-0.05962319621079509
4.03,-0.05961080741276941
4.04,-0.059598884743902465
4.05,-0.05958744538417872
4.06,-0.0595765049406056
4.07,-0.05956607743195078
4.08,-0.059556175278088735
4.09,-0.05954680929401819
4.1,-0.05953798868829602
4.11,-0.05952972106610662
4.12,-0.05952201243662267
4.13,-0.05951486722480246
4.14,-0.059508288287378044
4.15,-0.059502276932921906
4.16,-0.05949683294600643
4.17,-0.05949195461507407
4.18,-0.05948763876412852
4.19,-0.05948388078783545
4.2,-0.059480674690082336
4.21,-0.05947801312559709
4.22,-0.05947588744466226
4.23,-0.05947428774049058
4.24,-0.05947320289929941
4.25,-0.059472620652637975
4.26,-0.059472527632001074
4.27,-0.05947290942527
4.28,-0.059473750635007205
4.29,-0.059475034938166096
4.3,-0.05947674514720528
4.31,-0.05947886327222169
4.32,-0.05948137058402452
4.33,-0.059484247677867495
4.34,-0.059487474537645066
4.35,-0.05949103060040701
4.36,-0.0594948948209097
4.37,-0.059499045736099064
4.38,-0.05950346152929245
4.39,-0.05950812009390007
4.4,-0.05951299909652113
4.41,-0.059518076039247476
4.42,-0.05952332832102344
4.43,-0.059528733297915117
4.44,-0.05953426834216062
4.45,-0.05953991089985515
4.46,-0.05954563854716478
4.47,-0.05955142904495272
4.48,-0.05955726039170643
4.49,-0.059563110874689504
4.5,-0.0595689591191988
4.51,-0.05957478413589264
4.52,-0.05958056536606305
4.53,-0.05958628272485298
4.54,-0.05959191664229286
4.55,-0.05959744810218845
4.56,-0.05960285867872318
4.57,-0.05960813057085852
4.58,-0.05961324663437654
4.59,-0.05961819041167615
4.6,-0.05962294615917928
4.61,-0.05962749887245762
4.62,-0.05963183430900621
4.63,-0.05963593900866596
4.64,-0.05963980031177465
4.65,-0.05964340637494188
4.66,-0.059646746184618384
4.67,-0.05964980956831554
4.68,-0.059652587203672516
4.69,-0.05965507062524073
4.7,-0.059657252229169865
4.71,-0.05965912527568702
4.72,-0.05966068388958106
4.73,-0.05966192305854633
4.74,-0.05966283862961848
4.75,-0.05966342730359549
4.76,-0.05966368662763938
4.77,-0.05966361498597028
4.78,-0.05966321158886319
4.79,-0.059662476459865006
4.8,-0.05966141042139592
4.81,-0.05966001507877111
4.82,-0.05965829280265688
4.83,-0.05965624671013395
4.84,-0.059653880644314206
4.85,-0.059651199152699494
4.86,-0.05964820746425171
4.87,-0.05964491146531335
4.88,-0.05964131767444324
4.89,-0.05963743321618765
4.9,-0.05963326579395513
4.91,-0.05962882366197392
4.92,-0.059624115596479725
4.93,-0.0596191508661875
4.94,-0.05961393920208711
4.95,-0.059608490766720416
4.96,-0.05960281612292272
4.97,-0.05959692620219811
4.98,-0.05959083227271922
4.99,-0.05958454590710346
5.0,-0.05957807894998403
5.01,-0.05957144348548489
5.02,-0.05956465180467033
5.03,-0.05955771637302407
5.04,-0.05955064979806151
5.05,-0.05954346479711511
5.06,-0.059536174165394556
5.07,-0.05952879074436464
5.08,-0.0595213273905286
5.09,-0.059513796944671835
5.1,-0.05950621220163336
5.11,-0.059498585880675366
5.12,-0.05949093059649468
5.13,-0.05948325883095909
5.14,-0.0594755829055944
5.15,-0.05946791495491014
5.16,-0.059460266900581815
5.17,-0.05945265042657294
5.18,-0.059445076955200106
5.19,-0.059437557624237566
5.2,-0.0594301032650435
5.21,-0.05942272438180551
5.22,-0.059415431131876376
5.23,-0.05940823330729307
5.24,-0.05940114031745139
5.25,-0.05939416117301255
5.26,-0.05938730447101175
5.27,-0.0593805783812324
5.28,-0.05937399063382429
5.29,-0.05936754850821569
5.3,-0.05936125882327256
5.31,-0.05935512792877878
5.32,-0.05934916169816126
5.33,-0.0593433655225414
5.34,-0.0593377443060331
5.35,-0.059332302462319304
5.36,-0.05932704391249882
5.37,-0.059321972084158694
5.38,-0.05931708991168502
5.39,-0.059312399837770875
5.4,-0.0593079038161262
5.41,-0.059303603315319725
5.42,-0.05929949932375569
5.43,-0.05929559235576228
5.44,-0.05929188245872981
5.45,-0.05928836922127332
5.46,-0.059285051782407054
5.47,-0.05928192884163756
5.48,-0.05927899866999928
5.49,-0.059276259121936285
5.5,-0.059273707648000766
5.51,-0.05927134130835096
5.52,-0.05926915678694731
5.53,-0.05926715040644863
5.54,-0.05926531814374062
5.55,-0.059263655646021214
5.56,-0.05926215824744623
5.57,-0.05926082098622253
5.58,-0.059259638622158585
5.59,-0.059258605654561536
5.6,-0.059257716340483435
5.61,-0.05925696471321606
5.62,-0.05925634460102936
5.63,-0.05925584964605484
5.64,-0.05925547332330963
5.65,-0.059255208959780765
5.66,-0.059255049753525114
5.67,-0.0592549887927505
5.68,-0.05925501907481684
5.69,-0.05925513352511563
5.7,-0.05925532501578754
5.71,-0.059255586384227454
5.72,-0.059255910451336255
5.73,-0.05925629003948214
5.74,-0.05925671799012898
5.75,-0.05925718718109882
5.76,-0.05925769054342313
5.77,-0.05925822107775661
5.78,-0.05925877187032075
5.79,-0.059259336108344426
5.8,-0.05925990709496933
5.81,-0.05926047826359715
5.82,-0.0592610431916591
5.83,-0.05926159561377083
5.84,-0.0592621294342693
5.85,-0.059262638739088325
5.86,-0.05926311780698907
5.87,-0.05926356112009037
5.88,-0.059263963373730265
5.89,-0.0592643194856001
5.9,-0.059264624604189714
5.91,-0.059264874116490014
5.92,-0.05926506365498774
5.93,-0.05926518910391824
5.94,-0.059265246604803756
5.95,-0.05926523256123905
5.96,-0.05926514364297087
5.97,-0.05926497678923472
5.98,-0.05926472921138492
5.99,-0.05926439839480512
6.0,-0.05926398210011167
6.01,-0.05926347836367858
6.02,-0.05926288549745455
6.03,-0.05926220208813805
6.04,-0.05926142699567362
6.05,-0.05926055935112983
6.06,-0.05925959855393383
6.07,-0.05925854426852084
6.08,-0.05925739642038789
6.09,-0.05925615519158094
6.1,-0.05925482101564612
6.11,-0.059253394572055654
6.12,-0.05925187678013144
6.13,-0.05925026879249837
6.14,-0.0592485719880909
6.15,-0.0592467879647259
6.16,-0.05924491853127644
6.17,-0.059242965699482786
6.18,-0.05924093167540026
6.19,-0.05923881885053992
6.2,-0.059236629792714574
6.21,-0.059234367236608555
6.22,-0.05923203407412116
6.23,-0.05922963334449515
6.24,-0.05922716822425772
6.25,-0.059224642017017215
6.26,-0.05922205814311863
6.27,-0.059219420129205606
6.28,-0.05921673159770838
6.29,-0.059213996256281924
6.3,-0.059211217887225526
6.31,-0.059208400336904214
6.32,-0.05920554750520193
6.33,-0.05920266333503386
6.34,-0.05919975180193269
6.35,-0.05919681690374256
6.36,-0.05919386265043786
6.37,-0.05919089305408897
6.38,-0.059187912119002366
6.39,-0.05918492383204973
6.4,-0.05918193215320866
6.41,-0.0591789410063363
6.42,-0.05917595427018912
6.43,-0.05917297576970888
6.44,-0.05917000926759535
6.45,-0.05916705845616988
6.46,-0.059164126949562974
6.47,-0.05916121827621433
6.48,-0.0591583358717261
6.49,-0.05915548307205182
6.5,-0.05915266310705933
6.51,-0.05914987909445275
6.52,-0.05914713403408136
6.53,-0.05914443080262727
6.54,-0.05914177214868988
6.55,-0.05913916068826416
6.56,-0.05913659890061994
6.57,-0.059134089124589215
6.58,-0.059131633555251834
6.59,-0.05912923424103693
6.6,-0.05912689308122471
6.61,-0.05912461182385812
6.62,-0.059122392064058206
6.63,-0.059120235242735096
6.64,-0.0591181426457068
6.65,-0.05911611540320066
6.66,-0.05911415448975049
6.67,-0.05911226072446537
6.68,-0.05911043477167894
6.69,-0.05910867714196149
6.7,-0.05910698819348278
6.71,-0.059105368133732836
6.72,-0.05910381702157143
6.73,-0.059102334769603304
6.74,-0.05910092114687416
6.75,-0.05909957578185955
6.76,-0.0590982981657525
6.77,-0.059097087656018524
6.78,-0.05909594348022704
6.79,-0.05909486474011836
6.8,-0.05909385041590747
6.81,-0.059092899370823106
6.82,-0.05909201035583045
6.83,-0.05909118201455957
6.84,-0.05909041288840215
6.85,-0.05908970142176676
6.86,-0.05908904596748493
6.87,-0.05908844479233722
6.88,-0.059087896082695164
6.89,-0.059087397950260016
6.9,-0.05908694843788179
6.91,-0.05908654552544209
6.92,-0.05908618713578872
6.93,-0.059085871140704606
6.94,-0.05908559536689292
6.95,-0.05908535760196811
6.96,-0.05908515560043852
6.97,-0.05908498708966124
6.98,-0.05908484977575738
6.99,-0.059084741349476215
7.0,-0.05908465949199094
7.01,-0.059084601880619536
7.02,-0.059084566194450135
7.03,-0.05908455011986283
7.04,-0.05908455135593384
7.05,-0.05908456761971795
7.06,-0.059084596651389217
7.07,-0.05908463621923642
7.08,-0.05908468412450123
7.09,-0.05908473820604669
7.1,-0.05908479634485775
7.11,-0.0590848564683502
7.12,-0.05908491655450068
7.13,-0.059084974635769984
7.14,-0.059085028802830675
7.15,-0.05908507720808547
7.16,-0.05908511806896634
7.17,-0.05908514967102314
7.18,-0.059085170370792826
7.19,-0.059085178598439446
7.2,-0.0590851728601649
7.21,-0.059085151740401416
7.22,-0.05908511390376598
7.23,-0.05908505809678794
7.24,-0.05908498314940686
7.25,-0.059084887976237996
7.26,-0.05908477157760827
7.27,-0.05908463304037081
7.28,-0.05908447153848908
7.29,-0.05908428633339302
7.3,-0.059084076774128774
7.31,-0.05908384229728261
7.32,-0.059083582426696354
7.33,-0.059083296772973366
7.34,-0.059082985032783045
7.35,-0.059082646987967294
7.36,-0.05908228250445963
7.37,-0.05908189153101074
7.38,-0.05908147409773972
7.39,-0.059081030314515726
7.4,-0.0590805603691677
7.41,-0.05908006452554128
7.42,-0.05907954312139819
7.43,-0.05907899656618447
7.44,-0.059078425338654504
7.45,-0.059077829984372165
7.46,-0.05907721111309084
7.47,-0.05907656939602696
7.48,-0.05907590556303152
7.49,-0.05907522039966862
7.5,-0.05907451474420992
7.51,-0.05907378948455692
7.52,-0.0590730455550966
7.53,-0.059072283933493376
7.54,-0.05907150563744302
7.55,-0.05907071172137867
7.56,-0.05906990327315155
7.57,-0.05906908141068575
7.58,-0.05906824727862236
7.59,-0.05906740204495722
7.6,-0.05906654689767753
7.61,-0.05906568304141866
7.62,-0.05906481169413088
7.63,-0.059063934083778066
7.64,-0.05906305144506914
7.65,-0.05906216501623344
7.66,-0.05906127603584439
7.67,-0.05906038573969381
7.68,-0.05905949535773651
7.69,-0.05905860611109957
7.7,-0.05905771920916518
7.71,-0.05905683584673558
7.72,-0.05905595720128588
7.73,-0.059055084430303224
7.74,-0.05905421866872848
7.75,-0.0590533610264955
7.76,-0.059052512586169524
7.77,-0.05905167440070546
7.78,-0.05905084749130832
7.79,-0.05905003284541518
7.8,-0.05904923141479419
7.81,-0.05904844411376276
7.82,-0.05904767181753014
7.83,-0.05904691536066389
7.84,-0.05904617553568335
7.85,-0.05904545309178164
7.86,-0.0590447487336748
7.87,-0.05904406312058128
7.88,-0.05904339686533192
7.89,-0.05904275053360333
7.9,-0.05904212464328266
7.91,-0.059041519663964544
7.92,-0.05904093601657266
7.93,-0.059040374073103245
7.94,-0.05903983415649587
7.95,-0.0590393165406265
7.96,-0.059038821450419526
7.97,-0.05903834906208202
7.98,-0.059037899503441855
7.99,-0.05903747285440842
8.0,-0.05903706914753943
8.01,-0.059036688368711246
8.02,-0.05903633045789462
8.03,-0.059035995310027144
8.04,-0.05903568277597864
8.05,-0.05903539266361255
8.06,-0.059035124738928156
8.07,-0.05903487872728761
8.08,-0.05903465431472065
8.09,-0.05903445114930333
8.1,-0.05903426884260085
8.11,-0.059034106971180327
8.12,-0.059033965078179436
8.13,-0.059033842674930254
8.14,-0.059033739242628405
8.15,-0.05903365423405286
8.16,-0.05903358707531911
8.17,-0.059033537167673164
8.18,-0.059033503889307504
8.19,-0.0590334865972077
8.2,-0.059033484629014026
8.21,-0.05903349730490163
8.22,-0.059033523929466515
8.23,-0.05903356379361894
8.24,-0.05903361617647991
8.25,-0.05903368034726612
8.26,-0.059033755567171914
8.27,-0.05903384109123493
8.28,-0.05903393617018539
8.29,-0.05903404005227853
8.3,-0.05903415198509068
8.31,-0.05903427121729148
8.32,-0.05903439700038427
8.33,-0.05903452859040775
8.34,-0.05903466524959415
8.35,-0.059034806247988146
8.36,-0.05903495086501323
8.37,-0.05903509839099186
8.38,-0.0590352481286121
8.39,-0.05903539939433798
8.4,-0.059035551519759956
8.41,-0.05903570385288815
8.42,-0.059035855759381466
8.43,-0.059036006623713444
8.44,-0.05903615585026903
8.45,-0.05903630286437847
8.46,-0.05903644711327741
8.47,-0.05903658806700069
8.48,-0.059036725219205374
8.49,-0.059036858087917
8.5,-0.05903698621621089
8.51,-0.05903710917281233
8.52,-0.05903722655263534
8.53,-0.05903733797723678
8.54,-0.05903744309520463
8.55,-0.05903754158247022
8.56,-0.05903763314255526
8.57,-0.05903771750674115
8.58,-0.05903779443416817
8.59,-0.059037863711867734
8.6,-0.0590379251547285
8.61,-0.059037978605390784
8.62,-0.05903802393407816
8.63,-0.05903806103836583
8.64,-0.05903808984288588
8.65,-0.05903811029897158
8.66,-0.05903812238424449
8.67,-0.05903812610214559
8.68,-0.05903812148140874
8.69,-0.0590381085754889
8.7,-0.059038087461934494
8.71,-0.05903805824171281
8.72,-0.05903802103849585
8.73,-0.05903797599789857
8.74,-0.05903792328667839
8.75,-0.059037863091901316
8.76,-0.05903779562007064
8.77,-0.059037721096223315
8.78,-0.05903763976300068
8.79,-0.05903755187968989
8.8,-0.05903745772124453
8.81,-0.05903735757728602
8.82,-0.05903725175108267
8.83,-0.059037140558516776
8.84,-0.05903702432703856
8.85,-0.05903690339461392
8.86,-0.05903677810866116
8.87,-0.05903664882498791
8.88,-0.059036515906723874
8.89,-0.059036379723256316
8.9,-0.059036240649170006
8.91,-0.0590360990631921
8.92,-0.05903595534714763
8.93,-0.05903580988492572
8.94,-0.05903566306145841
8.95,-0.05903551526171672
8.96,-0.059035366869724874
8.97,-0.05903521826759237
8.98,-0.059035069834571144
8.99,-0.05903492194613765
9.0,-0.05903477497309541
9.01,-0.05903462928070936
9.02,-0.059034485227868715
9.03,-0.05903434316628032
9.04,-0.05903420343969546
9.05,-0.05903406638316624
9.06,-0.05903393232234095
9.07,-0.059033801572791915
9.08,-0.0590336744393868
9.09,-0.0590335512156839
9.1,-0.05903343218338186
9.11,-0.059033317611796
9.12,-0.0590332077573831
9.13,-0.05903310286330217
9.14,-0.05903300315901329
9.15,-0.05903290885992079
9.16,-0.05903282016706142
9.17,-0.059032737266822635
9.18,-0.05903266033071038
9.19,-0.059032589515156955
9.2,-0.05903252496136498
9.21,-0.0590324667951924
9.22,-0.05903241512708443
9.23,-0.05903237005203585
9.24,-0.05903233164959305
9.25,-0.059032299983900235
9.26,-0.05903227510377563
9.27,-0.05903225704282956
9.28,-0.05903224581961229
9.29,-0.05903224143780085
9.3,-0.05903224388641578
9.31,-0.059032253140074084
9.32,-0.05903226915926857
9.33,-0.05903229189068038
9.34,-0.05903232126752032
9.35,-0.059032357209892763
9.36,-0.05903239962518769
9.37,-0.05903244840850132
9.38,-0.05903250344307401
9.39,-0.05903256460075134
9.4,-0.05903263174246273
9.41,-0.059032704718726604
9.42,-0.05903278337016257
9.43,-0.0590328675280258
9.44,-0.05903295701474978
9.45,-0.05903305164450519
9.46,-0.059033151223767004
9.47,-0.05903325555189445
9.48,-0.059033364421714085
9.49,-0.05903347762010691
9.5,-0.05903359492860777
9.51,-0.05903371612399965
9.52,-0.059033840978914315
9.53,-0.05903396926242991
9.54,-0.05903410074066833
9.55,-0.0590342351773904
9.56,-0.059034372334584057
9.57,-0.05903451197304834
9.58,-0.059034653852970013
9.59,-0.05903479773448969
9.6,-0.059034943378262754
9.61,-0.059035090546005614
9.62,-0.059035239001031255
9.63,-0.05903538850877182
9.64,-0.05903553883728761
9.65,-0.05903568975776014
9.66,-0.059035841044966314
9.67,-0.05903599247774089
9.68,-0.059036143839420525
9.69,-0.0590362949182664
9.7,-0.05903644550786689
9.71,-0.05903659540752479
9.72,-0.05903674442262043
9.73,-0.059036892364954754
9.74,-0.05903703905307234
9.75,-0.059037184312559714
9.76,-0.05903732797632401
9.77,-0.05903746988484773
9.78,-0.05903760988642144
9.79,-0.05903774783735169
9.8,-0.05903788360215127
9.81,-0.059038017053700514
9.82,-0.05903814807338631
9.83,-0.059038276551222194
9.84,-0.05903840238594052
9.85,-0.05903852548506628
9.86,-0.059038645764965314
9.87,-0.05903876315087398
9.88,-0.0590388775769011
9.89,-0.059038988986012446
9.9,-0.05903909732999716
9.91,-0.059039202569406
9.92,-0.05903930467347508
9.93,-0.05903940362002803
9.94,-0.05903949939535913
9.95,-0.0590395919940994
9.96,-0.059039681419063544
9.97,-0.059039767681082
9.98,-0.05903985079881272
9.99,-0.05903993079854072
10.0,-0.05904000771410525
