t_s,df_hz
0.76,-0.041247170131602034
0.77,-0.04167965249791936
0.78,-0.04208225440597741
0.79,-0.042455621273646056
0.8,-0.04280050035226542
0.81,-0.04311772921444416
0.82,-0.04340822369260923
0.83,-0.04367296579275292
0.84,-0.04391299189217528
0.85,-0.04412938129971201
0.86,-0.04432324512071565
0.87,-0.04449571540349749
0.88,-0.044647934646494095
0.89,-0.044781045802915205
0.9,-0.04489618291839852
0.91,-0.04499446248560236
0.92,-0.04507697554635606
0.93,-0.04514478055712461
0.94,-0.045198897026330905
0.95,-0.04524029995285282
0.96,-0.045269915084307666
0.97,-0.04528861500901295
0.98,-0.04529721608054324
0.99,-0.0452964761498326
1.0,-0.04528709308391135
1.01,-0.0452697040385569
1.02,-0.04524488544886933
1.03,-0.04521315370528714
1.04,-0.04517496646508482
1.05,-0.045130724552560786
1.06,-0.04508077439591411
1.07,-0.0450254109407829
1.08,-0.04496488098414527
1.09,-0.04489938687227006
1.1,-0.04482909049786502
1.11,-0.04475411754369699
1.12,-0.04467456190661573
1.13,-0.044590490249594106
1.14,-0.04450194662003675
1.15,-0.044408957084111786
1.16,-0.0443115343218573
1.17,-0.04420968213650327
1.18,-0.044103399830590036
1.19,-0.04399268640757257
1.2,-0.043877544559654806
1.21,-0.04375798440799283
1.22,-0.04363402696393473
1.23,-0.04350570728603193
1.24,-0.04337307731007057
1.25,-0.04323620833509878
1.26,-0.04309519315106939
1.27,-0.04295014780072972
1.28,-0.042801212967620975
1.29,-0.04264855499228592
1.3,-0.04249236651729403
1.31,-0.042332866766943145
1.32,-0.04217030147343838
1.33,-0.04200494245904703
1.34,-0.041837086893555586
1.35,-0.04166705624107244
1.36,-0.04149519492038586
1.37,-0.04132186869957765
1.38,-0.0411474628483293
1.39,-0.040972380076144246
1.4,-0.04079703828044322
1.41,-0.04062186813448575
1.42,-0.04044731054136061
1.43,-0.04027381398400751
1.44,-0.04010183179807842
1.45,-0.039931819397020896
1.46,-0.039764231475796864
1.47,-0.03959951922046156
1.48,-0.03943812754914362
1.49,-0.03928049240855659
1.5,-0.039127038149882075
1.51,-0.038978175004199395
1.52,-0.038834296679387835
1.53,-0.038695778093849664
1.54,-0.0385629732660578
1.55,-0.03843621337211063
1.56,-0.03831580498375535
1.57,-0.038202028498964216
1.58,-0.038095136769681764
1.59,-0.03799535393729463
1.6,-0.037902874474983396
1.61,-0.03781786244385423
1.62,-0.037740450959794974
1.63,-0.03767074186986328
1.64,-0.03760880563790897
1.65,-0.03755468142927935
1.66,-0.03750837739358298
1.67,-0.03746987113352637
1.68,-0.037439110352534825
1.69,-0.037416013671780116
1.7,-0.03740047160282483
1.71,-0.037392347665665515
1.72,-0.03739147963977863
1.73,-0.0373976809324185
1.74,-0.03741074205301371
1.75,-0.03743043217806393
1.76,-0.03745650079199493
1.77,-0.03748867939125507
1.78,-0.037526683235926575
1.79,-0.03757021313537513
1.8,-0.03761895725482371
1.81,-0.0376725929286687
1.82,-0.037730788468796725
1.83,-0.03779320495517474
1.84,-0.0378594979976861
1.85,-0.037929319458184646
1.86,-0.038002319123429565
1.87,-0.03807814631943323
1.88,-0.0381564514595068
1.89,-0.03823688751836258
1.9,-0.03831911142653074
1.91,-0.03840278537923465
1.92,-0.03848757805590423
1.93,-0.03857316574600603
1.94,-0.03865923337987276
1.95,-0.03874547546134275
1.96,-0.038831596903112
1.97,-0.038917313762698975
1.98,-0.03900235388222663
1.99,-0.039086457430964706
2.0,-0.039169377355241994
2.01,-0.039250879736187794
2.02,-0.039330744060504685
2.03,-0.03940876340731708
2.04,-0.03948474455462535
2.05,-0.03955850801195263
2.06,-0.03962988798152764
2.07,-0.03969873225615538
2.08,-0.03976490205603099
2.09,-0.03982827181291192
2.1,-0.03988872890475364
2.11,-0.03994617334857815
2.12,-0.040000517455074845
2.13,-0.04005168545202446
2.14,-0.040099613081299106
2.15,-0.040144247173785515
2.16,-0.040185545209014614
2.17,-0.04022347486196619
2.18,-0.04025801354367327
2.19,-0.04028914793780863
2.2,-0.04031687353840802
2.21,-0.04034119419179599
2.22,-0.04036212164522685
2.23,-0.04037967510624077
2.24,-0.0403938808138657
2.25,-0.040404771624560215
2.26,-0.040412386614123885
2.27,-0.04041677069739702
2.28,-0.04041797426593667
2.29,-0.040416052845423336
2.3,-0.04041106677206376
2.31,-0.04040308088889716
2.32,-0.04039216426135131
2.33,-0.040378389911814715
2.34,-0.040361834572300935
2.35,-0.04034257845471249
2.36,-0.04032070503711068
2.37,-0.0402963008654444
2.38,-0.04026945536865146
2.39,-0.04024026068640387
2.4,-0.04020881150733647
2.41,-0.04017520491676152
2.42,-0.04013954025188717
2.43,-0.04010191896296942
2.44,-0.040062444479061994
2.45,-0.04002122207661767
2.46,-0.039978358749375505
2.47,-0.03993396307837185
2.48,-0.03988814510054964
2.49,-0.03984101617469765
2.5,-0.03979268884394485
2.51,-0.03974327669344698
2.52,-0.03969289420250267
2.53,-0.03964165659065038
2.54,-0.039589679656920264
2.55,-0.03953707961187009
2.56,-0.0394839729022575
2.57,-0.03943047602811014
2.58,-0.03937670535239151
2.59,-0.03932277690323625
2.6,-0.03926880616924909
2.61,-0.03921490788821512
2.62,-0.03916119582984081
2.63,-0.039107782573237194
2.64,-0.039054779279925934
2.65,-0.03900229546305865
2.66,-0.038950438754417324
2.67,-0.03889931466937155
2.68,-0.038849026371774495
2.69,-0.03879967443929098
2.7,-0.0387513566308043
2.71,-0.038704167656812505
2.72,-0.03865819895430055
2.73,-0.03861353846709179
2.74,-0.03857027043310721
2.75,-0.03852847517950111
2.76,-0.038488228927167446
2.77,-0.038449603605271554
2.78,-0.03841266667745874
2.79,-0.038377480980161104
2.8,-0.0383441045743051
2.81,-0.03831259061128423
2.82,-0.03828298721356253
2.83,-0.038255337371309386
2.84,-0.038229678854862295
2.85,-0.03820604414422205
2.86,-0.03818446037526522
2.87,-0.03816494930386927
2.88,-0.0381475272871151
2.89,-0.038132205282476225
2.9,-0.03811898886462041
2.91,-0.03810787825973406
2.92,-0.03809886839729113
2.93,-0.038091948978729945
2.94,-0.03808710456308002
2.95,-0.03808431466826219
2.96,-0.03808355388882438
2.97,-0.038084792027751765
2.98,-0.03808799424355742
2.99,-0.03809312120999081
3.0,-0.0381001292891895
3.01,-0.03810897071633717
3.02,-0.03811959379513341
3.03,-0.03813194310375462
3.04,-0.03814595970918448
3.05,-0.03816158139004857
3.06,-0.038178742866113724
3.07,-0.03819737603390201
3.08,-0.03821741020704412
3.09,-0.038238772360703006
3.1,-0.038261387378682996
3.11,-0.038285178302458554
3.12,-0.0383100665810672
3.13,-0.03833597232079161
3.14,-0.03836281453406278
3.15,-0.038390511386023625
3.16,-0.038418980438674685
3.17,-0.03844813889108896
3.18,-0.03847790381553694
3.19,-0.038508192388182406
3.2,-0.03853892211422591
3.21,-0.038570011046406436
3.22,-0.03860137799660975
3.23,-0.0386329427399639
3.24,-0.038664626210784606
3.25,-0.03869635069020419
3.26,-0.03872803998492949
3.27,-0.03875961959696697
3.28,-0.03879101688383863
3.29,-0.03882216120937278
3.3,-0.038852984084472804
3.31,-0.038883419298268676
3.32,-0.03891340303919087
3.33,-0.03894287400598895
3.34,-0.038971773508839215
3.35,-0.03900004556054351
3.36,-0.03902763695770848
3.37,-0.03905449735238505
3.38,-0.03908057931385105
3.39,-0.039105838381207604
3.4,-0.0391302331065595
3.41,-0.039153725089102934
3.42,-0.03917627900071954
3.43,-0.03919786260263408
3.44,-0.03921844675413941
3.45,-0.03923800541303127
3.46,-0.03925651562861637
3.47,-0.039273957527078476
3.48,-0.03929031428991967
3.49,-0.03930557212545379
3.5,-0.03931972023397752
3.51,-0.03933275076655473
3.52,-0.039344658778215
3.53,-0.039355442175352875
3.54,-0.03936510165798105
3.55,-0.03937364065713415
3.56,-0.03938106526742041
3.57,-0.03938738417548134
3.58,-0.039392608584146824
3.59,-0.039396752132986296
3.6,-0.03939983081526261
3.61,-0.03940186289172413
3.62,-0.03940286880132255
3.63,-0.03940287106935763
3.64,-0.03940189421305519
3.65,-0.03939996464490797
3.66,-0.03939711057408794
3.67,-0.03939336190610985
3.68,-0.03938875014086231
3.69,-0.03938330826941376
3.7,-0.03937707066968755
3.71,-0.03937007300129026
3.72,-0.03936235209954373
3.73,-0.03935394586909574
3.74,-0.039344893177355525
3.75,-0.03933523374749883
3.76,-0.03932500805201769
3.77,-0.03931425720615084
3.78,-0.03930302286205704
3.79,-0.03929134710340004
3.8,-0.03927927234103047
3.81,-0.039266841209423545
3.82,-0.039254096464466356
3.83,-0.03924108088253219
3.84,-0.03922783716110393
3.85,-0.03921440782106256
3.86,-0.03920083511086264
3.87,-0.039187160912793145
3.88,-0.03917342665126799
3.89,-0.039159673203664785
3.9,-0.039145940813540524
3.91,-0.0391322690064844
3.92,-0.039118696508829105
3.93,-0.03910526116930379
3.94,-0.039091999883723534
3.95,-0.03907894852289036
3.96,-0.03906614186383843
3.97,-0.03905361352452201
3.98,-0.03904139590212349
3.99,-0.03902952011486332
4.0,-0.03901801594785945
4.01,-0.03900691180243485
4.02,-0.03899623464980278
4.03,-0.038986009988381747
4.04,-0.03897626180538158
4.05,-0.03896701254248461
4.06,-0.038958283065606156
4.07,-0.0389500926388753
4.08,-0.038942458902821636
4.09,-0.038935397856897445
4.1,-0.03892892384596376
4.11,-0.038923049551289994
4.12,-0.03891778598545854
4.13,-0.03891314249160694
4.14,-0.03890912674675545
4.15,-0.03890574476908575
4.16,-0.038903000929349896
4.17,-0.038900897966091065
4.18,-0.0388994370046852
4.19,-0.03889861758016261
4.2,-0.03889843766376609
4.21,-0.038898893692748
4.22,-0.03889998060381031
4.23,-0.03890169186968004
4.24,-0.038904019538866096
4.25,-0.03890695427823399
4.26,-0.03891048541869148
4.27,-0.038914601003240505
4.28,-0.03891928783771432
4.29,-0.03892453154376473
4.3,-0.03893031661399295
4.31,-0.038936626469090095
4.32,-0.03894344351676909
4.33,-0.03895074921226348
4.34,-0.0389585241202242
4.35,-0.03896674797805452
4.36,-0.03897539975992201
4.37,-0.03898445774202193
4.38,-0.03899389956830245
4.39,-0.03900370231660508
4.4,-0.03901384256536534
4.41,-0.039024296460171436
4.42,-0.0390350397804137
4.43,-0.03904604800569806
4.44,-0.0390572963817568
4.45,-0.039068759985919015
4.46,-0.039080413791728344
4.47,-0.039092232732734565
4.48,-0.03910419176531823
4.49,-0.039116265930093576
4.5,-0.03912843041222761
4.51,-0.039140660600192834
4.52,-0.0391529321429432
4.53,-0.03916522100540687
4.54,-0.039177503522087605
4.55,-0.03918975644886433
4.56,-0.03920195701274038
4.57,-0.039214082959342735
4.58,-0.03922611259848847
4.59,-0.03923802484728226
4.6,-0.03924979927098953
4.61,-0.03926141612142001
4.62,-0.03927285637304537
4.63,-0.03928410175649593
4.64,-0.03929513478957279
4.65,-0.03930593880576807
4.66,-0.039316497980150134
4.67,-0.03932679735273375
4.68,-0.03933682284921975
4.69,-0.03934656129908902
4.7,-0.03935600045142019
4.71,-0.03936512898769465
4.72,-0.039373936532358884
4.73,-0.039382413660831464
4.74,-0.03939055190500039
4.75,-0.03939834375608352
4.76,-0.03940578266549574
4.77,-0.03941286304290685
4.78,-0.0394195802523051
4.79,-0.03942593060564634
4.8,-0.03943191135434376
4.81,-0.03943752067866997
4.82,-0.03944275767507132
4.83,-0.039447622341475544
4.84,-0.03945211556064938
4.85,-0.03945623908189893
4.86,-0.03945999550076958
4.87,-0.03946338823727037
4.88,-0.03946642151242183
4.89,-0.03946910032328086
4.9,-0.03947143041662806
4.91,-0.03947341826131657
4.92,-0.039475071019295316
4.93,-0.03947639651569282
4.94,-0.03947740320764035
4.95,-0.03947810015229002
4.96,-0.03947849697398819
4.97,-0.03947860383053502
4.98,-0.0394784313789697
4.99,-0.03947799074057878
5.0,-0.039477293465674766
5.01,-0.03947635149779165
5.02,-0.03947517713761304
5.03,-0.03947378300674373
5.04,-0.039472182011380176
5.05,-0.03947038730590227
5.06,-0.039468412256531436
5.07,-0.03946627040518222
5.08,-0.039463975433434606
5.09,-0.03946154112697651
5.1,-0.039458981340290473
5.11,-0.039456309961844654
5.12,-0.03945354087981619
5.13,-0.03945068794851309
5.14,-0.039447764955284244
5.15,-0.03944478558845746
5.16,-0.03944176340566808
5.17,-0.03943871180350577
5.18,-0.03943564398781602
5.19,-0.03943257294497909
5.2,-0.03942951141444345
5.21,-0.039426471861949475
5.22,-0.039423466454344316
5.23,-0.03942050703515675
5.24,-0.039417605101606815
5.25,-0.03941477178280743
5.26,-0.03941201781911255
5.27,-0.03940935354300238
5.28,-0.03940678886102672
5.29,-0.03940433323726356
5.3,-0.03940199567803626
5.31,-0.0393997847181507
5.32,-0.03939770840828709
5.33,-0.03939577430394384
5.34,-0.03939398945572907
5.35,-0.03939236040105114
5.36,-0.03939089315722394
5.37,-0.03938959321585733
5.38,-0.03938846553866594
5.39,-0.03938751455477345
5.4,-0.03938674415910052
5.41,-0.03938615771228576
5.42,-0.039385758041855574
5.43,-0.03938554744459437
5.44,-0.03938552769024367
5.45,-0.03938570002646058
5.46,-0.039386065184805724
5.47,-0.03938662338806606
5.48,-0.03938737435856251
5.49,-0.03938831732761067
5.5,-0.0393894510459771
5.51,-0.039390773795329244
5.52,-0.03939228340065669
5.53,-0.039393977243571424
5.54,-0.039395852276477246
5.55,-0.03939790503753968
5.56,-0.03940013166637414
5.57,-0.03940252792050928
5.58,-0.03940508919243767
5.59,-0.03940781052731961
5.6,-0.03941068664110979
5.61,-0.039413711939350754
5.62,-0.039416880536221575
5.63,-0.03942018627416036
5.64,-0.03942362274365933
5.65,-0.03942718330333775
5.66,-0.03943086110029614
5.67,-0.039434649090682644
5.68,-0.039438540060220184
5.69,-0.03944252664487489
5.7,-0.03944660135157375
5.71,-0.03945075657877341
5.72,-0.03945498463707259
5.73,-0.03945927776947816
5.74,-0.039463628171700224
5.75,-0.0394680280120572
5.76,-0.039472469451184364
5.77,-0.03947694466136535
5.78,-0.039481445845443656
5.79,-0.03948596525549282
5.8,-0.03949049521089959
5.81,-0.03949502811596478
5.82,-0.03949955647707995
5.83,-0.0395040729192542
5.84,-0.03950857020212542
5.85,-0.03951304123528239
5.86,-0.03951747909306292
5.87,-0.03952187702859591
5.88,-0.039526228487133955
5.89,-0.039530527118844465
5.9,-0.03953476679062447
5.91,-0.03953894159737032
5.92,-0.039543045872517384
5.93,-0.039547074197538674
5.94,-0.039551021411001586
5.95,-0.03955488261662426
5.96,-0.03955865319058743
5.97,-0.039562328788092696
5.98,-0.03956590534911361
5.99,-0.03956937910324497
6.0,-0.03957274657392157
6.01,-0.03957600458177264
6.02,-0.03957915024711187
6.03,-0.03958218099173519
6.04,-0.039585094540043636
6.05,-0.03958788891915613
6.06,-0.0395905624585015
6.07,-0.03959311378860999
6.08,-0.03959554183917039
6.09,-0.03959784583640648
6.1,-0.039600025299788635
6.11,-0.03960208003810481
6.12,-0.03960401014478821
6.13,-0.03960581599281694
6.14,-0.039607498228870656
6.15,-0.03960905776696316
6.16,-0.03961049578163189
6.17,-0.03961181370041055
6.18,-0.03961301319609332
6.19,-0.03961409617823514
6.2,-0.039615064784458455
6.21,-0.039615921371311764
6.22,-0.03961666850469624
6.23,-0.039617308949980785
6.24,-0.03961784566180279
6.25,-0.03961828177360956
6.26,-0.039618620586932475
6.27,-0.039618865560514166
6.28,-0.03961902029908009
6.29,-0.0396190885421121
6.3,-0.03961907415251056
6.31,-0.03961898110497672
6.32,-0.03961881347446917
6.33,-0.03961857542461306
6.34,-0.03961827119612836
6.35,-0.039617905095100756
6.36,-0.039617481481543426
6.37,-0.03961700475791868
6.38,-0.0396164793577111
6.39,-0.039615909734131025
6.4,-0.03961530034915553
6.41,-0.03961465566244797
6.42,-0.03961398012078958
6.43,-0.039613278147437925
6.44,-0.03961255413195843
6.45,-0.03961181242021932
6.46,-0.039611057304645036
6.47,-0.03961029301480715
6.48,-0.03960952370842175
6.49,-0.039608753462435184
6.5,-0.0396079862647872
6.51,-0.03960722600629234
6.52,-0.039606476472990294
6.53,-0.03960574133888108
6.54,-0.03960502415910059
6.55,-0.03960432836337427
6.56,-0.03960365725006472
6.57,-0.03960301398056343
6.58,-0.03960240157401057
6.59,-0.039601822902709014
6.6,-0.03960128068770836
6.61,-0.03960077749502104
6.62,-0.03960031573213339
6.63,-0.03959989764513688
6.64,-0.0395995253161812
6.65,-0.03959920066133856
6.66,-0.03959892542906087
6.67,-0.039598701198892264
6.68,-0.03959852938079765
6.69,-0.0395984112148053
6.7,-0.0395983477710061
6.71,-0.0395983399501669
6.72,-0.03959838848453379
6.73,-0.03959849393914821
6.74,-0.03959865671357986
6.75,-0.039598877043889404
6.76,-0.039599155005122254
6.77,-0.03959949051401802
6.78,-0.039599883332099024
6.79,-0.03960033306913152
6.8,-0.03960083918683124
6.81,-0.03960140100290601
6.82,-0.03960201769533071
6.83,-0.03960268830695055
6.84,-0.039603411750297725
6.85,-0.039604186812635604
6.86,-0.03960501216116022
6.87,-0.039605886348590136
6.88,-0.039606807818702086
6.89,-0.03960777491223387
6.9,-0.03960878587275973
6.91,-0.03960983885284516
6.92,-0.039610931920235494
6.93,-0.03961206306415865
6.94,-0.03961323020175861
6.95,-0.03961443118445861
6.96,-0.03961566380445567
6.97,-0.03961692580134093
6.98,-0.03961821486859521
6.99,-0.039619528660044645
7.0,-0.039620864796474364
7.01,-0.0396222208720359
7.02,-0.039623594460737425
7.03,-0.039624983122776576
7.04,-0.039626384410822925
7.05,-0.039627795876264686
7.06,-0.03962921507518556
7.07,-0.039630639574420375
7.08,-0.03963206695736601
7.09,-0.03963349482972687
7.1,-0.039634920824891354
7.11,-0.039636342609547744
7.12,-0.03963775788865296
7.13,-0.039639164410539156
7.14,-0.03964055997172697
7.15,-0.03964194242157246
7.16,-0.03964330966657993
7.17,-0.03964465967466655
7.18,-0.039645990479064024
7.19,-0.039647300182075865
7.2,-0.03964858695859536
7.21,-0.03964984905933988
7.22,-0.03965108481382334
7.23,-0.03965229263320651
7.24,-0.039653471012753995
7.25,-0.0396546185341183
7.26,-0.03965573386741202
7.27,-0.039656815772806046
7.28,-0.039657863102292426
7.29,-0.039658874800773104
7.3,-0.03965984990713509
7.31,-0.0396607875549579
7.32,-0.03966168697314531
7.33,-0.039662547486126236
7.34,-0.03966336851389879
7.35,-0.03966414957185681
7.36,-0.03966489027039144
7.37,-0.039665590314242966
7.38,-0.039666249501562285
7.39,-0.03966686772290967
7.4,-0.03966744495997142
7.41,-0.03966798128406438
7.42,-0.03966847685439171
7.43,-0.03966893191629115
7.44,-0.039669346799114706
7.45,-0.03966972191409217
7.46,-0.03967005775187786
7.47,-0.03967035488010599
7.48,-0.03967061394072557
7.49,-0.03967083564711068
7.5,-0.03967102078125988
7.51,-0.039671170190661784
7.52,-0.039671284785199844
7.53,-0.03967136553390546
7.54,-0.03967141346164474
7.55,-0.039671429645622806
7.56,-0.03967141521205646
7.57,-0.03967137133254813
7.58,-0.039671299220472335
7.59,-0.03967120012745899
7.6,-0.039671075339703064
7.61,-0.039670926174214714
7.62,-0.039670753975302155
7.63,-0.0396705601107595
7.64,-0.039670345968219244
7.65,-0.03967011295151898
7.66,-0.03966986247707404
7.67,-0.039669595970291426
7.68,-0.03966931486194649
7.69,-0.039669020584721465
7.7,-0.0396687145698026
7.71,-0.03966839824340449
7.72,-0.03966807302349966
7.73,-0.03966774031655076
7.74,-0.039667401514484224
7.75,-0.039667057991405325
7.76,-0.039666711100872755
7.77,-0.03966636217284148
7.78,-0.03966601251111365
7.79,-0.039665663390450724
7.8,-0.039665316054260165
7.81,-0.039664971712125116
7.82,-0.03966463153747397
7.83,-0.03966429666546899
7.84,-0.03966396819104609
7.85,-0.039663647166938966
7.86,-0.03966333460193817
7.87,-0.039663031459337035
7.88,-0.03966273865540158
7.89,-0.03966245705811486
7.9,-0.039662187485883876
7.91,-0.039661930706540185
7.92,-0.0396616874364165
7.93,-0.039661458339624964
7.94,-0.039661244027331836
7.95,-0.03966104505741935
7.96,-0.03966086193397783
7.97,-0.03966069510717568
7.98,-0.039660544973195676
7.99,-0.03966041187422567
8.0,-0.03966029609869596
8.01,-0.03966019788158143
8.02,-0.03966011740478506
8.03,-0.03966005479779541
8.04,-0.039660010138282756
8.05,-0.039659983452931986
8.06,-0.03965997471825927
8.07,-0.03965998386175383
8.08,-0.039660010762864635
8.09,-0.039660055254256366
8.1,-0.03966011712311035
8.11,-0.039660196112454096
8.12,-0.03966029192269182
8.13,-0.03966040421311708
8.14,-0.03966053260353151
8.15,-0.03966067667593678
8.16,-0.03966083597624735
8.17,-0.03966101001611541
8.18,-0.03966119827483499
8.19,-0.039661400201123936
8.2,-0.039661615215163405
8.21,-0.03966184271053679
8.22,-0.03966208205622844
8.23,-0.039662332598638564
8.24,-0.03966259366364875
8.25,-0.03966286455872002
8.26,-0.039663144574880405
8.27,-0.03966343298886465
8.28,-0.039663729065144
8.29,-0.039664032057925486
8.3,-0.03966434121342356
8.31,-0.039664655771623966
8.32,-0.03966497496848439
8.33,-0.03966529803779565
8.34,-0.039665624213220035
8.35,-0.039665952730193334
8.36,-0.03966628282780719
8.37,-0.0396666137506118
8.38,-0.03966694475042904
8.39,-0.039667275088174574
8.4,-0.0396676040353757
8.41,-0.03966793087600334
8.42,-0.039668254907868225
8.43,-0.039668575444284884
8.44,-0.03966889181540391
8.45,-0.039669203369657235
8.46,-0.03966950947508241
8.47,-0.03966980952045765
8.48,-0.03967010291661869
8.49,-0.03967038909741853
8.5,-0.03967066752085886
8.51,-0.039670937669928005
8.52,-0.03967119905349375
8.53,-0.03967145120716445
8.54,-0.039671693693872336
8.55,-0.03967192610455366
8.56,-0.039672148058714635
8.57,-0.03967235920486883
8.58,-0.03967255922095062
8.59,-0.03967274781454688
8.6,-0.03967292472325143
8.61,-0.03967308971465137
8.62,-0.03967324258659979
8.63,-0.03967338316704622
8.64,-0.03967351131401821
8.65,-0.0396736269155421
8.66,-0.03967372988932332
8.67,-0.03967382018253368
8.68,-0.03967389777140384
8.69,-0.03967396266085656
8.7,-0.03967401488395596
8.71,-0.0396740545014916
8.72,-0.03967408160126098
8.73,-0.03967409629742912
8.74,-0.03967409872988075
8.75,-0.039674089063412396
8.76,-0.03967406748694643
8.77,-0.03967403421269728
8.78,-0.03967398947522713
8.79,-0.03967393353055223
8.8,-0.03967386665516372
8.81,-0.03967378914501637
8.82,-0.03967370131454597
8.83,-0.03967360349556725
8.84,-0.03967349603618594
8.85,-0.03967337929973375
8.86,-0.039673253663581126
8.87,-0.03967311951812779
8.88,-0.03967297726549328
8.89,-0.03967282731848031
8.9,-0.03967267009937582
8.91,-0.039672506038776666
8.92,-0.03967233557443217
8.93,-0.03967215915008553
8.94,-0.039671977214337795
8.95,-0.039671790219441956
8.96,-0.03967159862023654
8.97,-0.03967140287299892
8.98,-0.03967120343428309
8.99,-0.03967100075991517
9.0,-0.03967079530389394
9.01,-0.03967058751731282
9.02,-0.03967037784741051
9.03,-0.03967016673650354
9.04,-0.03966995462106353
9.05,-0.03966974193080597
9.06,-0.03966952908773681
9.07,-0.03966931650536136
9.08,-0.03966910458773705
9.09,-0.03966889372884167
9.1,-0.03966868431168663
9.11,-0.03966847670765079
9.12,-0.03966827127584204
9.13,-0.039668068362398154
9.14,-0.03966786829997251
9.15,-0.039667671407134564
9.16,-0.03966747798785346
9.17,-0.03966728833113411
9.18,-0.03966710271047992
9.19,-0.03966692138366052
9.2,-0.03966674459222413
9.21,-0.03966657256138457
9.22,-0.039666405499648776
9.23,-0.039666243598750164
9.24,-0.03966608703340936
9.25,-0.03966593596127189
9.26,-0.03966579052282066
9.27,-0.03966565084142836
9.28,-0.03966551702329682
9.29,-0.03966538915759431
9.3,-0.039665267316524255
9.31,-0.03966515155545555
9.32,-0.039665041913171176
9.33,-0.03966493841200826
9.34,-0.039664841058170475
9.35,-0.03966474984202853
9.36,-0.03966466473839198
9.37,-0.039664585706936595
9.38,-0.03966451269247163
9.39,-0.039664445625544914
9.4,-0.039664384422716775
9.41,-0.039664328987058094
9.42,-0.03966427920873854
9.43,-0.03966423496543935
9.44,-0.03966419612295129
9.45,-0.03966416253571574
9.46,-0.039664134047397104
9.47,-0.039664110491423404
9.48,-0.039664091691709466
9.49,-0.03966407746316073
9.5,-0.03966406761236185
9.51,-0.03966406193819345
9.52,-0.03966406023244206
9.53,-0.03966406228055317
9.54,-0.03966406786212726
9.55,-0.03966407675173448
9.56,-0.03966408871948365
9.57,-0.03966410353166907
9.58,-0.03966412095144827
9.59,-0.03966414073955358
9.6,-0.03966416265480967
9.61,-0.03966418645486857
9.62,-0.039664211896756944
9.63,-0.03966423873761648
9.64,-0.039664266735135935
9.65,-0.03966429564829201
9.66,-0.039664325237893046
9.67,-0.039664355267107834
9.68,-0.03966438550203484
9.69,-0.03966441571224011
9.7,-0.039664445671279795
9.71,-0.039664475157166784
9.72,-0.03966450395285206
9.73,-0.03966453184674282
9.74,-0.03966455863301518
9.75,-0.039664584112148495
9.76,-0.039664608091229375
9.77,-0.03966463038436835
9.78,-0.03966465081300342
9.79,-0.039664669206265636
9.8,-0.03966468540118132
9.81,-0.03966469924307095
9.82,-0.0396647105856749
9.83,-0.03966471929143382
9.84,-0.03966472523166867
9.85,-0.03966472828675881
9.86,-0.03966472834623861
9.87,-0.03966472530899289
9.88,-0.03966471908330078
9.89,-0.039664709586872515
9.9,-0.039664696746953665
9.91,-0.03966468050035148
9.92,-0.03966466079334163
