t_s,p_oc_pu,delta_p_oc_pu,p_ref_eff_pu,p_error_pu,omega_pll_pu,Kw
7.79,0.43150913310302524,7.594772837444122e-6,1.0952745722090325,0.6637654391060073,0.9993391709446575,10.0
7.8,0.4315100255468303,8.487216642554512e-6,1.095274573282019,0.6637645477351887,0.9993391709017381,10.0
7.81,0.4315108743745205,9.336044332726426e-6,1.095274585168563,0.6637637107940426,0.9993391704262763,10.0
7.82,0.4315116783927284,1.014006254061525e-5,1.0952746078624527,0.6637629294697243,0.9993391695185206,10.0
7.83,0.4315124365375414,1.089820735364567e-5,1.0952746413277699,0.6637622047902286,0.999339168179908,10.0
7.84,0.4315131478748127,1.1609544624952804e-5,1.0952746854995328,0.6637615376247199,0.9993391664130375,10.0
7.85,0.4315138116001412,1.2273269953415185e-5,1.095274740284391,0.66376092868425,0.9993391642216432,10.0
7.86,0.4315144270385421,1.2888708354290791e-5,1.0952748055613948,0.6637603785228526,0.9993391616105629,10.0
7.87,0.431514993643805,1.3455313617268354e-5,1.095274881182809,0.6637598875390041,0.9993391585857064,10.0
7.88,0.4315155109975508,1.3972667363031623e-5,1.0952749669749628,0.6637594559774119,0.9993391551540203,10.0
7.89,0.4315159788079958,1.4440477808019437e-5,1.0952750627391858,0.6637590839311899,0.9993391513234513,10.0
7.9,0.43151639690842175,1.4858578233975672e-5,1.0952751682527406,0.6637587713443187,0.9993391471029092,10.0
7.91,0.43151676525537763,1.5226925189827427e-5,1.0952752832698378,0.6637585180144603,0.9993391425022252,10.0
7.92,0.4315170839266064,1.5545596418615763e-5,1.0952754075226636,0.6637583235960572,0.9993391375321122,10.0
7.93,0.43151735311871453,1.5814788526745494e-5,1.0952755407224537,0.6637581876037391,0.9993391322041206,10.0
7.94,0.4315175731445976,1.603481440980245e-5,1.0952756825606003,0.6637581094160026,0.9993391265305948,10.0
7.95,0.43151774443061974,1.6206100431934847e-5,1.0952758327097762,0.6637580882791566,0.9993391205246277,10.0
7.96,0.4315178675135721,1.6329183384276547e-5,1.0952759908251,0.6637581233115281,0.9993391142000148,10.0
7.97,0.43151794303741636,1.6404707228611595e-5,1.0952761565453129,0.6637582135078965,0.9993391075712063,10.0
7.98,0.43151797174982176,1.643341963402039e-5,1.0952763294939813,0.6637583577441596,0.9993391006532596,10.0
7.99,0.4315179544985131,1.641616832532669e-5,1.0952765092806975,0.6637585547821843,0.9993390934617908,10.0
8.0,0.4315178922274374,1.6353897249649847e-5,1.095276695502324,0.6637588032748867,0.9993390860129258,10.0
8.01,0.4315177859727658,1.6247642577992256e-5,1.0952768877442185,0.6637591017714527,0.9993390783232501,10.0
8.02,0.43151763685873973,1.6098528551935784e-5,1.0952770855814769,0.663759448722737,0.9993390704097597,10.0
8.03,0.431517446093377,1.5907763189196043e-5,1.095277288580182,0.663759842486805,0.9993390622898115,10.0
8.04,0.43151721496404966,1.567663386183908e-5,1.0952774962986411,0.6637602813345913,0.9993390539810731,10.0
8.05,0.43151694483294667,1.540650275889773e-5,1.0952777082886338,0.6637607634556869,0.9993390455014735,10.0
8.06,0.43151663713243443,1.5098802246611546e-5,1.095277924096644,0.6637612869642094,0.999339036869153,10.0
8.07,0.4315162933603271,1.4755030139294343e-5,1.0952781432650815,0.6637618499047546,0.9993390281024155,10.0
8.08,0.4315159150750838,1.4376744896026295e-5,1.0952783653335074,0.6637624502584235,0.9993390192196785,10.0
8.09,0.43151550389094084,1.3965560753045363e-5,1.0952785898398172,0.6637630859488762,0.9993390102394262,10.0
8.1,0.43151506147299407,1.3523142806271275e-5,1.095278816321439,0.663763754848445,0.9993390011801612,10.0
8.11,0.4315145895322459,1.3051202058155426e-5,1.0952790443164842,0.6637644547842381,0.9993389920603595,10.0
8.12,0.4315140898206272,1.2551490439446257e-5,1.0952792733648893,0.6637651835442621,0.9993389828984233,10.0
8.13,0.4315135641260064,1.2025795818581037e-5,1.0952795030095406,0.6637659388835342,0.9993389737126371,10.0
8.14,0.43151301426720146,1.1475937013678394e-5,1.0952797327973405,0.663766718530139,0.9993389645211253,10.0
8.15,0.4315124420890036,1.0903758815760607e-5,1.0952799622802913,0.6637675201912877,0.9993389553418072,10.0
8.16,0.4315118494572246,1.0311127036828416e-5,1.0952801910165038,0.6637683415592791,0.9993389461923587,10.0
8.17,0.431511238253783,9.699923595205107e-6,1.0952804185711997,0.6637691803174167,0.9993389370901709,10.0
8.18,0.4315106103718357,9.072041647896476e-6,1.09528064451767,0.6637700341458341,0.999338928052312,10.0
8.19,0.4315099677109704,8.429380782616569e-6,1.0952808684381898,0.6637709007272194,0.9993389190954912,10.0
8.2,0.43150931217246524,7.773842277463028e-6,1.0952810899249197,0.6637717777524543,0.9993389102360221,10.0
8.21,0.4315086456546301,7.107324442287301e-6,1.095281308580732,0.6637726629261018,0.9993389014897895,10.0
8.22,0.43150797004823654,6.43171804875378e-6,1.0952815240200229,0.6637735539717863,0.9993388928722179,10.0
8.23,0.4315072872320475,5.748901859710473e-6,1.095281735869463,0.6637744486374154,0.9993388843982404,10.0
8.24,0.43150659906845407,5.060738266253572e-6,1.095281943768736,0.6637753447002821,0.9993388760822693,10.0
8.25,0.4315059073992319,4.369069044101237e-6,1.0952821473711833,0.6637762399719513,0.9993388679381715,10.0
8.26,0.43150521404142056,3.6757112327581588e-6,1.0952823463444517,0.6637771323030311,0.9993388599792408,10.0
8.27,0.43150452078333773,2.982453149896587e-6,1.0952825403710669,0.6637780195877292,0.9993388522181762,10.0
8.28,0.4315038293807327,2.2910505448559227e-6,1.0952827291489677,0.6637788997682349,0.99933884466706,10.0
8.29,0.4315031415530882,1.6032229003734115e-6,1.0952829123919927,0.6637797708389044,0.9993388373373391,10.0
8.3,0.43150245898007483,9.206498870759687e-7,1.0952830898303234,0.6637806308502486,0.9993388302398059,10.0
8.31,0.43150178329816746,2.4496797966570726e-7,1.0952832612108734,0.6637814779127059,0.9993388233845838,10.0
8.32,0.43150111609742525,-4.222327625032783e-7,1.0952834262976316,0.6637823102002063,0.9993388167811136,10.0
8.33,0.4315004589184424,-1.079411745386609e-6,1.0952835848719606,0.6637831259535183,0.9993388104381403,10.0
8.34,0.4314998132494711,-1.7250807167188855e-6,1.0952837367328474,0.6637839234833762,0.9993388043637049,10.0
8.35,0.4314991805237276,-2.3578064601994697e-6,1.0952838816970956,0.663784701173368,0.9993387985651351,10.0
8.36,0.43149856211687526,-2.9762133125258245e-6,1.0952840195994955,0.6637854574826203,0.999338793049039,10.0
8.37,0.4314979593446968,-3.578985491019568e-6,1.0952841502929085,0.6637861909482117,0.9993387878213025,10.0
8.38,0.4314973734609495,-4.164869238323773e-6,1.0952842736483541,0.6637869001874046,0.9993387828870846,10.0
8.39,0.4314968056554122,-4.732674775549282e-6,1.0952843895550006,0.6637875838995885,0.9993387782508187,10.0
8.4,0.431496257052123,-5.2812780647771745e-6,1.095284497920161,0.6637882408680379,0.9993387739162124,10.0
8.41,0.4314957287078057,-5.80962238205055e-6,1.0952845986691966,0.663788869961391,0.999338769886251,10.0
8.42,0.43149522161049153,-6.316719696271571e-6,1.0952846917454215,0.66378947013493,0.9993387661632019,10.0
8.43,0.4314947366783298,-6.801651857949828e-6,1.095284777109926,0.6637900404315963,0.9993387627486218,10.0
8.44,0.4314942747585924,-7.263571595347712e-6,1.0952848547413956,0.663790579982803,0.9993387596433629,10.0
8.45,0.4314938366268661,-7.701703321700641e-6,1.0952849246358665,0.6637910880090003,0.9993387568475841,10.0
8.46,0.43149342298643595,-8.115343751826228e-6,1.095284986806445,0.663791563820009,0.999338754360761,10.0
8.47,0.431493034467855,-8.503862332838211e-6,1.0952850412830009,0.6637920068151458,0.9993387521816988,10.0
8.48,0.4314926716286984,-8.866701489399442e-6,1.0952850881118208,0.6637924164831225,0.999338750308546,10.0
8.49,0.43149233495350003,-9.20337668771609e-6,1.095285127355219,0.6637927924017187,0.99933874873881,10.0
8.5,0.4314920248538694,-9.51347631837973e-6,1.0952851590911301,0.6637931342372607,0.9993387474693737,10.0
8.51,0.43149174166878185,-9.796661405955796e-6,1.0952851834126536,0.6637934417438719,0.9993387464965127,10.0
8.52,0.43149148566504286,-1.0052665144934248e-5,1.095285200427595,0.6637937147625522,0.999338745815915,10.0
8.53,0.4314912570379186,-1.028129226920336e-5,1.095285210257943,0.6637939532200244,0.9993387454227011,10.0
8.54,0.4314910559119303,-1.048241825746633e-5,1.0952852130393624,0.663794157127432,0.9993387453114444,10.0
8.55,0.4314908823418057,-1.0655988382059833e-5,1.095285208920628,0.6637943265788223,0.9993387454761936,10.0
8.56,0.43149073631358686,-1.080201660090993e-5,1.0952851980630498,0.6637944617494629,0.9993387459104968,10.0
